"Id","MSSubClass","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","ScreenPorch","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","SalePrice","TotalSpaceSF","LotFA","RmsPerLivSpc","TotalBath","FPperSF","YearRemodAdd_tog","MasVnrArea_tog","BsmtFinSF1_tog","BsmtFinSF2_tog","GarageArea_tog","WoodDeckSF_tog","OpenPorchSF_tog","ScreenPorch_tog"
1186,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",5,"7",1924,1950,"Low","Low","Low","Lowest","None",0,"TA","Gd","BrkTil","TA","High","No","Low",392,0,"GasA","Med","Y","High","TA","High","Low","High",1965,"Unf",1,392,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",104900,2005,158.681305220391,0.00573300573300573,1,0,0,0,1,0,1,0,0,0
1187,190,"RL","Pave","None","IRG","Bnk","AllPub","NotCulD","Othr","Low","fmCon","High",3,"5",1900,1970,"Low","Low","High","Med","None",0,"TA","TA","Stone","None","High","Med","Low",440,0,"GasA","Med","Y","High","TA","High","Low","Low",1920,"Unf",2,420,"Fa","Fa","Y",0,74,0,"Low","None","None",0,"Med","Med",95000,2677,210.029122096619,0.00412007062978222,2,0,1,0,1,0,1,0,1,0
1188,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",8,"5",1994,1995,"Low","Low","Lux","High","None",0,"Gd","TA","Other","Gd","High","No","High",1456,0,"GasA","Ex","Y","High","Gd","High","Fa","High",1994,"RFn",3,757,"TA","TA","Y",0,114,0,"Low","High","None",0,"Med","Med_High",262000,3248,200.628849317728,0.00307881773399015,2,0.000307881773399015,1,0,1,0,1,0,1,0
1189,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",7,"5",2002,2002,"Low","Low","VinylSd","VinylSd","BrkFace",95,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",2002,"RFn",2,493,"TA","TA","Y",144,68,0,"Low","None","None",0,"Med","Med_High",195000,2491,162.525128934056,0.00421686746987952,3,0,1,1,0,0,1,1,1,0
1190,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",7,"5",1999,1999,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","TA","High","No","Med",0,0,"GasA","Med","Y","High","Gd","High","TA","High",1999,"Fin",2,442,"TA","TA","Y",140,60,0,"Low","None","None",0,"Med","Med_High",189000,2798,146.602540378444,0.00388026607538803,3,0.000357398141529664,1,0,0,0,1,1,1,0
1191,190,"RL","Pave","None","Reg","Low","AllPub","NotCulD","Othr","Med","fmCon","Med",4,"4",1961,1975,"Low","Low","Med","Low","Stone",149,"TA","Gd","Stone","TA","High","Med","Low",1159,0,"GasA","Ex","Y","High","TA","High","TA","Med",1975,"Fin",4,1356,"TA","TA","Y",439,0,0,"Low","None","None",0,"Med","Med_High",168000,2871,309.401953873515,0.00431565967940814,1,0.000348310693138279,1,1,1,0,1,1,0,0
1192,160,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","fmCon","High",8,"5",1999,2000,"Low","Low","Med","Low","BrkFace",456,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","Med",1999,"Unf",2,492,"TA","TA","Y",206,0,0,"Low","None","None",0,"Med","Med_High",174000,2217,75.4295634824952,0.00346981263011797,3,0,1,1,0,0,1,1,0,0
1193,50,"Othr","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",5,"8",1925,1994,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","TA","High","Med","Med",0,0,"GasA","Med","Y","High","Gd","High","Low","Med",1925,"Unf",1,250,"TA","Fa","P",0,0,0,"Low","Med","None",0,"Med","Med_High",125000,2174,157.979589711327,0.00407608695652174,1,0,1,0,0,0,1,0,0,0
1194,120,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Fam","Med",6,"5",1999,1999,"Med","Low","VinylSd","VinylSd","BrkFace",425,"TA","TA","Other","Ex","High","No","High",883,0,"GasA","Ex","Y","High","TA","High","Low","High",1999,"Fin",2,402,"TA","TA","Y",0,304,0,"Low","None","None",0,"Med","Med_High",165000,2448,122.696792242518,0.00408496732026144,2,0,1,1,1,0,1,0,1,0
1195,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","High",6,"7",1969,1969,"Low","Low","High","Med","Stone",143,"TA","TA","Stone","TA","High","No","Med",371,0,"GasA","Med","Y","High","TA","High","Low","High",1969,"Fin",1,299,"TA","TA","Y",379,36,0,"Low","Med","None",0,"Med","Med_High",158000,2015,176.767763227224,0.00517751479289941,2,0,1,1,1,0,1,1,1,0
1196,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"5",2005,2005,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",2005,"Fin",2,400,"TA","TA","Y",100,24,0,"Low","None","None",0,"Med","Med_High",176000,2184,140.604687377391,0.00549450549450549,3,0,1,0,0,0,1,1,1,0
1197,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",7,"5",2006,2006,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","Highest",2006,"Fin",3,660,"TA","TA","Y",100,17,0,"Low","None","None",0,"High","High",219210,2742,176.549567692168,0.00483091787439614,3,0.000364697301239971,1,0,0,0,1,1,1,0
1198,75,"Othr","Pave","None","IRG","Bnk","AllPub","NotCulD","Gtl","Low","Fam","Low",7,"6",1916,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","TA","Med",1916,"Unf",1,225,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",144000,2505,159.074438611134,0.00414201183431953,1,0.000399201596806387,0,0,0,0,1,0,0,0
1199,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",7,"5",2001,2001,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",2001,"RFn",2,573,"TA","TA","Y",356,0,0,"Low","None","None",0,"Med","Med_High",178000,2424,165.393920141695,0.00495049504950495,2,0,1,0,0,0,1,1,0,0
1200,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",4,"5",1963,1979,"Low","Low","High","Med","BrkFace",51,"TA","TA","Stone","TA","High","No","Low",547,0,"GasA","Med","Y","High","TA","High","Low","High",1974,"Unf",2,459,"TA","TA","Y",0,82,0,"Low","None","None",0,"Med","Med_High",148000,2433,180.995282913911,0.00434153400868307,2,0.00041101520756268,1,1,1,0,1,0,1,0
1201,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",4,"5",1970,1970,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","High",1972,"Unf",1,280,"TA","TA","Y",0,0,0,"Low","None","Shed",0,"Low","Med",116050,1728,167.710909415639,0.00578703703703704,1,0,1,0,0,0,1,0,0,0
1202,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",7,"5",1998,1998,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","Med","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",1998,"RFn",2,546,"TA","TA","Y",198,36,0,"Low","None","None",0,"Med","Med_High",197900,2645,181.980390271856,0.00337268128161889,3,0,1,0,0,0,1,1,1,0
1203,50,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",5,"8",1925,1997,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","Fa","Med",1960,"Unf",1,216,"TA","TA","N",0,0,0,"Low","None","None",0,"Med","Med_High",117000,2232,127.459666924148,0.00370919881305638,1,0.000448028673835125,1,0,0,0,1,0,0,0
1204,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",7,"5",2000,2001,"Low","Low","VinylSd","VinylSd","BrkFace",171,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",2000,"Unf",2,451,"TA","TA","Y",74,234,0,"Low","None","None",0,"Med","Med_High",213000,3260,173.742088290657,0.00368098159509202,2,0.000306748466257669,1,1,0,0,1,1,1,0
1205,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",5,"6",1975,1975,"Low","Low","High","Med","None",0,"TA","TA","Stone","Gd","High","No","Med",788,0,"GasA","Ex","Y","High","TA","High","Low","High",1975,"RFn",2,495,"TA","TA","Y",0,88,0,"Low","Med","None",0,"Med","Med_High",153500,2130,178.697567001393,0.00558659217877095,2,0,1,0,1,0,1,0,1,0
1206,20,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","True_Med","Fam","Med",7,"7",1990,1991,"Med","Low","High","Med","BrkFace",234,"Gd","TA","Stone","Gd","High","Med","Med",485,177,"GasA","Med","Y","High","Gd","High","TA","High",1990,"RFn",3,701,"TA","TA","Y",84,70,0,"Low","None","None",0,"Med","Med_High",271900,4354,211.177555677609,0.00318761384335155,2,0.000229673863114378,1,1,1,1,1,1,1,0
1207,20,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",4,"4",1966,1966,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Low",1056,0,"GasA","Med","Y","High","TA","High","Low","Med",1966,"Unf",1,384,"TA","TA","Y",0,42,0,"Low","Med","None",0,"Med","Med_High",107000,2112,161.537515214325,0.00473484848484848,1,0,1,0,1,0,1,0,1,0
1208,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",6,"5",2003,2003,"Low","Low","VinylSd","VinylSd","BrkFace",120,"Gd","TA","Other","Gd","High","Med","High",340,0,"GasA","Ex","Y","High","Gd","High","Low","High",2003,"RFn",2,544,"TA","TA","Y",192,23,0,"Low","None","None",0,"Med","Med_High",200000,3382,165.577193932444,0.00411764705882353,2,0,1,1,1,0,1,1,1,0
1209,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"7",1962,1980,"Low","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","No","Low",504,108,"GasA","Med","Y","High","TA","High","Low","Med",1980,"Unf",2,506,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",140000,2214,158.107888409608,0.00467653936087295,1,0,1,0,1,1,1,0,0,0
1210,20,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","High","Fam","Med",8,"5",2006,2006,"Med","Low","VinylSd","VinylSd","Stone",420,"Gd","TA","Other","Ex","High","Med","High",1220,0,"GasA","Ex","Y","High","Gd","High","TA","High",2006,"RFn",2,500,"TA","TA","Y",322,50,0,"Low","None","None",0,"High","High",290000,3320,185.905896755343,0.00481927710843374,2,0.000301204819277108,1,1,1,0,1,1,1,0
1211,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"5",1992,1992,"Low","Low","Med","Low","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",1992,"RFn",2,462,"TA","TA","Y",635,104,0,"Low","High","Shed",400,"Med","Med_High",189000,2900,175.915060307777,0.0043360433604336,3,0.000344827586206897,1,0,0,0,1,1,1,0
1212,50,"RL","Pave","None","IRG","Bnk","AllPub","NotCulD","Othr","True_Med","Fam","Low",8,"7",1988,2005,"Low","Low","Med","Low","None",0,"Gd","TA","Other","Gd","High","Med","High",427,0,"GasA","Med","Y","High","TA","High","Low","Med",1988,"RFn",2,492,"TA","TA","Y",325,12,0,"Low","None","None",0,"Med","Med_High",164000,2311,262.154437041819,0.0045662100456621,2,0,1,0,1,0,1,1,1,0
1213,30,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",4,"6",1941,1950,"Med","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",344,0,"GasA","Med","Y","High","TA","High","Low","High",1941,"Unf",1,234,"TA","TA","N",0,113,0,"Low","None","None",0,"Med","Med_High",113000,1344,146.643675426797,0.00595238095238095,1,0,0,0,1,0,1,0,1,0
1214,80,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_Low","Fam","Med",4,"9",1965,2001,"Low","Low","VinylSd","VinylSd","None",0,"TA","Gd","Stone","TA","High","Med","High",648,0,"GasA","Ex","Y","High","TA","High","Low","High",1965,"Unf",1,364,"TA","TA","Y",88,0,0,"Low","None","None",0,"Med","Med_High",145000,1608,171.96356103394,0.003125,0,0,1,0,1,0,1,1,0,0
1215,85,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Low",5,"5",1962,1962,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","Med","Low",784,0,"GasA","Med","Y","High","TA","High","Low","High",1962,"Unf",1,300,"TA","TA","Y",150,72,0,"Low","None","None",0,"Med","Med_High",134500,1924,170.019800039398,0.00600600600600601,1,0,1,0,1,0,1,1,1,0
1216,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"5",1966,1966,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","TA","High","No","Low",180,374,"GasA","Med","Y","High","TA","High","Low","Med",1966,"RFn",1,384,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",125000,1788,183.225886756982,0.00559284116331096,1,0,1,0,1,1,1,0,0,0
1217,90,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","fmCon","Low",6,"5",1978,1978,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Slab","None","Med","None","None",0,0,"GasA","Med","Y","High","TA","High","Low","High",1978,"Unf",2,539,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",112000,1902,162.49867723942,0.00420609884332282,2,0,1,0,0,0,1,0,0,0
1218,20,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",8,"5",2009,2009,"Low","Low","CemntBd","Highest","Stone",72,"Gd","TA","Other","Gd","High","Med","High",936,0,"GasA","Ex","Y","High","Gd","High","Low","High",2009,"RFn",2,552,"TA","TA","Y",135,112,0,"Low","None","None",0,"High","High",229456,2614,164.951600308978,0.0045662100456621,2,0,1,1,1,0,1,1,1,0
1219,50,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",4,"5",1947,1950,"Low","Low","Low","Lowest","None",0,"TA","TA","Slab","None","Med","None","None",0,0,"GasA","Med","N","High","TA","High","Low","Low",9999,"None",0,0,"None","None","N",0,0,0,"Low","None","None",0,"Med","Med_High",80500,912,130.993670632526,0.00328947368421053,1,0,0,0,0,0,0,0,0,0
1220,160,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","fmCon","High",6,"5",1971,1971,"Low","Low","CemntBd","Highest","BrkFace",236,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","Low",9999,"None",0,0,"None","None","N",201,0,0,"Low","None","None",0,"Med","Med",91500,1890,61.9878030638384,0.00574712643678161,2,0,1,1,0,0,0,1,0,0
1221,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"5",1964,1964,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",312,600,"GasA","Med","Y","High","TA","High","Low","High",1964,"Unf",1,288,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med",115000,1824,154.317608663278,0.00548245614035088,1,0,1,0,1,1,1,0,0,0
1222,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"5",1968,1968,"Med","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Low",250,492,"GasA","Ex","Y","High","TA","High","TA","High",1968,"Unf",1,322,"TA","TA","Y",0,63,0,"Low","None","None",0,"Med","Med_High",134000,2163,145.829510622925,0.00412881915772089,1,0.000462320850670365,1,0,1,1,1,0,1,0
1223,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Low",6,"6",1949,1950,"Low","Low","Med","Low","BrkFace",320,"TA","TA","Stone","TA","High","Med","Low",196,0,"GasA","Ex","Y","High","TA","High","TA","High",1949,"Unf",1,315,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",143000,2886,180.449987798926,0.0037919826652221,2,0.000346500346500347,0,1,1,0,1,0,0,0
1224,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"Low",1951,1951,"Med","Low","Med","Low","BrkFace",44,"TA","TA","Stone","TA","Med","No","Low",756,0,"GasA","Med","N","Med","TA","Med","Low","Med",1951,"Unf",2,528,"TA","TA","Y",0,30,0,"Low","Med","None",0,"Med","Med_High",137900,4272,192.344085462111,0.00327715355805243,2,0,1,1,1,0,1,0,1,0
1225,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",7,"5",2004,2005,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","High",724,0,"GasA","Ex","Y","High","Gd","High","TA","High",2004,"Fin",2,388,"TA","TA","Y",100,75,0,"Low","None","None",0,"Med","Med_High",184000,2278,184.032253869709,0.00536912751677852,3,0.000438981562774363,1,0,1,0,1,1,1,0
1226,80,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"8",1958,1958,"Med","Low","VinylSd","VinylSd","BrkFace",63,"TA","Gd","Stone","TA","High","Med","High",507,0,"GasA","Ex","Y","High","TA","High","Low","High",1958,"RFn",1,264,"TA","TA","Y",224,0,0,"Low","Low","None",0,"Med","Med_High",145000,1726,167.381638978872,0.00527240773286467,1,0,1,1,1,0,1,1,0,0
1227,60,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","High","Fam","High",6,"5",2007,2007,"Low","Low","VinylSd","VinylSd","Stone",74,"Gd","TA","Other","Gd","High","Med","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","Highest",2007,"Fin",3,668,"TA","TA","Y",100,18,0,"Low","None","None",0,"Med","Med_High",214000,2827,206.822183393614,0.00465597516813244,3,0.000353731871241599,1,1,0,0,1,1,1,0
1228,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"8",1965,2008,"Low","Low","VinylSd","VinylSd","BrkFace",300,"TA","TA","Stone","TA","High","No","Med",595,0,"GasA","Ex","Y","High","Gd","High","Low","Med",1992,"Unf",2,576,"TA","TA","Y",0,240,0,"Low","None","None",0,"Med","Med_High",147000,1824,166.191294714533,0.00548245614035088,1,0,1,1,1,0,1,0,1,0
1229,120,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",9,"5",2008,2008,"Med","Low","Med","Low","BrkFace",766,"Ex","TA","Other","Ex","High","No","High",1540,0,"GasA","Ex","Y","High","Ex","High","TA","High",2008,"Fin",3,1052,"TA","TA","Y",0,72,224,"Low","None","None",0,"High","High",367294,3404,158.642938868876,0.00411280846063455,2,0.000293772032902468,1,1,1,0,1,0,1,1
1230,80,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"5",1960,1960,"Med","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","Med",666,0,"GasA","Med","Y","High","TA","Med","Low","Med",1960,"Unf",1,404,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",127000,2582,158.938180777437,0.0046449900464499,2,0,1,0,1,0,1,0,0,0
1231,90,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","fmCon","Low",5,"5",1977,1977,"High","Low","Highest","Med","None",1,"TA","TA","Stone","Gd","High","No","High",498,211,"GasA","Ex","Y","High","TA","High","TA","Highest",1977,"RFn",2,600,"TA","TA","N",155,24,0,"Low","None","Gar2",8300,"Med","Med_High",190000,3981,230.937163975757,0.00458015267175573,4,0.000251193167545843,1,1,1,1,1,1,1,0
1232,90,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","fmCon","Med",5,"6",1962,1962,"Med","Low","Med","Low","BrkFace",120,"TA","TA","Stone","TA","High","Med","Med",803,0,"GasA","Med","Y","High","TA","High","Low","High",1962,"Unf",2,540,"TA","TA","Y",0,18,0,"Low","Med","None",0,"Med","Med_High",132500,2296,157.909043903344,0.00504201680672269,1,0,1,1,1,0,1,0,1,0
1233,90,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","fmCon","Med",4,"5",1962,1962,"Low","Low","High","Med","None",0,"TA","TA","Slab","None","Med","None","None",0,0,"GasA","Med","Y","High","TA","High","Low","Low",1962,"Unf",2,462,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",101800,1224,169.206854601887,0.00490196078431373,2,0,1,0,0,0,1,0,0,0
1234,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"5",1959,1959,"Med","Low","Highest","Med","BrkFace",180,"TA","TA","Stone","TA","High","No","Low",1000,0,"GasA","Med","Y","High","TA","High","Low","High",1959,"RFn",2,531,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med",142000,2376,186.052007588327,0.00505050505050505,1,0,1,1,1,0,1,0,0,0
1235,70,"Othr","Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_Low","Fam","High",5,"6",1911,1950,"Low","Low","Med","Low","None",0,"TA","TA","Other","TA","High","Med","Med",0,0,"GasA","Med","N","Med","TA","High","Low","Low",9999,"None",0,0,"None","None","N",0,192,0,"Low","None","None",0,"Med","Med",130000,2904,147.330926563097,0.00356415478615071,2,0,0,0,0,0,0,0,1,0
1236,70,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",5,"5",1914,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","Gd","High","Med","Med",0,0,"GasA","Med","Y","Med","TA","High","Low","Med",1914,"Unf",1,180,"Fa","Fa","N",203,40,0,"Low","None","None",0,"Med","Med_High",138887,2531,210.594938806214,0.00504484304932735,2,0,0,0,0,0,1,1,1,0
1237,160,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","fmCon","High",7,"5",2003,2003,"Low","Low","VinylSd","Low","Stone",106,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","Highest",2003,"RFn",2,474,"TA","TA","Y",0,27,0,"Low","None","None",0,"Med","Med_High",175500,2390,87.2640224719052,0.003690036900369,3,0,1,1,0,0,1,0,1,0
1238,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",7,"5",2004,2005,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","Highest",2004,"Fin",2,434,"TA","TA","Y",100,48,0,"Low","None","None",0,"Med","Med_High",195000,2795,152.323851891677,0.00410677618069815,3,0.00035778175313059,1,0,0,0,1,1,1,0
1239,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"5",2005,2005,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","Low","Med",2005,"Unf",2,484,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med",142500,2282,177.332847423652,0.00525854513584575,2,0,1,0,0,0,1,0,0,0
1240,20,"RL","Pave","None","IRG","HLS","AllPub","NotCulD","Gtl","High","Fam","Med",8,"5",2006,2006,"Med","Low","VinylSd","VinylSd","BrkFace",32,"Gd","TA","Other","Gd","High","Med","High",428,0,"GasA","Ex","Y","High","Ex","High","TA","High",2006,"RFn",2,472,"TA","TA","Y",120,33,0,"Low","None","None",0,"Med","Med_High",265900,2960,159.063136914369,0.00404312668463612,2,0.000337837837837838,1,1,1,0,1,1,1,0
1241,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",7,"5",2003,2003,"Low","Low","VinylSd","VinylSd","BrkFace",252,"Gd","TA","Other","Gd","High","No","High",550,0,"GasA","Ex","Y","High","Gd","High","Low","High",2003,"RFn",2,543,"TA","TA","Y",0,63,0,"Low","None","None",0,"Med","Med_High",224900,2652,155.321647460617,0.00452488687782805,3,0,1,1,1,0,1,0,1,0
1242,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",7,"6",2007,2007,"Med","Low","VinylSd","VinylSd","Stone",0,"Gd","TA","Other","Gd","High","Med","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",2007,"RFn",3,954,"TA","TA","Y",0,56,0,"Low","None","None",0,"High","High",248328,3378,182.242128151305,0.00414446417998816,2,0,1,0,0,0,1,0,1,0
1243,85,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Low",7,"6",1974,1974,"Low","Low","Highest","Med","BrkFace",81,"TA","TA","Stone","Gd","High","Gd","High",885,168,"GasA","Med","Y","High","Gd","High","TA","High",1974,"RFn",2,528,"TA","TA","Y",0,120,0,"Low","Med","None",0,"Med","Med",170000,2226,188.077640640442,0.0051150895140665,2,0.000898472596585804,1,1,1,1,1,0,1,0
1244,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",10,"5",2006,2006,"Low","Low","VinylSd","VinylSd","BrkFace",261.6724,"Ex","TA","Other","Ex","High","Gd","High",1386,0,"GasA","Ex","Y","High","Ex","High","TA","High",2006,"Fin",3,850,"TA","TA","Y",216,229,0,"Low","None","None",0,"High","High",465000,4152,224.860086543325,0.00337186897880539,3,0.000240847784200385,1,1,1,0,1,1,1,0
1245,70,"RL","Pave","None","IRG","HLS","AllPub","NotCulD","Othr","Med_High","Fam","High",8,"7",1929,1950,"Low","Low","Highest","Low","None",0,"TA","TA","Other","Gd","High","No","Med",0,0,"GasA","Med","Y","High","Gd","High","TA","Med",1931,"Unf",2,400,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",230000,2309,180.805622577102,0.004614370468029,1,0.00086617583369424,0,0,0,0,1,0,0,0
