"Id","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","DtSold"
719,"RFn",3,983,"TA","TA","Y",250,154,216,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
720,"Unf",1,300,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
721,"RFn",2,564,"TA","TA","Y",114,28,234,0,0,0,"None","None","None",0,"WD","Normal",2006-12-01
722,"RFn",2,420,"TA","TA","Y",160,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
723,"Unf",2,463,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
724,"Unf",1,548,"TA","TA","Y",0,0,0,0,156,0,"None","None","None",0,"WD","Normal",2008-05-01
725,"Fin",3,768,"TA","TA","Y",327,64,0,0,0,0,"None","None","None",0,"WD","Normal",2009-02-01
726,"Unf",2,660,"TA","TA","Y",96,0,0,0,0,0,"None","None","Shed",500,"WD","Normal",2009-11-01
727,"Fin",2,540,"TA","TA","Y",292,44,0,182,0,0,"None","None","None",0,"WD","Normal",2009-12-01
728,"RFn",2,632,"TA","TA","Y",132,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-02-01
729,"Unf",3,888,"TA","TA","Y",0,25,0,0,0,0,"None","None","None",0,"COD","Abnorml",2009-07-01
730,"Unf",2,539,"TA","TA","Y",0,23,112,0,0,0,"None","None","None",0,"WD","Normal",2009-01-01
731,"RFn",2,608,"TA","TA","Y",237,152,0,0,0,0,"None","None","None",0,"WD","Normal",2010-03-01
732,"Fin",2,438,"TA","TA","Y",160,22,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
733,"Fin",2,541,"TA","TA","Y",192,84,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
734,"RFn",1,264,"TA","TA","Y",165,0,0,0,0,0,"None","GdWo","Shed",400,"WD","Normal",2009-03-01
735,"Unf",1,300,"TA","TA","Y",147,0,0,0,0,0,"None","None","None",0,"WD","Family",2007-05-01
736,"Unf",2,320,"TA","TA","N",0,341,0,0,0,0,"None","None","None",0,"WD","Normal",2006-10-01
737,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
738,"Fin",3,800,"TA","TA","Y",0,116,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
739,"None",0,0,"None","None","Y",120,0,0,0,0,0,"None","None","None",0,"WD","Alloca",2009-03-01
740,"RFn",2,572,"TA","TA","Y",187,56,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
741,"Unf",2,360,"TA","Gd","Y",270,0,112,0,0,0,"None","GdPrv","None",0,"WD","Abnorml",2007-05-01
742,"Unf",1,288,"TA","TA","Y",168,0,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2008-05-01
743,"Unf",2,539,"TA","TA","Y",120,55,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2007-12-01
744,"RFn",2,480,"TA","TA","Y",302,0,0,0,100,0,"None","None","None",0,"WD","Normal",2009-10-01
745,"RFn",2,462,"TA","TA","Y",96,0,70,168,0,0,"None","None","None",0,"WD","Normal",2008-10-01
746,"Fin",2,831,"TA","TA","Y",0,204,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
747,"Fin",2,554,"TA","TA","Y",224,54,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
748,"Unf",4,864,"TA","TA","N",181,0,386,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
749,"Fin",2,527,"TA","TA","Y",240,56,154,0,0,0,"None","None","None",0,"WD","Normal",2010-03-01
750,"Unf",1,240,"TA","TA","N",92,0,185,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
751,"None",0,0,"None","None","N",0,160,0,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
752,"Fin",2,400,"TA","TA","Y",0,48,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
753,"RFn",2,576,"TA","TA","Y",168,27,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
754,"RFn",3,878,"TA","TA","Y",192,52,0,0,0,0,"None","None","None",0,"WD","Normal",2006-03-01
755,"RFn",2,440,"TA","TA","Y",171,48,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
756,"Unf",2,440,"TA","TA","Y",0,24,0,0,0,0,"None","None","None",0,"WD","Normal",2009-03-01
757,"RFn",2,578,"TA","TA","Y",144,105,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
758,"Fin",2,440,"TA","TA","Y",335,0,0,0,0,0,"None","GdPrv","None",0,"WD","Abnorml",2010-04-01
759,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
760,"RFn",3,752,"TA","TA","Y",222,98,0,0,0,0,"None","None","None",0,"WD","Normal",2007-11-01
761,"Unf",1,300,"Ex","Ex","Y",0,0,0,0,0,0,"None","None","Shed",450,"WD","Normal",2009-10-01
762,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-10-01
763,"Unf",2,614,"TA","TA","Y",169,45,0,0,0,0,"None","None","None",0,"Con","Normal",2010-06-01
764,"RFn",3,856,"TA","TA","Y",0,128,0,0,180,0,"None","None","None",0,"WD","Normal",2009-07-01
765,"Fin",2,481,"TA","TA","Y",0,30,0,0,216,0,"None","None","None",0,"WD","Normal",2006-04-01
766,"Fin",2,592,"TA","TA","Y",0,174,0,0,0,0,"None","None","None",0,"New","Partial",2008-08-01
767,"Unf",2,496,"TA","TA","Y",228,66,156,0,0,0,"None","MnPrv","Shed",500,"WD","Normal",2010-03-01
768,"Unf",1,423,"TA","TA","Y",245,0,156,0,0,0,"None","None","Shed",1300,"WD","Normal",2008-07-01
769,"Fin",2,484,"TA","TA","Y",120,33,0,0,0,0,"None","None","None",0,"WD","Normal",2006-10-01
770,"Fin",3,841,"TA","TA","Y",503,36,0,0,210,0,"None","None","None",0,"WD","Normal",2010-06-01
771,"Unf",2,576,"TA","TA","Y",120,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
772,"Unf",2,396,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"COD","Normal",2006-04-01
773,"Unf",2,672,"TA","TA","Y",144,0,0,0,0,0,"None","MnPrv","None",0,"WD","Abnorml",2010-03-01
774,"RFn",1,275,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"COD","Normal",2007-07-01
775,"Fin",3,895,"TA","TA","Y",315,45,0,0,0,0,"None","None","None",0,"New","Partial",2007-07-01
776,"Fin",2,412,"TA","TA","Y",0,247,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
777,"RFn",3,865,"TA","TA","Y",144,59,0,0,0,0,"None","None","None",0,"New","Partial",2006-07-01
778,"Unf",2,440,"TA","TA","Y",241,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-06-01
779,"Unf",2,630,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-10-01
780,"Unf",2,504,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
781,"Fin",2,402,"TA","TA","Y",220,21,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
782,"RFn",2,484,"TA","TA","Y",0,124,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
783,"RFn",2,605,"TA","TA","Y",0,33,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
784,"Fin",2,602,"TA","TA","Y",303,30,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
785,"None",0,0,"None","None","Y",0,291,134,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
786,"Unf",2,457,"TA","TA","Y",0,0,0,0,197,0,"None","None","None",0,"WD","Normal",2009-09-01
787,"Unf",1,416,"TA","TA","Y",0,0,196,0,0,0,"None","None","Shed",1200,"WD","Normal",2010-06-01
788,"RFn",2,618,"TA","TA","Y",0,45,0,0,0,0,"None","None","None",0,"WD","Normal",2010-01-01
789,"Unf",1,281,"Fa","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
790,"Fin",2,444,"TA","TA","Y",133,168,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
791,"Fin",2,397,"TA","TA","Y",100,16,0,0,0,0,"None","None","None",0,"WD","Normal",2009-09-01
792,"RFn",2,539,"TA","TA","Y",120,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
793,"Unf",2,455,"TA","TA","Y",180,130,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
794,"Fin",2,474,"TA","TA","Y",168,130,0,0,0,0,"None","None","None",0,"New","Partial",2007-06-01
795,"Fin",2,409,"TA","TA","Y",143,46,0,0,0,0,"None","None","Shed",500,"WD","Normal",2008-10-01
796,"Unf",2,476,"TA","TA","Y",0,50,0,0,204,0,"None","MnPrv","None",0,"WD","Normal",2010-04-01
797,"RFn",2,528,"TA","TA","Y",138,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-04-01
798,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2008-04-01
799,"Fin",3,820,"TA","TA","Y",144,78,0,0,0,0,"None","None","None",0,"New","Partial",2009-07-01
800,"Unf",1,240,"TA","TA","Y",0,0,264,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-06-01
801,"RFn",2,603,"TA","TA","Y",403,114,185,0,0,0,"None","None","Shed",400,"WD","Normal",2008-05-01
802,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
803,"Fin",2,410,"TA","TA","Y",36,18,0,0,0,0,"None","None","None",0,"WD","Normal",2008-10-01
804,"RFn",3,1020,"TA","TA","Y",52,170,0,0,192,0,"None","None","None",0,"New","Partial",2009-01-01
805,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Family",2006-06-01
806,"RFn",2,554,"TA","TA","Y",0,60,0,0,0,0,"None","None","None",0,"New","Partial",2008-07-01
807,"Fin",1,384,"TA","TA","Y",68,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-10-01
808,"RFn",2,528,"TA","TA","Y",0,312,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
809,"RFn",2,484,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2006-06-01
810,"Unf",2,360,"Fa","Po","N",40,156,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-11-01
811,"RFn",2,484,"TA","TA","Y",265,0,0,0,0,648,"Fa","GdPrv","None",0,"WD","Normal",2006-01-01
812,"Fin",2,420,"TA","TA","Y",140,0,0,0,0,0,"None","None","None",0,"ConLD","Normal",2008-06-01
813,"Unf",2,504,"TA","TA","N",0,0,0,0,0,0,"None","None","Shed",54,"WD","Alloca",2010-06-01
814,"RFn",1,301,"TA","TA","Y",0,0,275,0,0,0,"None","None","Shed",500,"COD","Normal",2007-04-01
815,"Unf",1,280,"TA","TA","P",207,0,96,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
816,"RFn",2,598,"TA","TA","Y",0,34,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
817,"RFn",1,275,"TA","TA","Y",0,0,120,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
818,"RFn",3,857,"TA","TA","Y",150,59,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
819,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2010-06-01
820,"RFn",2,484,"TA","TA","Y",192,35,0,0,0,0,"None","None","None",0,"New","Partial",2010-06-01
821,"RFn",2,595,"TA","TA","Y",0,45,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
822,"Unf",2,576,"TA","TA","Y",0,32,112,0,0,0,"None","None","None",0,"WD","Normal",2009-02-01
823,"Fin",2,433,"TA","TA","Y",100,48,0,0,0,0,"None","None","None",0,"WD","Family",2007-10-01
824,"Unf",1,240,"TA","TA","Y",335,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2009-07-01
825,"RFn",2,776,"TA","TA","Y",0,140,0,0,0,0,"None","None","None",0,"New","Partial",2006-06-01
826,"Fin",3,1220,"TA","TA","Y",188,45,0,0,0,0,"None","None","None",0,"New","Partial",2008-06-01
827,"None",0,0,"None","None","Y",0,0,116,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
828,"RFn",2,527,"TA","TA","Y",290,39,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
829,"Fin",2,538,"TA","TA","Y",486,0,0,0,225,0,"None","None","None",0,"WD","Abnorml",2009-06-01
830,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
831,"RFn",2,458,"TA","TA","Y",0,0,0,0,192,0,"None","None","None",0,"WD","Normal",2008-06-01
832,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
833,"RFn",2,613,"TA","TA","Y",192,39,0,0,0,0,"None","None","None",0,"WD","Normal",2010-01-01
834,"RFn",2,472,"TA","TA","Y",0,0,0,0,152,0,"None","None","None",0,"WD","Normal",2009-02-01
835,"Unf",2,456,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2008-09-01
836,"Unf",2,436,"TA","TA","Y",290,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-02-01
837,"Unf",2,812,"TA","TA","Y",0,116,230,0,0,0,"None","GdWo","None",0,"COD","Normal",2007-06-01
838,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-11-01
839,"Unf",1,352,"TA","TA","Y",278,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
840,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
841,"Unf",1,400,"TA","TA","P",0,0,254,0,0,0,"None","None","None",0,"WD","Normal",2008-03-01
842,"Unf",2,686,"Gd","TA","P",70,78,68,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
843,"RFn",2,490,"Gd","Gd","Y",0,129,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2008-05-01
844,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
845,"Unf",3,720,"TA","TA","Y",418,0,194,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
846,"Fin",2,611,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-01-01
847,"Unf",2,425,"TA","TA","Y",234,72,192,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
848,"Unf",1,338,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
849,"Unf",2,360,"Fa","TA","Y",486,40,0,0,175,0,"None","None","None",0,"WD","Normal",2008-09-01
850,"RFn",2,512,"TA","TA","Y",113,100,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
851,"Fin",2,420,"TA","TA","Y",140,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-11-01
852,"Fin",2,400,"TA","TA","Y",143,20,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
853,"Unf",1,240,"TA","TA","Y",0,0,0,0,126,0,"None","MnPrv","None",0,"WD","Normal",2007-08-01
854,"RFn",2,645,"TA","TA","Y",180,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-08-01
855,"Unf",2,454,"TA","TA","Y",0,418,0,0,312,0,"None","None","None",0,"WD","Abnorml",2006-07-01
856,"Unf",1,260,"TA","TA","Y",0,104,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
857,"Unf",2,576,"TA","Fa","Y",0,0,34,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-10-01
858,"Fin",2,343,"TA","TA","Y",0,36,0,0,0,0,"None","None","None",0,"WD","Normal",2009-03-01
859,"RFn",2,479,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Family",2009-06-01
860,"Unf",2,619,"TA","TA","Y",0,65,0,0,222,0,"None","None","None",0,"WD","Normal",2006-08-01
861,"Unf",1,216,"TA","TA","Y",0,240,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2007-06-01
862,"Unf",2,504,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
863,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2010-05-01
864,"Unf",1,672,"TA","TA","Y",0,0,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2009-07-01
865,"Fin",2,529,"TA","TA","Y",0,140,0,0,0,0,"None","None","None",0,"New","Partial",2008-05-01
866,"Unf",2,902,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-08-01
867,"RFn",3,870,"TA","TA","Y",192,80,0,0,0,0,"None","None","None",0,"New","Partial",2007-11-01
868,"RFn",2,544,"TA","TA","Y",168,0,0,0,0,0,"None","None","Shed",400,"WD","Normal",2007-05-01
869,"Unf",2,672,"TA","TA","P",120,144,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
870,"Fin",2,574,"TA","TA","Y",156,90,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2010-06-01
871,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
872,"RFn",2,523,"TA","TA","Y",0,77,0,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
873,"Unf",2,414,"TA","TA","Y",196,0,150,0,0,0,"None","GdWo","None",0,"WD","Normal",2008-10-01
874,"Unf",1,288,"TA","TA","Y",0,28,0,0,0,0,"None","None","None",0,"WD","Normal",2009-09-01
875,"Unf",1,200,"TA","TA","Y",26,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2009-08-01
876,"Fin",2,550,"TA","TA","Y",208,364,0,0,0,0,"None","None","None",0,"New","Partial",2007-08-01
877,"Unf",2,648,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-01-01
878,"Fin",3,738,"TA","TA","Y",184,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
879,"Unf",2,576,"TA","TA","Y",192,0,0,0,0,0,"None","MnPrv","Shed",400,"WD","Normal",2010-06-01
880,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2009-07-01
881,"Fin",2,450,"TA","TA","Y",0,49,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
882,"RFn",2,400,"TA","TA","Y",168,36,0,0,0,0,"None","None","None",0,"WD","Normal",2007-04-01
883,"RFn",2,389,"TA","TA","Y",342,40,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-12-01
884,"Unf",1,440,"TA","Gd","Y",0,188,0,0,0,0,"None","None","None",0,"WD","Normal",2006-03-01
885,"RFn",1,288,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2009-07-01
886,"Fin",2,506,"TA","TA","Y",97,65,0,0,0,0,"None","None","None",0,"CWD","Abnorml",2008-01-01
887,"Fin",2,588,"TA","TA","Y",272,54,0,0,0,0,"None","None","None",0,"WD","Family",2006-06-01
888,"Unf",1,300,"TA","TA","Y",121,0,0,0,265,0,"None","None","None",0,"WD","Normal",2008-04-01
889,"Unf",2,621,"TA","TA","Y",81,207,0,0,224,0,"None","None","None",0,"WD","Normal",2007-10-01
890,"RFn",2,505,"TA","TA","Y",0,0,0,162,0,0,"None","None","None",0,"WD","Normal",2009-02-01
891,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","Shed",2000,"WD","Normal",2007-07-01
892,"RFn",2,440,"TA","TA","Y",243,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
893,"RFn",1,264,"TA","TA","Y",192,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-02-01
894,"Unf",1,354,"TA","TA","Y",511,116,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2008-06-01
895,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Alloca",2009-06-01
896,"RFn",2,483,"TA","TA","Y",0,50,0,0,0,0,"None","None","None",0,"WD","Normal",2008-10-01
897,"Unf",1,327,"TA","TA","Y",0,28,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-04-01
898,"Unf",2,528,"TA","TA","Y",154,0,0,0,0,0,"None","None","None",0,"WD","Alloca",2009-06-01
899,"Fin",3,820,"TA","TA","Y",0,67,0,0,0,0,"None","None","None",0,"New","Partial",2010-03-01
900,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
901,"Unf",1,684,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
902,"Unf",1,756,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
903,"Fin",2,393,"TA","TA","Y",0,75,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
904,"RFn",3,690,"TA","TA","Y",144,60,0,0,0,0,"None","None","None",0,"New","Partial",2006-08-01
905,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-08-01
906,"RFn",1,280,"TA","TA","Y",0,0,164,0,0,0,"None","MnPrv","None",0,"WD","Normal",2010-02-01
907,"RFn",3,865,"TA","TA","Y",0,60,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
908,"Fin",1,180,"Fa","TA","Y",0,0,0,0,322,0,"None","None","None",0,"WD","Normal",2006-06-01
909,"Unf",2,484,"TA","TA","Y",164,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-06-01
910,"Fin",2,390,"TA","TA","Y",36,24,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
911,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-01-01
912,"Unf",1,252,"TA","TA","Y",173,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-10-01
913,"Unf",1,450,"TA","TA","Y",0,0,112,0,120,0,"None","MnPrv","Shed",620,"WD","Abnorml",2006-07-01
914,"Unf",3,871,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
915,"RFn",2,528,"TA","TA","Y",0,234,0,0,0,0,"None","None","None",0,"New","Partial",2009-06-01
916,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-01-01
917,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-10-01
918,"RFn",1,284,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
919,"RFn",3,833,"TA","TA","Y",72,192,224,0,0,0,"None","GdPrv","None",0,"WD","Normal",2007-11-01
920,"Unf",2,601,"TA","TA","Y",0,51,0,0,190,0,"None","None","None",0,"WD","Normal",2008-05-01
921,"RFn",2,471,"TA","TA","Y",300,87,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
922,"None",0,0,"None","None","N",0,70,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2008-09-01
923,"Fin",2,397,"TA","TA","Y",100,0,0,23,0,0,"None","None","None",0,"New","Partial",2006-10-01
924,"RFn",2,533,"TA","TA","Y",0,69,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
925,"Unf",2,612,"TA","TA","Y",384,131,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
926,"RFn",2,540,"TA","TA","Y",180,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2008-03-01
927,"Fin",3,656,"TA","TA","Y",104,100,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
928,"RFn",2,486,"TA","TA","Y",0,43,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2008-04-01
929,"RFn",2,522,"TA","TA","Y",202,151,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
930,"Fin",2,642,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-11-01
931,"Fin",3,610,"TA","TA","Y",100,18,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
932,"Unf",1,429,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2009-07-01
933,"Fin",3,788,"TA","TA","Y",0,191,0,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
934,"RFn",2,570,"TA","TA","Y",192,36,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
935,"RFn",2,505,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-11-01
936,"Unf",2,528,"TA","TA","Y",0,0,32,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
937,"RFn",2,555,"TA","TA","Y",0,41,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
938,"RFn",2,689,"TA","TA","Y",0,48,0,0,0,0,"None","None","None",0,"WD","Normal",2009-02-01
939,"RFn",3,868,"TA","TA","Y",0,90,0,0,0,0,"None","None","None",0,"New","Partial",2006-08-01
940,"Unf",1,349,"TA","TA","Y",56,0,318,0,0,0,"None","None","None",0,"COD","Normal",2010-06-01
941,"Unf",2,574,"TA","TA","Y",40,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
942,"RFn",2,390,"TA","TA","Y",0,0,0,168,0,0,"None","GdPrv","None",0,"WD","Normal",2009-06-01
943,"None",0,0,"None","None","N",321,0,0,0,0,0,"None","None","None",0,"Oth","Abnorml",2007-08-01
944,"Unf",2,576,"TA","TA","P",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
945,"RFn",2,525,"TA","TA","Y",0,118,0,0,233,0,"None","None","None",0,"COD","Abnorml",2009-01-01
946,"Unf",2,456,"TA","TA","Y",48,0,244,0,0,0,"None","MnWw","None",0,"WD","Normal",2009-09-01
947,"RFn",1,796,"TA","TA","Y",86,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-03-01
948,"Fin",3,808,"TA","TA","Y",0,252,0,0,0,0,"None","None","None",0,"WD","Normal",2007-11-01
949,"RFn",2,474,"TA","TA","Y",144,96,0,0,0,0,"None","None","None",0,"WD","Normal",2006-02-01
950,"RFn",2,676,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-03-01
951,"RFn",2,720,"TA","TA","Y",194,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
952,"Unf",1,300,"TA","TA","Y",421,0,0,0,0,0,"None","MnPrv","None",0,"WD","Abnorml",2006-07-01
953,"Fin",1,396,"TA","TA","Y",192,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-04-01
954,"RFn",2,530,"TA","TA","Y",305,189,0,0,0,0,"None","MnPrv","Shed",400,"WD","Normal",2008-09-01
955,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,"WD","AdjLand",2006-10-01
956,"Unf",2,492,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
957,"Fin",2,462,"TA","TA","Y",150,0,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2009-05-01
