"Id","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt"
654,"Ex","Y","SBrkr",756,713,0,1469,0,0,1,0,3,1,"TA",7,"Typ",0,"None","Detchd","1906"
655,"Ex","Y","SBrkr",2113,0,0,2113,1,0,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd","1995"
656,"TA","Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Detchd","1971"
657,"Ex","Y","SBrkr",1053,0,0,1053,1,0,1,1,3,1,"Gd",5,"Typ",0,"None","Attchd","1959"
658,"TA","Y","SBrkr",851,651,0,1502,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd","1931"
659,"TA","Y","SBrkr",912,546,0,1458,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","1948"
660,"Ex","Y","SBrkr",1486,0,0,1486,1,0,1,0,3,1,"TA",7,"Typ",0,"None","Detchd","1968"
661,"TA","Y","SBrkr",1142,793,0,1935,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1976"
662,"Ex","Y","SBrkr",1686,762,0,2448,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","1994"
663,"Gd","Y","SBrkr",1392,0,0,1392,1,0,1,0,2,1,"TA",5,"Maj2",2,"TA","Attchd","1968"
664,"TA","Y","SBrkr",1181,0,0,1181,1,0,2,0,3,1,"TA",6,"Typ",0,"None","Detchd","1974"
665,"Ex","Y","SBrkr",2097,0,0,2097,1,0,1,1,1,1,"Ex",8,"Typ",1,"Ex","Attchd","2005"
666,"Ex","Y","SBrkr",1454,482,0,1936,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","2000"
667,"TA","Y","SBrkr",1465,915,0,2380,0,0,2,1,3,1,"TA",7,"Sev",1,"Po","CarPort","1965"
668,"Ex","Y","SBrkr",1679,0,0,1679,1,0,2,0,3,1,"Gd",7,"Typ",1,"Fa","Attchd","1994"
669,"Gd","Y","SBrkr",1437,0,0,1437,1,0,1,1,3,1,"TA",6,"Min2",1,"TA","Detchd","1999"
670,"Ex","Y","SBrkr",1180,0,0,1180,0,0,1,0,2,1,"Fa",5,"Typ",1,"Gd","Detchd","1922"
671,"Ex","Y","SBrkr",738,738,0,1476,1,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","2005"
672,"TA","N","SBrkr",697,672,0,1369,1,0,2,0,3,1,"TA",6,"Typ",0,"None","Detchd","1930"
673,"TA","Y","SBrkr",1208,0,0,1208,1,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","1977"
674,"Ex","Y","SBrkr",1839,0,0,1839,1,0,2,0,3,1,"Gd",7,"Typ",2,"TA","Attchd","1957"
675,"TA","Y","SBrkr",1136,0,0,1136,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Attchd","1965"
676,"TA","Y","SBrkr",855,586,0,1441,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1978"
677,"Fa","N","SBrkr",1095,679,0,1774,1,0,2,0,4,2,"TA",8,"Min2",0,"None","2Types","1920"
678,"Ex","Y","SBrkr",792,0,0,792,0,0,1,0,2,1,"Gd",5,"Typ",0,"None","Detchd","1924"
679,"Ex","Y","SBrkr",2046,0,0,2046,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2008"
680,"TA","Y","SBrkr",988,0,0,988,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1963"
681,"TA","Y","SBrkr",923,0,0,923,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd","1980"
682,"Ex","Y","SBrkr",848,672,0,1520,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","1968"
683,"Ex","Y","SBrkr",1291,0,0,1291,1,0,1,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","1996"
684,"Ex","Y","SBrkr",1668,0,0,1668,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","2002"
685,"Gd","Y","SBrkr",1195,644,0,1839,0,0,2,1,4,1,"TA",7,"Typ",0,"None","Attchd","1998"
686,"Gd","Y","SBrkr",1190,900,0,2090,1,0,2,0,3,1,"Gd",6,"Min1",1,"TA","Attchd","1984"
687,"Ex","Y","SBrkr",874,887,0,1761,0,0,3,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2007"
688,"Ex","Y","SBrkr",551,551,0,1102,0,0,2,1,2,1,"Gd",4,"Typ",0,"None","Detchd","2004"
689,"Ex","Y","SBrkr",1419,0,0,1419,1,0,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd","2007"
690,"Ex","Y","SBrkr",1362,0,0,1362,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2005"
691,"Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",1,"TA","Attchd","2004"
692,"Ex","Y","SBrkr",2444,1872,0,4316,0,1,3,1,4,1,"Ex",10,"Typ",2,"Ex","Attchd","1994"
693,"Ex","Y","SBrkr",1238,1281,0,2519,1,0,2,1,4,1,"Gd",9,"Typ",2,"Gd","Attchd","1989"
694,"Ex","Y","SBrkr",1073,0,0,1073,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1968"
695,"TA","Y","SBrkr",1067,472,0,1539,0,0,1,1,3,1,"TA",5,"Typ",0,"None","Detchd","1995"
696,"Gd","Y","SBrkr",1137,0,0,1137,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd","1987"
697,"Gd","Y","SBrkr",616,0,0,616,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1921"
698,"Fa","Y","FuseA",1148,0,0,1148,0,1,1,0,2,1,"TA",6,"Typ",0,"None","Detchd","1952"
699,"Ex","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd","1973"
700,"Ex","Y","SBrkr",1391,0,0,1391,0,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd","2004"
701,"Ex","Y","SBrkr",1800,0,0,1800,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2002"
702,"TA","Y","SBrkr",1164,0,0,1164,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","1969"
703,"Ex","Y","SBrkr",1264,1312,0,2576,0,0,2,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn","2006"
704,"Gd","Y","SBrkr",1032,780,0,1812,0,0,2,0,4,2,"Gd",8,"Typ",1,"Po","Detchd","1999"
705,"Ex","Y","SBrkr",1484,0,0,1484,1,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2004"
706,"Fa","N","SBrkr",372,720,0,1092,0,0,2,0,3,2,"Fa",7,"Mod",0,"None","None","None"
707,"TA","Y","SBrkr",1824,0,0,1824,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd","1971"
708,"Ex","Y","SBrkr",1324,0,0,1324,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2006"
709,"Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd","2007"
710,"TA","Y","SBrkr",904,0,0,904,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1966"
711,"Gd","Y","SBrkr",729,0,0,729,0,0,1,0,2,1,"TA",5,"Maj2",0,"None","None","None"
712,"Gd","Y","SBrkr",859,319,0,1178,0,0,1,0,2,1,"TA",7,"Typ",0,"None","Detchd","1964"
713,"Gd","Y","SBrkr",1228,0,0,1228,1,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","1988"
714,"TA","N","SBrkr",960,0,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","1970"
715,"Ex","Y","SBrkr",725,754,0,1479,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd","1976"
716,"TA","Y","SBrkr",1350,0,0,1350,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd","1974"
717,"Ex","Y","SBrkr",1576,978,0,2554,0,0,1,1,3,1,"TA",8,"Typ",0,"None","Detchd","1996"
718,"Gd","Y","SBrkr",1178,0,0,1178,0,1,1,1,3,1,"Gd",5,"Typ",1,"Fa","Attchd","1973"
719,"Ex","Y","SBrkr",1325,1093,0,2418,1,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd","1993"
720,"TA","Y","SBrkr",971,0,0,971,0,0,1,1,3,1,"TA",5,"Typ",1,"Po","Attchd","1969"
721,"TA","Y","SBrkr",1742,0,0,1742,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd","1985"
722,"Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",0,"None","Attchd","2004"
723,"Ex","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1994"
724,"Ex","Y","SBrkr",997,473,0,1470,0,0,2,0,4,1,"TA",7,"Typ",0,"None","Detchd","1958"
725,"Ex","Y","SBrkr",1698,0,0,1698,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd","2007"
726,"TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"Gd",5,"Typ",0,"None","Detchd","1989"
727,"Ex","Y","SBrkr",1680,0,0,1680,1,0,2,0,3,1,"Gd",5,"Typ",1,"Gd","Attchd","1988"
728,"Ex","Y","SBrkr",1232,0,0,1232,1,0,2,0,2,1,"Gd",6,"Typ",0,"None","Attchd","2007"
729,"TA","Y","SBrkr",1776,0,0,1776,1,0,2,0,4,2,"TA",9,"Typ",0,"None","Detchd","1968"
730,"TA","Y","FuseA",848,0,360,1208,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1962"
731,"Ex","Y","SBrkr",1616,0,0,1616,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd","1995"
732,"Ex","Y","SBrkr",1146,0,0,1146,1,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","2003"
733,"Ex","Y","SBrkr",1153,878,0,2031,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","1998"
734,"Ex","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd","1961"
735,"TA","Y","SBrkr",948,0,0,948,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1968"
736,"Fa","N","SBrkr",880,888,0,1768,0,0,1,1,2,1,"TA",6,"Typ",2,"TA","Detchd","1914"
737,"Gd","N","FuseF",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"None","Detchd","1949"
738,"Ex","Y","SBrkr",901,900,0,1801,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd","2005"
739,"TA","Y","SBrkr",1200,0,0,1200,3,0,3,0,3,1,"TA",5,"Typ",0,"None","None","None"
740,"Ex","Y","SBrkr",864,864,0,1728,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","2004"
741,"Ex","Y","SBrkr",768,664,0,1432,0,0,2,0,2,1,"TA",7,"Typ",0,"None","Detchd","1910"
742,"Gd","Y","SBrkr",912,0,0,912,1,1,1,0,3,1,"Gd",5,"Typ",0,"None","Detchd","1962"
743,"Ex","Y","SBrkr",1349,0,0,1349,0,0,2,0,3,1,"TA",6,"Typ",0,"None","Attchd","2000"
744,"Ex","Y","SBrkr",1464,0,0,1464,0,1,2,0,3,1,"TA",6,"Min2",1,"TA","Attchd","1997"
745,"Gd","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd","1993"
746,"Ex","Y","SBrkr",1175,1540,0,2715,0,1,3,1,4,1,"Gd",11,"Typ",2,"TA","BuiltIn","1994"
747,"Ex","Y","SBrkr",980,1276,0,2256,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","BuiltIn","2000"
748,"TA","N","SBrkr",1320,1320,0,2640,0,0,1,1,4,1,"Gd",8,"Typ",1,"Gd","Detchd","1950"
749,"Ex","Y","SBrkr",1720,0,0,1720,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","1996"
750,"TA","N","FuseF",1088,441,0,1529,0,0,2,0,4,1,"TA",9,"Mod",0,"None","Detchd","1945"
751,"Gd","Y","SBrkr",792,348,0,1140,0,0,1,0,3,1,"TA",7,"Min2",0,"None","None","None"
752,"Ex","Y","SBrkr",660,660,0,1320,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd","2003"
753,"Ex","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","1997"
754,"Gd","Y","SBrkr",1038,1060,0,2098,0,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd","2005"
755,"Gd","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,"Gd",5,"Typ",0,"None","Detchd","1969"
756,"Gd","Y","SBrkr",742,729,0,1471,0,0,2,1,3,1,"TA",6,"Typ",0,"None","Detchd","1999"
757,"Ex","Y","SBrkr",866,902,0,1768,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","2007"
758,"TA","Y","SBrkr",672,714,0,1386,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","1978"
759,"Gd","Y","SBrkr",757,744,0,1501,0,0,2,1,3,1,"TA",6,"Typ",0,"None","Detchd","1999"
760,"Ex","Y","SBrkr",1328,1203,0,2531,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd","1995"
761,"Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","2008"
762,"TA","Y","SBrkr",1301,0,0,1301,0,0,1,0,2,1,"Fa",5,"Min1",0,"None","Detchd","1965"
763,"Ex","Y","SBrkr",764,783,0,1547,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","2009"
764,"Ex","Y","SBrkr",1268,1097,0,2365,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd","1999"
765,"Ex","Y","SBrkr",1494,0,0,1494,1,0,1,1,2,1,"Ex",6,"Typ",1,"Gd","Attchd","1995"
766,"Ex","Y","SBrkr",1506,0,0,1506,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd","2008"
767,"TA","Y","SBrkr",980,734,0,1714,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1988"
768,"Ex","Y","SBrkr",983,767,0,1750,1,0,2,0,4,1,"TA",7,"Mod",0,"None","Attchd","1989"
769,"Ex","Y","SBrkr",1836,0,0,1836,0,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd","2004"
770,"Ex","Y","SBrkr",1690,1589,0,3279,1,0,3,1,4,1,"Ex",12,"Mod",1,"Gd","BuiltIn","2003"
771,"TA","Y","SBrkr",858,0,0,858,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1983"
772,"TA","Y","FuseF",1220,0,0,1220,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd","1951"
773,"TA","Y","SBrkr",1117,0,0,1117,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Detchd","1976"
774,"Ex","Y","FuseA",912,0,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Attchd","1958"
775,"Gd","Y","SBrkr",1973,0,0,1973,0,0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd","2006"
776,"Ex","Y","SBrkr",1204,0,0,1204,1,0,2,0,2,1,"TA",5,"Typ",0,"None","Attchd","1998"
777,"Ex","Y","SBrkr",1614,0,0,1614,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2005"
778,"TA","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Attchd","1974"
779,"TA","Y","SBrkr",2020,0,0,2020,0,0,2,0,4,2,"TA",10,"Typ",2,"TA","Detchd","1977"
780,"TA","Y","SBrkr",1004,0,0,1004,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd","1977"
781,"Gd","Y","SBrkr",1253,0,0,1253,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","1995"
782,"Ex","Y","SBrkr",810,793,0,1603,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","1992"
783,"Ex","Y","SBrkr",1430,0,0,1430,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","2001"
784,"Ex","Y","SBrkr",1110,0,0,1110,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd","1978"
785,"Ex","Y","SBrkr",742,742,0,1484,0,0,2,0,3,1,"TA",9,"Typ",1,"Gd","None","None"
786,"TA","Y","SBrkr",1342,0,0,1342,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd","1967"
787,"TA","Y","SBrkr",966,686,0,1652,1,0,2,0,4,1,"TA",7,"Typ",0,"None","Detchd","1961"
788,"Ex","Y","SBrkr",956,1128,0,2084,1,0,2,1,4,1,"Gd",8,"Typ",0,"None","BuiltIn","2004"
789,"Ex","Y","SBrkr",901,0,0,901,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1954"
790,"Gd","Y","SBrkr",976,1111,0,2087,0,0,2,1,5,1,"Gd",9,"Typ",0,"None","Attchd","1966"
791,"Ex","Y","SBrkr",1145,0,0,1145,0,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","2005"
792,"TA","Y","SBrkr",1062,0,0,1062,1,0,1,0,3,1,"TA",5,"Typ",2,"TA","Attchd","1976"
793,"Ex","Y","SBrkr",1127,886,0,2013,1,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd","1997"
794,"Ex","Y","SBrkr",1496,0,0,1496,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2007"
795,"Ex","Y","SBrkr",1086,809,0,1895,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","1994"
796,"TA","Y","SBrkr",888,676,0,1564,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1980"
797,"Ex","Y","SBrkr",1285,0,0,1285,0,0,1,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1977"
798,"Gd","Y","SBrkr",773,0,0,773,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd","1953"
799,"Ex","Y","SBrkr",1966,1174,0,3140,0,0,3,1,4,1,"Ex",11,"Typ",2,"Gd","BuiltIn","2009"
800,"Ex","Y","SBrkr",981,787,0,1768,1,0,1,1,3,1,"Gd",7,"Typ",2,"TA","Detchd","1939"
801,"Gd","Y","SBrkr",616,1072,0,1688,1,0,2,1,4,1,"Gd",8,"Typ",0,"None","Attchd","1997"
802,"Ex","Y","FuseA",1196,0,0,1196,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1957"
803,"Ex","Y","SBrkr",728,728,0,1456,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2005"
804,"Ex","Y","SBrkr",1734,1088,0,2822,0,0,3,1,4,1,"Ex",12,"Typ",1,"Gd","BuiltIn","2009"
805,"TA","Y","SBrkr",1128,0,0,1128,0,0,1,0,2,1,"TA",5,"Min1",0,"None","Attchd","1954"
806,"Ex","Y","SBrkr",1428,0,0,1428,0,0,2,0,3,1,"Ex",6,"Typ",0,"None","Attchd","2008"
807,"Gd","Y","SBrkr",980,0,0,980,0,0,2,0,3,1,"TA",6,"Typ",0,"None","Attchd","1967"
808,"Ex","Y","SBrkr",1072,504,0,1576,2,0,1,1,3,1,"Gd",6,"Typ",1,"TA","Attchd","1923"
809,"TA","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","1966"
810,"TA","N","FuseA",1075,1063,0,2138,0,0,2,0,2,3,"TA",11,"Typ",0,"None","Detchd","1910"
811,"Fa","Y","SBrkr",1309,0,0,1309,1,0,1,1,3,1,"Gd",5,"Typ",1,"Fa","Attchd","1974"
812,"Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",4,"Typ",1,"Gd","Attchd","2004"
813,"TA","N","FuseA",1044,0,0,1044,0,0,1,0,2,1,"Fa",4,"Typ",0,"None","Basment","1952"
814,"Gd","Y","SBrkr",1442,0,0,1442,0,0,1,1,4,1,"TA",7,"Typ",0,"None","Attchd","1958"
815,"Gd","Y","SBrkr",686,564,0,1250,0,1,1,1,3,1,"Fa",7,"Typ",0,"None","Detchd","1955"
816,"Ex","Y","SBrkr",1661,0,0,1661,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","1998"
817,"Gd","Y","SBrkr",1008,0,0,1008,0,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Attchd","1954"
818,"Ex","Y","SBrkr",1689,0,0,1689,1,0,2,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd","2002"
819,"Gd","Y","SBrkr",1052,0,0,1052,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1971"
820,"Ex","Y","SBrkr",1358,0,0,1358,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2010"
821,"Ex","Y","SBrkr",798,842,0,1640,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd","2003"
822,"TA","N","SBrkr",936,0,0,936,0,0,1,0,2,1,"TA",4,"Min2",0,"None","Detchd","1974"
823,"Ex","Y","SBrkr",847,886,0,1733,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn","2003"
824,"TA","Y","SBrkr",944,545,0,1489,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd","1940"
825,"Ex","Y","SBrkr",1489,0,0,1489,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2006"
826,"Ex","Y","SBrkr",2084,0,0,2084,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd","Attchd","2007"
827,"Gd","Y","SBrkr",784,0,0,784,1,0,1,0,2,1,"Gd",5,"Typ",0,"None","None","None"
828,"Ex","Y","SBrkr",1434,0,0,1434,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","2001"
829,"TA","Y","SBrkr",1160,966,0,2126,0,1,2,1,3,1,"TA",7,"Min2",0,"None","Attchd","1967"
830,"Ex","Y","SBrkr",520,623,80,1223,0,0,2,1,2,1,"Gd",4,"Typ",0,"None","Detchd","2005"
831,"TA","Y","FuseA",1392,0,0,1392,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","1957"
832,"Ex","Y","SBrkr",520,600,80,1200,0,0,2,1,2,1,"Gd",4,"Typ",0,"None","Detchd","2005"
833,"Ex","Y","SBrkr",941,888,0,1829,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","2003"
834,"TA","Y","SBrkr",1516,0,0,1516,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","1964"
835,"Gd","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1961"
836,"TA","Y","SBrkr",1067,0,0,1067,0,0,2,0,2,1,"Gd",4,"Min2",0,"None","Attchd","1996"
837,"Gd","Y","SBrkr",1559,0,0,1559,1,0,1,0,2,1,"TA",5,"Min2",0,"None","Detchd","1948"
838,"TA","Y","SBrkr",483,504,0,987,1,0,1,1,2,1,"TA",5,"Typ",0,"None","Detchd","1973"
839,"Ex","Y","SBrkr",1099,0,0,1099,0,0,1,1,3,1,"Gd",6,"Typ",0,"None","Attchd","1999"
840,"Ex","Y","SBrkr",768,432,0,1200,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","1946"
841,"TA","N","SBrkr",810,672,0,1482,0,0,2,0,4,1,"Fa",7,"Typ",0,"None","Detchd","1934"
842,"Gd","Y","SBrkr",958,581,0,1539,0,0,2,0,3,1,"Gd",8,"Typ",1,"Po","Detchd","1983"
843,"TA","Y","SBrkr",1165,0,0,1165,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","1966"
844,"Ex","N","SBrkr",1800,0,0,1800,0,0,2,0,6,2,"TA",10,"Typ",0,"None","None","None"
845,"Gd","Y","SBrkr",876,540,0,1416,0,0,1,1,4,1,"TA",7,"Typ",1,"Gd","Detchd","1949"
846,"TA","Y","SBrkr",1701,0,0,1701,1,0,2,0,3,1,"TA",6,"Min2",2,"TA","Basment","1975"
847,"Ex","Y","SBrkr",1006,769,0,1775,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","1993"
848,"Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Attchd","1972"
849,"TA","Y","SBrkr",1307,1051,0,2358,0,0,3,0,5,1,"TA",10,"Typ",1,"Gd","Detchd","1908"
850,"Ex","Y","SBrkr",1094,761,0,1855,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1976"
851,"Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",0,"None","Attchd","2003"
852,"Ex","Y","SBrkr",1456,0,0,1456,0,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","2003"
853,"Gd","Y","SBrkr",918,728,0,1646,0,0,2,0,4,1,"TA",7,"Typ",2,"Gd","Detchd","1941"
854,"TA","Y","SBrkr",1445,0,0,1445,0,0,1,1,3,1,"TA",7,"Typ",1,"Fa","Attchd","1964"
855,"TA","Y","SBrkr",1779,0,0,1779,1,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd","1955"
856,"Ex","Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Detchd","1962"
857,"TA","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1981"
858,"Gd","Y","SBrkr",702,779,0,1481,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","1994"
859,"TA","Y","SBrkr",1370,0,0,1370,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","1976"
860,"TA","Y","SBrkr",1512,1142,0,2654,1,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd","1968"
861,"Gd","Y","SBrkr",912,514,0,1426,0,0,1,1,3,1,"Gd",7,"Typ",1,"Gd","Detchd","1925"
862,"Ex","Y","SBrkr",1039,0,0,1039,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","1965"
863,"TA","Y","SBrkr",1097,0,0,1097,0,0,2,0,3,1,"TA",6,"Typ",0,"None","Attchd","1986"
864,"TA","Y","SBrkr",1148,0,0,1148,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1959"
865,"Ex","Y","SBrkr",1372,0,0,1372,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","2008"
866,"TA","Y","SBrkr",1002,0,0,1002,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1973"
867,"Ex","Y","SBrkr",1646,0,0,1646,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","2007"
868,"TA","Y","SBrkr",1120,0,0,1120,1,0,1,1,3,1,"Fa",5,"Typ",0,"None","Attchd","1961"
869,"Gd","Y","SBrkr",1547,720,53,2320,0,0,2,0,2,1,"TA",7,"Typ",1,"TA","Attchd","1979"
870,"Ex","Y","SBrkr",1062,887,0,1949,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","1993"
871,"Gd","N","SBrkr",894,0,0,894,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1962"
