"","Id","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating"
"1118",1118,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",702,"Unf",0,192,894,"GasA"
"1119",1119,1987,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,533,533,"GasA"
"1120",1120,1959,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",369,"Unf",0,671,1040,"GasA"
"1121",1121,1950,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1012,1012,"GasA"
"1122",1122,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",196,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",0,1528,1552,"GasA"
"1123",1123,1956,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,672,672,"GasA"
"1124",1124,2008,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Ex","CBlock","TA","TA","No","Unf",0,"Unf",0,698,698,"GasA"
"1125",1125,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",170,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA"
"1126",1126,1955,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1005,1005,"GasA"
"1127",1127,2007,"Hip","CompShg","VinylSd","VinylSd","BrkFace",130,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1373,1373,"GasA"
"1128",1128,2004,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",1300,"Unf",0,230,1530,"GasA"
"1129",1129,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,847,847,"GasA"
"1130",1130,1980,"Gable","CompShg","MetalSd","MetalSd","BrkFace",180,"TA","TA","CBlock","Gd","TA","Gd","GLQ",936,"None",0,0,936,"GasA"
"1131",1131,1950,"Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",622,"Unf",0,500,1122,"GasA"
"1132",1132,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ",212,"Unf",0,762,974,"GasA"
"1133",1133,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,1008,1008,"GasW"
"1134",1134,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",584,"Unf",0,544,1128,"GasA"
"1135",1135,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,916,916,"GasA"
"1136",1136,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,960,960,"GasA"
"1137",1137,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",280,"Unf",0,752,1032,"GasA"
"1138",1138,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA"
"1139",1139,1977,"Gable","CompShg","Plywood","ImStucc","None",0,"TA","TA","PConc","TA","TA","Gd","ALQ",1567,"None",0,0,1567,"GasA"
"1140",1140,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","Fa","BrkTil","TA","TA","No","BLQ",645,"Unf",0,270,915,"GasA"
"1141",1141,1951,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",852,"Unf",0,100,952,"GasA"
"1142",1142,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",44,"TA","Gd","CBlock","TA","TA","No","ALQ",381,"Unf",0,399,780,"GasA"
"1143",1143,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",340,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1150,"Unf",0,316,1466,"GasA"
"1144",1144,1959,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",288,"Unf",0,718,1006,"GasA"
"1145",1145,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","Gd","TA","No","BLQ",348,"Unf",0,324,672,"Grav"
"1146",1146,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1042,1042,"GasA"
"1147",1147,1985,"Gable","CompShg","Wd Sdng","Wd Shng","BrkFace",85,"Gd","TA","CBlock","Gd","TA","No","GLQ",1258,"Unf",0,40,1298,"GasA"
"1148",1148,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",275,"Unf",0,429,704,"GasA"
"1149",1149,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,572,572,"GasA"
"1150",1150,1988,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","TA","No","ALQ",624,"Unf",0,26,650,"GasA"
"1151",1151,1950,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,932,932,"GasA"
"1152",1152,1959,"Gable","CompShg","HdBoard","Plywood","BrkFace",132,"TA","TA","CBlock","TA","TA","No","BLQ",176,"Unf",0,1290,1466,"GasA"
"1153",1153,2004,"Gable","CompShg","Stone","Stone","None",0,"TA","TA","PConc","TA","TA","No","ALQ",296,"GLQ",547,230,1073,"GasA"
"1154",1154,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","Av","ALQ",538,"Unf",0,278,816,"GasA"
"1155",1155,1988,"Gable","CompShg","VinylSd","VinylSd","Stone",288,"TA","TA","CBlock","TA","TA","Gd","ALQ",454,"Unf",0,410,864,"GasA"
"1156",1156,2004,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","Gd","CBlock","Gd","TA","Gd","ALQ",1157,"Unf",0,280,1437,"GasA"
"1157",1157,1999,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","Gd","PConc","TA","TA","Gd","ALQ",633,"Unf",0,586,1219,"GasA"
"1158",1158,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",166,"Gd","TA","PConc","Gd","TA","No","GLQ",904,"Unf",0,410,1314,"GasA"
"1159",1159,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",186,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1580,1580,"GasA"
"1160",1160,1974,"Hip","CompShg","HdBoard","HdBoard","BrkFace",270,"Gd","TA","CBlock","TA","TA","No","ALQ",442,"Unf",0,459,901,"GasA"
"1161",1161,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",311,"Unf",0,544,855,"GasA"
"1162",1162,2006,"Hip","CompShg","HdBoard","HdBoard","BrkFace",72,"Gd","TA","CBlock","TA","TA","No","BLQ",728,"Unf",0,568,1296,"GasA"
"1163",1163,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",492,"Unf",0,402,894,"GasA"
"1164",1164,1969,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",1198,"None",0,0,1198,"GasA"
"1165",1165,1978,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","Gd","ALQ",680,"Rec",391,289,1360,"GasA"
"1166",1166,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",268,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1502,1502,"GasA"
"1167",1167,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",72,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1694,1694,"GasA"
"1168",1168,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",786,"Unf",0,173,959,"GasA"
"1169",1169,1986,"Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","CBlock","TA","TA","No","Rec",626,"Unf",0,501,1127,"GasA"
"1170",1170,1996,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1378,"Gd","Gd","PConc","Ex","TA","Gd","GLQ",1387,"Unf",0,543,1930,"GasA"
"1171",1171,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",522,"Unf",0,574,1096,"GasA"
"1172",1172,1958,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",662,"Unf",0,599,1261,"GasA"
"1173",1173,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,625,625,"GasA"
"1174",1174,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",152,"BLQ",469,977,1598,"GasA"
"1175",1175,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",503,"Unf",0,449,952,"GasA"
"1176",1176,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",337,"Gd","TA","PConc","Gd","TA","No","GLQ",700,"Unf",0,983,1683,"GasA"
"1177",1177,1985,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",658,"Unf",0,218,876,"GasA"
"1178",1178,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",468,"Unf",0,350,818,"GasA"
"1179",1179,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,731,731,"GasA"
"1180",1180,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA"
"1181",1181,1991,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Wood","Gd","TA","No","LwQ",1216,"None",0,0,1216,"GasA"
"1182",1182,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",186,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1480,"Unf",0,120,1600,"GasA"
"1183",1183,1996,"Hip","CompShg","Wd Sdng","ImStucc","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",2096,"Unf",0,300,2396,"GasA"
"1184",1184,1950,"Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",821,"Unf",0,299,1120,"GasA"
"1185",1185,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",226,"TA","TA","CBlock","TA","TA","Gd","Rec",1159,"Unf",0,413,1572,"GasA"
"1186",1186,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",392,"Unf",0,392,784,"GasA"
"1187",1187,1970,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","Mn","BLQ",440,"Unf",0,538,978,"GasA"
"1188",1188,1995,"Gable","CompShg","ImStucc","ImStucc","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1456,"Unf",0,168,1624,"GasA"
"1189",1189,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,831,831,"GasA"
"1190",1190,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,994,994,"GasA"
"1191",1191,1975,"Gable","CompShg","MetalSd","MetalSd","Stone",149,"TA","Gd","CBlock","TA","TA","Av","BLQ",1159,"Unf",0,90,1249,"GasA"
"1192",1192,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,776,776,"GasA"
"1193",1193,1994,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",0,702,702,"GasA"
"1194",1194,1999,"Hip","CompShg","VinylSd","VinylSd","BrkFace",425,"TA","TA","PConc","Ex","TA","No","GLQ",883,"Unf",0,341,1224,"GasA"
"1195",1195,1969,"Gable","CompShg","HdBoard","HdBoard","Stone",143,"TA","TA","CBlock","TA","TA","No","ALQ",371,"Unf",0,292,663,"GasA"
"1196",1196,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA"
"1197",1197,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,879,879,"GasA"
"1198",1198,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,815,815,"GasA"
"1199",1199,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1212,1212,"GasA"
"1200",1200,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,"TA","TA","CBlock","TA","TA","No","Rec",547,"Unf",0,504,1051,"GasA"
"1201",1201,1970,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,864,864,"GasA"
"1202",1202,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,866,866,"GasA"
"1203",1203,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA"
"1204",1204,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1630,1630,"GasA"
"1205",1205,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",788,"Unf",0,268,1056,"GasA"
"1206",1206,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,"Gd","TA","CBlock","Gd","TA","Mn","ALQ",485,"BLQ",177,1496,2158,"GasA"
"1207",1207,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",1056,"None",0,0,1056,"GasA"
"1208",1208,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"Gd","TA","PConc","Gd","TA","Av","GLQ",340,"Unf",0,1342,1682,"GasA"
"1209",1209,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",504,"BLQ",108,319,931,"GasA"
"1210",1210,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",420,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1220,"Unf",0,440,1660,"GasA"
"1211",1211,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1055,1055,"GasA"
"1212",1212,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","Wood","Gd","TA","Av","GLQ",427,"Unf",0,132,559,"GasA"
"1213",1213,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",344,"Unf",0,328,672,"GasA"
"1214",1214,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Gd","Av","GLQ",648,"None",0,0,648,"GasA"
"1215",1215,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",784,"Unf",0,141,925,"GasA"
"1216",1216,1966,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",180,"LwQ",374,340,894,"GasA"
"1217",1217,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA"
"1218",1218,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",72,"Gd","TA","PConc","Gd","TA","Mn","GLQ",936,"Unf",0,364,1300,"GasA"
"1219",1219,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA"
"1220",1220,1971,"Gable","CompShg","CemntBd","CmentBd","BrkFace",236,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,672,672,"GasA"
"1221",1221,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",312,"LwQ",600,0,912,"GasA"
"1222",1222,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",250,"LwQ",492,210,952,"GasA"
"1223",1223,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",320,"TA","TA","CBlock","TA","TA","Mn","Rec",196,"Unf",0,844,1040,"GasA"
"1224",1224,1951,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",44,"TA","TA","CBlock","TA","Fa","No","LwQ",756,"Unf",0,1380,2136,"GasA"
"1225",1225,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",724,"Unf",0,64,788,"GasA"
"1226",1226,1958,"Hip","CompShg","VinylSd","VinylSd","BrkFace",63,"TA","Gd","CBlock","TA","TA","Av","GLQ",507,"Unf",0,81,588,"GasA"
"1227",1227,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",74,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,894,894,"GasA"
"1228",1228,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",300,"TA","TA","CBlock","TA","TA","No","ALQ",595,"Unf",0,317,912,"GasA"
"1229",1229,2008,"Hip","CompShg","MetalSd","MetalSd","BrkFace",766,"Ex","TA","PConc","Ex","TA","No","GLQ",1540,"Unf",0,162,1702,"GasA"
"1230",1230,1960,"Hip","CompShg","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",666,"Unf",0,409,1075,"GasA"
"1231",1231,1977,"Shed","CompShg","Plywood","Plywood","None",1,"TA","TA","CBlock","Gd","TA","No","GLQ",498,"Rec",211,652,1361,"GasA"
"1232",1232,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","ALQ",803,"Unf",0,303,1106,"GasA"
"1233",1233,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA"
"1234",1234,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",1000,"Unf",0,188,1188,"GasA"
"1235",1235,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","Av","Unf",0,"Unf",0,940,940,"GasA"
"1236",1236,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Unf",0,747,747,"GasA"
"1237",1237,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,764,764,"GasA"
"1238",1238,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"GasA"
"1239",1239,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1141,1141,"GasA"
"1240",1240,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ",428,"Unf",0,1048,1476,"GasA"
"1241",1241,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",252,"Gd","TA","PConc","Gd","TA","No","GLQ",550,"Unf",0,334,884,"GasA"
"1242",1242,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1689,1689,"GasA"
"1243",1243,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",81,"TA","TA","CBlock","Gd","TA","Gd","GLQ",885,"LwQ",168,0,1053,"GasA"
"1244",1244,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Ex","TA","PConc","Ex","Gd","Gd","GLQ",1386,"Unf",0,690,2076,"GasA"
"1245",1245,1950,"Gable","CompShg","BrkFace","Stucco","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,792,792,"GasA"
"1246",1246,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,585,585,"GasA"
"1247",1247,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,756,756,"GasA"
"1248",1248,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",335,"TA","TA","CBlock","TA","TA","Av","GLQ",539,"Unf",0,473,1012,"GasA"
"1249",1249,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",319,"Unf",0,416,735,"OthW"
"1250",1250,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",534,"Rec",96,246,876,"GasA"
"1251",1251,1968,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",1065,"Unf",0,1045,2110,"GasA"
"1252",1252,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",163,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1405,1405,"GasA"
"1253",1253,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",510,"Unf",0,354,864,"GasA"
"1254",1254,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","TA","TA","Gd","LwQ",125,"ALQ",1031,36,1192,"GasA"
"1255",1255,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",92,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,746,746,"GasA"
"1256",1256,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","LwQ",425,"Unf",0,459,884,"GasA"
"1257",1257,1994,"Hip","CompShg","HdBoard","HdBoard","BrkFace",554,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1314,"Unf",0,672,1986,"GasA"
"1258",1258,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Fa","TA","No","Unf",0,"Unf",0,864,864,"GasA"
"1259",1259,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",182,"Gd","TA","PConc","Gd","TA","Gd","GLQ",655,"Unf",0,201,856,"GasA"
"1260",1260,1969,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",602,"LwQ",438,14,1054,"GasA"
"1261",1261,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,841,841,"GasA"
"1262",1262,1956,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",504,"Unf",0,546,1050,"GasA"
"1263",1263,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,1104,1104,"GasA"
"1264",1264,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,764,764,"GasA"
"1265",1265,1999,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",266,"Unf",0,1139,1405,"GasA"
"1266",1266,1999,"Hip","CompShg","MetalSd","MetalSd","BrkFace",218,"Gd","TA","PConc","Gd","TA","No","GLQ",450,"Unf",0,241,691,"GasA"
"1267",1267,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,925,925,"GasA"
"1268",1268,2009,"Hip","CompShg","Stucco","CmentBd","None",0,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,2002,2002,"GasA"
"1269",1269,1997,"Gable","CompShg","Stucco","Stucco","BrkFace",632,"TA","Gd","CBlock","TA","TA","Mn","Rec",192,"Unf",0,536,728,"GasA"
"1270",1270,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",180,"TA","TA","CBlock","TA","TA","No","BLQ",460,"Unf",0,414,874,"GasW"
"1271",1271,1979,"Shed","WdShake","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1258,"Unf",0,74,1332,"GasA"
"1272",1272,1968,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1489,1489,"GasA"
"1273",1273,1965,"Hip","CompShg","HdBoard","Plywood","BrkFace",114,"TA","TA","CBlock","TA","TA","No","BLQ",560,"LwQ",375,0,935,"GasA"
"1274",1274,2006,"Gable","CompShg","Plywood","Plywood","BrkFace",84,"TA","TA","CBlock","TA","TA","Av","ALQ",719,"Unf",0,300,1019,"GasA"
"1275",1275,2003,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,661,661,"GasA"
"1276",1276,1950,"Gable","Roll","AsbShng","AsbShng","Stone",567,"TA","TA","CBlock","TA","TA","No","Rec",220,"Unf",0,708,928,"GasA"
"1277",1277,1972,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","Gd","No","BLQ",593,"Unf",0,130,723,"GasA"
"1278",1278,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",359,"TA","TA","CBlock","Gd","TA","Av","ALQ",528,"Unf",0,1152,1680,"GasA"
"1279",1279,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",804,"Unf",0,324,1128,"GasA"
"1280",1280,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,698,698,"GasA"
"1281",1281,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",110,"Gd","TA","PConc","Gd","TA","No","GLQ",788,"Unf",0,785,1573,"GasA"
"1282",1282,1990,"Hip","CompShg","HdBoard","HdBoard","BrkFace",54,"TA","TA","CBlock","Gd","TA","No","ALQ",1053,"Unf",0,256,1309,"GasA"
"1283",1283,2008,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","LwQ",532,"Rec",144,364,1040,"GasA"
"1284",1284,1971,"Mansard","CompShg","MetalSd","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,912,912,"GasA"
