"","x1stflrsf","x2ndflrsf","grlivarea","totrmsabvgrd","centralair_y","masvnrarea","totalbsmtsf","mssubclass","lotarea","overallqual","neighborhood","yearbuilt","overallcond","garagecars","garagearea","openporchsf","paveddrive_fy","saletype_fcwd","garagefinish_fnone","fence_fnone","fireplaces","heatingqc_ex","saleprice"
"765",1494,0,1494,6,1,0,1494,120,9579,8,1,1995,5,2,481,30,1,0,0,1,1,1,270000
"766",1506,0,1506,6,1,284,1498,20,14662,9,5,2008,5,2,592,174,1,0,0,1,1,1,264132
"767",980,734,1714,7,1,42,980,60,10501,7,6,1988,5,2,496,66,1,0,0,0,1,0,196500
"768",983,767,1750,7,1,0,983,50,12583,6,4,1940,7,1,423,0,1,0,0,1,0,1,160000
"769",1836,0,1836,8,1,0,1860,20,9170,7,0,2004,5,2,484,33,1,0,0,1,1,1,216837
"770",1690,1589,3279,12,1,603,1650,60,53551,8,18,2003,5,3,841,36,1,0,0,1,1,1,538000
"771",858,0,858,5,1,0,858,85,7252,5,9,1982,5,2,576,0,1,0,0,1,0,0,134900
"772",1220,0,1220,6,1,0,836,20,8944,4,15,1951,5,2,396,0,1,0,0,1,0,0,102000
"773",1117,0,1117,6,1,0,1029,80,7913,6,15,1976,5,2,672,0,1,0,0,0,1,0,107000
"774",912,0,912,5,1,1,912,20,10220,5,11,1958,5,1,275,0,1,0,0,1,0,1,114500
"775",1973,0,1973,9,1,375,1935,20,14336,8,10,2006,5,3,895,45,1,0,0,1,1,0,395000
"776",1204,0,1204,5,1,320,1204,120,4532,6,4,1998,5,2,412,247,1,0,0,1,0,1,162000
"777",1614,0,1614,7,1,240,1614,20,11296,7,0,2005,5,3,865,59,1,0,0,1,0,1,221500
"778",894,0,894,5,1,0,864,20,13450,5,9,1974,5,2,440,0,1,0,0,0,1,0,142500
"779",2020,0,2020,10,1,320,0,90,8460,5,12,1977,5,2,630,0,1,0,0,1,2,0,144000
"780",1004,0,1004,4,1,90,975,90,10608,6,4,1977,5,2,504,0,1,0,0,1,0,0,135000
"781",1253,0,1253,6,1,38,1237,20,7938,7,17,1995,5,2,402,21,1,0,0,1,1,0,176000
"782",810,793,1603,7,1,0,761,60,7218,6,12,1992,5,2,484,124,1,0,0,1,0,1,175900
"783",1430,0,1430,6,1,0,1413,20,16352,7,0,2001,5,2,605,33,1,0,0,1,0,1,187100
"784",1110,0,1110,4,1,104,1097,85,9101,5,4,1978,6,2,602,30,1,0,0,1,1,1,165500
"785",742,742,1484,9,1,0,742,75,6335,6,7,1914,6,0,0,291,1,0,1,1,1,1,128000
"786",1342,0,1342,7,1,0,1372,20,9790,6,6,1967,5,2,457,0,1,0,0,1,1,0,161500
"787",966,686,1652,7,1,0,686,50,10860,5,7,1915,6,1,416,0,1,0,0,1,0,0,139000
"788",956,1128,2084,8,1,0,956,60,10218,7,12,2004,5,2,618,45,1,0,0,1,0,1,233000
"789",901,0,901,4,1,0,901,20,6050,4,7,1954,7,1,281,0,1,0,0,1,0,1,107900
"790",976,1111,2087,9,1,157,832,60,12205,6,19,1966,8,2,444,168,1,0,0,1,0,0,187500
"791",1145,0,1145,5,1,11,1145,120,3225,7,21,2005,5,2,397,16,1,0,0,1,1,1,160200
"792",1062,0,1062,5,1,0,1029,80,11333,6,4,1976,5,2,539,0,1,0,0,1,2,0,146800
"793",1127,886,2013,8,1,0,1117,60,10012,7,3,1996,5,2,455,130,1,0,0,1,1,1,269790
"794",1496,0,1496,7,1,140,1496,20,9234,8,5,2007,5,2,474,130,1,0,0,1,0,1,225000
"795",1086,809,1895,7,1,0,712,60,10832,7,17,1994,5,2,409,46,1,0,0,1,1,1,194500
"796",888,676,1564,7,1,130,650,60,8470,6,12,1980,6,2,476,50,1,0,0,0,1,0,171000
"797",1285,0,1285,7,1,148,660,20,8268,6,9,1977,5,2,528,0,1,0,0,0,1,1,143500
"798",773,0,773,4,1,0,773,20,7734,5,11,1953,5,1,240,0,1,0,0,1,0,0,110000
"799",1966,1174,3140,11,1,860,1926,60,13622,9,10,2008,5,3,820,78,1,0,0,1,2,1,485000
"800",981,787,1768,7,1,252,731,50,7260,5,23,1937,7,1,240,0,1,0,0,0,2,1,175000
"801",616,1072,1688,8,1,0,616,60,12877,6,19,1997,5,2,603,114,1,0,0,1,0,0,200000
"802",1196,0,1196,5,1,0,1196,30,4840,4,13,1916,7,2,440,0,1,0,0,1,0,1,109900
"803",728,728,1456,7,1,0,728,60,8262,7,0,2005,5,2,410,18,1,0,0,1,1,1,189000
"804",1734,1088,2822,12,1,424,1734,60,13998,9,10,2008,5,3,1020,170,1,0,0,1,1,1,582933
"805",1128,0,1128,5,1,0,936,20,9075,5,11,1954,5,1,286,0,1,0,0,0,0,0,118000
"806",1428,0,1428,6,1,256,1417,20,12365,7,5,2008,5,2,554,60,1,0,0,1,0,1,227680
"807",980,0,980,6,1,0,980,80,9825,5,11,1967,5,1,384,0,1,0,0,1,0,0,135500
"808",1072,504,1576,6,1,0,1324,70,21528,5,8,1923,6,2,528,312,1,0,0,1,1,1,223500
"809",1086,0,1086,6,1,1047,1024,80,13485,5,11,1966,5,2,484,0,1,0,0,0,1,0,159950
"810",1075,1063,2138,11,0,0,849,75,8190,5,7,1898,5,2,360,156,0,0,0,0,0,0,106000
"811",1309,0,1309,5,1,99,1040,20,10218,6,6,1974,6,2,484,0,1,0,0,0,1,0,181000
"812",848,0,848,4,1,169,848,120,4438,6,0,2004,5,2,420,0,1,0,0,1,1,1,144500
"813",1044,0,1044,4,0,0,540,20,8778,5,13,1952,5,2,504,0,0,0,0,1,0,0,55993
"814",1442,0,1442,7,1,243,1442,20,9825,6,11,1958,6,1,301,0,1,0,0,1,0,0,157900
"815",686,564,1250,7,1,0,686,50,8293,5,15,1918,7,1,280,0,0,0,0,1,0,0,116000
"816",1661,0,1661,6,1,442,1649,20,12185,7,0,1998,5,2,598,34,1,0,0,1,0,1,224900
"817",1008,0,1008,4,1,0,1008,20,11425,5,11,1954,6,1,275,0,1,0,0,1,1,0,137000
"818",1689,0,1689,7,1,148,1568,20,13265,8,4,2002,5,3,857,59,1,0,0,1,2,1,271000
"819",1052,0,1052,6,1,80,1010,80,8896,6,19,1971,7,2,440,0,1,0,0,0,0,0,155000
"820",1358,0,1358,6,1,128,1358,120,6415,7,10,2009,5,2,484,35,1,0,0,1,1,1,224000
"821",798,842,1640,6,1,0,798,60,7298,7,0,2003,5,2,595,45,1,0,0,1,0,1,183000
"822",936,0,936,4,0,0,936,20,6060,4,7,1953,4,2,576,32,1,0,0,1,0,0,93000
"823",847,886,1733,7,1,0,847,60,12394,7,17,2003,5,2,433,48,1,0,0,1,1,1,225000
"824",944,545,1489,7,1,0,778,50,9960,6,23,1940,7,1,240,0,1,0,0,0,1,0,139500
"825",1489,0,1489,7,1,0,1489,20,11297,8,5,2006,5,2,776,140,1,0,0,1,1,1,232600
"826",2084,0,2084,7,1,816,2078,20,14917,10,10,2007,5,3,1220,45,1,0,0,1,1,1,385000
"827",784,0,784,5,1,0,784,45,6180,5,8,1924,6,0,0,0,1,0,1,1,0,0,109500
"828",1434,0,1434,6,1,0,1454,20,8594,7,12,2001,5,2,527,39,1,0,0,1,1,1,189000
"829",1160,966,2126,7,1,0,1013,60,28698,5,19,1967,5,2,538,0,1,0,0,1,0,0,185000
"830",520,623,1223,4,1,0,600,160,2568,7,5,2005,5,2,480,166,1,0,0,1,0,1,147400
"831",1392,0,1392,6,1,387,1392,20,11980,6,11,1957,5,2,458,0,1,0,0,1,2,0,166000
"832",520,600,1200,4,1,0,600,160,3210,7,5,2005,5,2,480,166,1,0,0,1,0,1,151000
"833",941,888,1829,7,1,223,941,60,9592,7,0,2003,6,2,613,39,1,0,0,1,1,1,237000
"834",1516,0,1516,6,1,180,1516,20,10104,6,11,1964,6,2,472,0,1,0,0,1,0,0,167000
"835",1144,0,1144,6,1,136,1144,20,7950,5,11,1961,6,2,456,0,1,0,0,0,0,0,139950
"836",1067,0,1067,4,1,0,1067,20,9660,4,9,1950,7,2,436,0,1,0,0,1,0,0,128000
"837",1559,0,1559,5,1,0,1559,30,8190,5,7,1948,6,2,812,116,1,0,0,0,0,0,153500
"838",483,504,987,5,1,158,483,160,1701,6,22,1973,5,1,264,0,1,0,0,1,0,0,100000
"839",1099,0,1099,6,1,0,1099,20,9600,5,0,1995,6,1,352,0,1,0,0,1,0,1,144000
"840",768,432,1200,6,1,0,768,50,11837,5,15,1946,6,1,240,0,1,0,0,1,0,1,130500
"841",810,672,1482,7,0,0,672,70,12155,6,23,1925,8,1,400,0,0,0,0,1,0,0,140000
"842",958,581,1539,8,1,0,650,70,10500,5,7,1904,8,2,686,78,0,0,0,1,1,0,157500
"843",1165,0,1165,6,1,183,1127,80,9102,6,11,1966,7,2,490,129,1,0,0,0,0,0,174900
"844",1800,0,1800,10,0,0,1800,90,8080,5,11,1961,4,0,0,0,1,0,1,1,0,1,141000
"845",876,540,1416,7,1,0,876,50,12765,5,7,1915,8,3,720,0,1,0,0,1,1,0,153900
"846",1701,0,1701,6,1,0,1390,85,16647,5,9,1975,5,2,611,0,1,0,0,1,2,0,171000
"847",1006,769,1775,7,1,137,740,60,9392,7,12,1993,5,2,425,72,1,0,0,1,1,1,213000
"848",864,0,864,5,1,0,864,20,15559,5,0,1972,6,1,338,0,1,0,0,1,1,1,133500
"849",1307,1051,2358,10,1,0,907,50,45675,6,19,1908,8,2,360,40,1,0,0,1,1,0,240000
"850",1094,761,1855,7,1,360,528,80,9680,6,1,1976,7,2,512,100,1,0,0,1,1,1,187000
"851",848,0,848,3,1,170,848,120,4471,6,0,2003,5,2,420,0,1,0,0,1,0,1,131500
"852",1456,0,1456,7,1,40,1273,120,3196,8,21,2003,5,2,400,20,1,0,0,1,1,1,215000
"853",918,728,1646,7,1,0,918,75,7181,7,2,1941,5,1,240,0,1,0,0,0,2,0,164000
"854",1445,0,1445,7,1,115,1127,80,12095,6,11,1964,6,2,645,0,1,0,0,0,1,0,158000
"855",1779,0,1779,6,1,0,1763,20,18022,5,9,1955,4,2,454,418,1,0,0,1,1,0,170000
"856",1040,0,1040,6,1,0,1040,20,6897,5,9,1962,8,1,260,104,1,0,0,1,0,1,127000
"857",1026,0,1026,5,1,0,940,80,10970,6,0,1978,6,2,576,0,1,0,0,0,0,0,147000
"858",702,779,1481,6,1,0,702,60,8190,6,17,1994,5,2,343,36,1,0,0,1,1,0,174000
"859",1370,0,1370,6,1,189,1090,20,10480,7,6,1976,5,2,479,0,1,0,0,0,1,0,152000
"860",1512,1142,2654,9,1,220,1054,60,11029,6,6,1968,7,2,619,65,1,0,0,1,1,0,250000
"861",912,514,1426,7,1,0,912,50,7697,7,2,1918,8,1,216,240,1,0,0,0,1,0,189950
"862",1039,0,1039,6,1,0,1039,190,11700,5,9,1965,4,2,504,0,1,0,0,1,0,1,131500
"863",1097,0,1097,6,1,0,1040,20,9753,6,12,1984,5,2,480,0,1,0,0,0,0,0,152000
"864",1148,0,1148,6,1,0,1148,20,8001,5,11,1959,5,1,672,0,1,0,0,0,0,0,132500
"865",1372,0,1372,6,1,0,1372,20,8712,7,5,2007,5,2,529,140,1,0,0,1,0,1,250580
"866",1002,0,1002,5,1,76,1002,20,8750,5,11,1970,6,2,902,0,1,0,0,0,0,0,148500
"867",1646,0,1646,6,1,274,1638,20,10723,8,16,2006,5,3,870,80,1,0,0,1,1,1,248900
"868",1120,0,1120,5,1,0,1040,20,7055,4,9,1961,5,2,544,0,1,0,0,1,0,0,129000
"869",1547,720,2320,7,1,0,0,60,14762,5,17,1948,6,2,672,144,0,0,0,1,1,0,169000
"870",1062,887,1949,8,1,246,1050,60,10018,7,12,1993,5,2,574,90,1,0,0,0,1,1,236000
"871",894,0,894,5,0,0,894,20,6660,5,11,1962,5,1,308,0,1,0,0,1,0,0,109500
"872",804,878,1682,7,1,116,804,60,8820,6,0,1998,5,2,523,77,1,0,0,1,0,1,200500
"873",910,0,910,5,1,0,105,20,8966,5,11,1953,7,2,414,0,1,0,0,0,0,0,116000
"874",1036,0,1268,6,1,0,832,40,12204,5,11,1949,7,1,288,28,1,0,0,1,1,0,133000
"875",676,455,1131,5,1,0,676,50,5772,5,7,1941,6,1,200,0,1,0,0,1,0,1,66500
"876",1184,1426,2610,11,1,0,1184,60,9075,8,5,2007,5,2,550,364,1,0,0,1,1,1,303477
"877",1040,0,1040,5,1,0,1064,20,25380,4,4,1963,5,2,648,0,1,0,0,1,0,0,132250
"878",1462,762,2224,10,1,216,1462,60,8908,9,10,2004,5,3,738,0,1,0,0,1,1,1,350000
"879",1155,0,1155,6,1,0,1109,85,11870,5,9,1961,7,2,576,0,1,0,0,0,0,0,148000
"880",864,0,864,6,1,90,864,20,7000,5,0,1978,8,1,336,0,1,0,0,0,0,1,136500
"881",1090,0,1090,5,1,0,1090,20,7084,5,15,2005,5,2,450,49,1,0,0,1,0,0,157000
"882",1187,530,1717,7,1,117,1156,50,13802,7,16,1990,5,2,400,36,1,0,0,1,1,1,187500
"883",808,785,1593,7,1,0,808,60,9636,6,17,1992,5,2,389,40,1,0,0,0,1,0,178000
"884",954,795,2230,10,0,0,795,75,6264,4,23,1912,5,1,440,188,1,0,0,1,0,0,118500
"885",892,0,892,5,1,60,892,20,7215,5,11,1967,5,1,288,0,1,0,0,0,0,0,100000
"886",1709,0,1709,5,1,60,1698,120,5169,9,5,1999,5,2,506,65,1,1,0,1,1,1,328900
"887",1712,0,1712,8,1,122,1626,90,8463,5,11,1959,5,2,588,54,1,0,0,1,0,1,145000
"888",872,521,1393,8,1,0,816,50,16525,5,15,1955,7,1,300,0,1,0,0,1,0,0,135500
"889",2217,0,2217,8,1,0,2217,20,15960,8,11,1970,6,2,621,207,1,0,0,1,1,1,268000
"890",1505,0,1505,6,1,90,1505,20,12288,6,11,1953,4,2,505,0,1,0,0,1,1,1,149500
"891",672,252,924,6,1,0,672,50,8124,5,11,1949,7,2,576,0,1,0,0,0,1,1,122900
"892",918,765,1683,7,1,92,918,60,11254,6,9,1978,5,2,440,0,1,0,0,1,1,0,172500
"893",1068,0,1068,6,1,0,1059,20,8484,6,9,1963,8,1,264,0,1,0,0,0,0,0,154500
"894",1383,0,1383,6,1,0,1383,20,13284,5,9,1954,5,1,354,116,1,0,0,0,1,0,165000
"895",1535,0,1535,8,1,0,0,90,7082,5,12,1979,5,2,400,0,1,0,0,1,0,0,118858
"896",983,813,1796,8,1,415,780,60,7127,6,11,1963,5,2,483,50,1,0,0,1,1,0,140000
"897",951,0,951,6,0,0,951,30,8815,4,13,1936,6,1,327,28,1,0,0,1,0,1,106500
"898",1120,1120,2240,12,1,0,0,90,7082,5,12,1979,5,2,528,0,1,0,0,1,0,0,142953
"899",2364,0,2364,11,1,760,2330,20,13019,9,10,2009,5,3,820,67,1,0,0,1,2,1,611657
"900",1236,0,1236,6,1,0,912,20,7058,5,9,1961,7,1,288,0,1,0,0,1,1,0,135000
"901",858,0,858,4,1,0,858,20,7340,4,11,1971,6,1,684,0,1,0,0,1,0,0,110000
"902",1306,0,1306,5,1,0,992,20,8776,5,11,1957,7,1,756,0,1,0,0,1,0,0,153000
"903",807,702,1509,8,1,0,783,60,7938,7,17,2003,5,2,393,75,1,0,0,1,1,1,180000
"904",1670,0,1670,7,1,27,1670,20,14909,7,17,2006,5,3,690,60,1,0,0,1,1,1,240000
"905",902,0,902,6,1,75,876,20,6173,5,9,1967,6,1,288,0,1,0,0,0,0,0,125500
"906",1063,0,1063,6,1,110,1056,20,10000,5,11,1954,5,1,280,0,1,0,0,0,0,0,128000
"907",1636,0,1636,8,1,208,1623,20,13617,8,5,2006,5,3,865,60,1,0,0,1,1,1,255000
"908",1020,1037,2057,6,1,0,1017,50,11586,7,2,1936,7,1,180,0,1,0,0,1,1,0,250000
"909",902,0,902,5,1,0,864,20,8885,5,4,1983,5,2,484,0,1,0,0,0,0,0,131000
"910",742,742,1484,8,1,0,742,60,12738,6,17,2005,5,2,390,24,1,0,0,1,1,1,174000
"911",1105,1169,2274,12,1,361,1105,90,11680,5,11,1960,5,2,480,0,1,0,0,1,0,0,154300
"912",1268,0,1268,5,1,0,1268,20,9286,5,0,1977,7,1,252,0,1,0,0,1,0,0,143500
"913",1015,0,1015,6,0,0,768,30,6171,5,8,1925,7,1,450,0,1,0,0,0,0,0,88000
"914",1001,1001,2002,8,0,0,1001,90,6352,5,2,1949,6,3,871,0,1,0,0,1,0,0,145000
"915",612,612,1224,4,1,76,612,160,3030,6,5,2009,5,2,528,234,1,0,0,1,0,1,173733
"916",546,546,1092,6,1,80,546,160,2022,4,14,1970,5,1,286,0,1,0,0,1,0,0,75000
"917",480,0,480,4,0,0,480,20,9050,2,13,1949,3,1,308,0,1,0,0,1,0,0,35311
"918",1229,0,1229,6,1,0,1134,20,17140,4,15,1956,6,1,284,0,1,0,0,1,0,1,135000
"919",912,1215,2127,8,1,0,1104,60,13228,7,12,1991,5,3,833,192,1,0,0,0,1,1,238000
"920",1414,0,1414,6,1,0,1184,20,11116,6,11,1958,8,2,601,51,1,0,0,1,1,1,176500
"921",936,785,1721,7,1,105,928,60,8532,6,12,1994,5,2,471,87,1,0,0,1,0,1,201000
"922",1272,928,2200,9,1,0,1272,90,8844,5,15,1900,7,0,0,70,0,0,1,0,0,0,145900
"923",1316,0,1316,6,1,0,1316,20,10302,6,17,2005,5,2,397,0,1,0,0,1,1,1,169990
"924",1617,0,1617,5,1,0,1604,120,8062,6,12,1993,5,2,533,69,1,0,0,1,1,1,193000
"925",1686,0,1686,7,1,157,1686,20,10319,6,6,1980,6,2,612,131,1,0,0,1,1,0,207500
"926",1126,0,1126,6,1,0,1126,20,15611,5,6,1977,6,2,540,0,1,0,0,1,0,0,175000
"927",1234,1140,2374,10,1,340,1181,60,12092,8,10,2003,5,3,656,100,1,0,0,1,1,1,285000
"928",1098,880,1978,9,1,342,832,60,9900,7,6,1968,5,2,486,43,1,0,0,0,1,0,176000
"929",1788,0,1788,7,1,0,1753,20,11838,8,0,2001,5,2,522,151,1,0,0,1,1,1,236500
"930",993,1243,2236,8,1,285,964,60,13006,7,17,1997,5,2,642,0,1,0,0,1,1,0,222000
"931",1466,0,1466,7,1,0,1466,20,8998,8,16,2007,5,3,610,18,1,0,0,1,0,1,201000
"932",925,0,925,5,1,0,925,20,9170,5,11,1965,6,1,429,0,1,0,0,0,0,1,117500
"933",1905,0,1905,8,1,302,1905,20,11754,9,5,2006,5,3,788,191,1,0,0,1,1,1,320000
"934",1500,0,1500,6,1,210,1500,20,8550,7,0,2004,5,2,570,36,1,0,0,1,0,1,190000
"935",2069,0,2069,9,1,0,585,20,27963,7,11,1960,7,2,505,0,1,0,0,1,1,1,242000
"936",747,0,747,5,1,108,600,30,5877,4,8,1926,5,2,528,0,1,0,0,1,0,0,79900
"937",1200,0,1200,5,1,0,1176,20,10150,7,12,2003,5,2,555,41,1,0,0,1,0,1,184900
"938",1113,858,1971,8,1,0,1113,60,9750,7,5,2005,5,2,689,48,1,0,0,1,1,1,253000
"939",1391,571,1962,7,1,0,1391,60,8833,7,0,2006,5,3,868,90,1,0,0,1,0,1,239799
"940",1207,1196,2403,10,1,0,1032,70,24090,7,19,1940,7,1,349,0,1,0,0,1,2,1,244400
"941",1728,0,1728,8,1,0,1728,90,12695,6,4,1976,5,2,574,0,1,0,0,1,0,0,150900
"942",1022,1038,2060,8,1,298,992,60,8755,7,17,1999,5,2,390,0,1,0,0,0,1,1,214000
"943",1440,0,1440,8,1,0,1440,90,7753,4,15,1977,3,0,0,0,0,0,1,1,0,0,150000
"944",1632,0,1632,8,1,0,1632,90,25100,5,4,1967,4,2,576,0,0,0,0,1,0,0,143000
"945",1344,0,1344,7,1,541,819,20,14375,6,16,1958,6,2,525,118,1,0,0,1,1,0,137500
"946",1188,561,1869,7,1,0,1088,50,8918,5,7,1890,6,2,456,0,1,0,0,0,0,0,124900
"947",1144,0,1144,6,1,128,1144,80,8233,5,11,1959,6,1,796,0,1,0,0,1,1,0,143000
"948",1629,0,1629,9,1,236,1616,20,14621,8,16,2002,5,3,808,252,1,0,0,1,1,1,270000
"949",936,840,1776,7,1,144,936,60,14071,7,0,2002,5,2,474,96,1,0,0,1,1,1,192500
"950",1381,0,1381,5,1,0,1161,20,9438,6,6,1972,7,2,676,0,1,0,0,1,1,0,197500
"951",864,0,864,5,1,0,864,20,7260,5,11,1950,8,2,720,0,1,0,0,1,0,0,129000
"952",965,0,965,6,1,0,828,20,7860,5,12,1965,5,1,300,0,1,0,0,0,0,0,119900
"953",768,0,768,5,1,0,768,85,7260,5,0,1972,8,1,396,0,1,0,0,0,0,0,133900
"954",1168,800,1968,7,1,232,784,60,11075,5,4,1969,4,2,530,189,1,0,0,0,1,1,172000
"955",980,0,980,4,1,250,945,90,9435,6,15,1975,5,0,0,0,1,0,1,1,0,0,127500
"956",979,979,1958,8,0,423,979,90,7218,6,2,1946,6,2,492,0,1,0,0,1,0,0,145000
"957",561,668,1229,5,1,0,561,160,1324,6,24,1980,6,2,462,0,1,0,0,0,1,0,124000
"958",1057,0,1057,6,1,0,1057,20,7490,5,9,1962,5,2,576,0,1,0,0,1,0,0,132000
"959",1337,0,1337,6,1,0,1337,20,8515,7,0,2003,5,2,531,39,1,0,0,1,0,1,185000
"960",696,720,1416,6,1,0,696,160,2596,7,5,1999,5,2,484,44,1,0,0,1,0,1,155000
"961",858,0,858,4,1,0,858,20,7257,5,8,1958,7,0,0,0,1,0,1,1,0,0,116500
"962",1542,1330,2872,11,1,424,1330,60,12227,6,6,1977,7,2,619,282,1,0,0,1,1,0,272000
"963",804,744,1548,7,1,0,804,160,2332,6,20,1976,6,2,440,0,1,0,0,1,1,0,155000
"964",1800,0,1800,7,1,0,1800,20,12045,9,0,2007,5,2,702,136,1,0,0,1,0,1,239000
"965",824,1070,1894,8,1,44,817,60,11396,7,16,2002,5,2,510,40,1,0,0,1,1,1,214900
"966",783,701,1484,8,1,0,783,60,10302,6,17,2005,5,2,393,72,1,0,0,1,1,1,178900
"967",976,332,1308,7,1,0,728,50,9730,5,2,1940,7,1,256,70,1,0,0,1,2,1,160000
"968",1098,0,1098,6,1,151,1098,20,7390,5,11,1955,7,1,260,0,1,0,0,1,0,0,135000
"969",600,368,968,6,0,0,600,50,5975,3,7,1910,6,0,0,0,1,0,1,0,0,0,37900
"970",1095,0,1095,6,1,105,588,190,10457,6,11,1958,5,1,264,0,1,0,0,1,0,0,140000
"971",720,472,1192,6,0,0,720,50,10860,4,11,1949,4,0,0,0,1,0,1,1,0,0,135000
"972",764,862,1626,6,1,106,764,160,2304,7,10,2003,5,2,474,27,1,0,0,1,0,1,173000
"973",918,0,918,5,1,0,918,120,7947,6,12,1979,5,1,264,0,1,0,0,1,1,0,99500
"974",1428,0,1428,6,1,0,1428,20,11734,7,5,2007,5,2,480,120,1,0,0,1,0,1,182000
"975",1136,883,2019,8,0,0,728,70,11474,7,8,1910,8,2,532,135,1,0,0,0,0,0,167500
"976",673,709,1382,6,1,0,673,160,2651,7,5,2000,5,2,490,50,1,0,0,1,0,1,165000
"977",869,0,869,4,1,0,440,30,5951,4,8,1923,7,0,0,0,1,0,1,1,0,0,85500
"978",1241,0,1241,4,1,0,1241,120,4309,7,5,2006,5,2,569,116,1,0,0,1,0,1,199900
"979",894,0,894,5,1,0,894,20,9518,4,15,1954,5,2,400,0,1,0,0,1,0,1,110000
"980",1121,0,1121,5,1,0,1121,20,8896,5,9,1963,6,2,480,80,1,0,0,0,0,0,139000
"981",999,0,999,6,1,210,944,85,12122,7,11,1961,9,2,588,76,1,0,0,1,0,0,178400
"982",1276,1336,2612,8,1,975,1225,60,12301,8,3,1998,5,3,676,0,1,0,0,1,1,1,336000
"983",1266,0,1266,6,1,16,1266,20,3225,7,21,2007,5,2,388,16,1,0,0,1,1,1,159895
"984",1149,1141,2290,9,1,0,1128,60,11250,8,0,2002,5,2,779,0,1,0,0,1,1,1,255900
"985",1302,432,1734,8,1,0,0,90,10200,5,4,1977,5,2,539,0,1,0,0,1,0,0,126000
"986",1164,0,1164,5,0,0,1164,190,10948,5,15,1950,5,1,240,48,1,0,0,1,0,0,125000
"987",1001,634,1635,5,1,0,485,50,5369,6,7,1910,8,1,255,0,1,0,0,1,0,0,117000
"988",1940,0,1940,8,1,450,1930,20,10242,9,10,2009,5,3,606,95,1,0,0,1,1,1,395192
"989",1118,912,2030,8,1,298,848,60,12046,6,6,1976,6,2,551,224,1,0,0,1,1,0,195000
"990",778,798,1576,6,1,0,770,60,8190,7,5,2006,5,2,614,50,1,0,0,1,0,1,197000
"991",1407,985,2392,7,1,423,1396,60,9534,8,3,1997,5,3,870,70,1,0,0,1,1,1,348000
"992",916,826,1742,8,1,0,916,70,17792,8,7,1882,9,2,424,169,0,0,0,1,1,0,168000
"993",1020,831,1851,7,1,340,822,60,9840,6,11,1964,8,2,440,42,1,0,0,0,1,0,187000
"994",750,750,1500,6,1,0,750,60,8914,6,0,2005,5,2,564,35,1,0,0,1,0,1,173900
"995",1718,0,1718,7,1,230,1700,20,12552,10,10,2006,5,3,786,48,1,0,0,1,1,1,337500
"996",774,456,1230,5,1,0,747,50,4763,4,8,1946,7,1,305,57,1,0,0,0,0,0,121600
"997",1050,0,1050,6,1,0,1050,20,10659,5,11,1961,6,1,368,319,1,0,0,1,0,0,136500
"998",1442,0,1442,6,1,571,1442,20,11717,6,6,1970,6,2,615,0,1,0,0,1,1,0,185000
"999",1077,0,1077,6,0,0,1007,30,9846,3,13,1922,4,1,210,100,0,0,0,1,1,0,91000
"1000",1208,0,1208,6,1,24,1187,20,6826,7,0,2006,5,2,632,61,1,0,0,1,0,1,206000
"1001",944,0,944,4,0,0,0,20,10280,3,15,1952,3,2,528,0,1,0,0,1,0,0,82000
"1002",691,0,691,4,1,0,691,30,5460,5,7,1920,6,1,216,20,0,0,0,1,0,1,86000
"1003",1574,0,1574,7,1,53,1574,20,12032,8,5,2006,5,3,824,104,1,0,0,1,1,1,232000
"1004",1680,0,1680,8,1,164,1680,90,11500,5,6,1976,6,2,528,0,1,0,0,1,0,0,136905
"1005",1504,0,1504,7,1,16,1346,120,3225,7,21,2005,5,2,457,0,1,0,0,1,1,1,181000
"1006",985,0,985,6,1,220,985,80,8450,5,0,1977,8,1,328,0,1,0,0,1,0,0,149900
"1007",1657,0,1657,7,1,0,1657,20,12155,6,11,1970,3,2,484,0,1,0,0,1,1,0,163500
"1008",546,546,1092,6,1,0,546,160,2238,4,14,1970,4,1,286,0,1,0,0,1,0,0,88000
"1009",1710,0,1710,7,1,108,1710,20,12161,7,4,2004,5,2,550,48,1,0,0,1,1,1,240000
"1010",1008,0,1522,7,1,0,1008,50,6060,5,23,1926,5,0,0,0,0,0,1,1,0,1,102000
"1011",720,551,1271,7,1,0,720,50,21401,5,9,1948,5,1,312,0,1,0,0,1,1,0,135000
"1012",1664,0,1664,8,0,0,0,90,9900,5,15,1965,5,0,0,0,1,0,1,1,0,0,100000
"1013",900,602,1502,7,1,0,602,70,10647,6,2,1923,7,1,180,0,1,0,0,1,2,0,165000
"1014",1022,0,1022,4,0,0,1022,30,7260,5,7,1910,4,1,280,30,1,0,0,1,0,0,85000
"1015",1082,0,1082,5,1,206,1082,20,11724,6,11,1948,5,1,240,130,1,0,0,1,1,0,119200
"1016",810,855,1665,6,1,0,810,60,8470,8,6,2001,6,2,528,45,1,0,0,1,0,1,227000
"1017",1504,0,1504,6,1,196,1504,20,11956,7,0,1996,5,2,478,66,1,0,0,1,1,1,203000
"1018",1360,0,1360,4,1,0,1220,120,5814,8,18,1984,5,2,565,0,1,0,0,1,1,0,187500
"1019",802,670,1472,7,1,76,384,80,10784,7,17,1991,5,2,402,0,1,0,0,1,1,0,160000
