"","id","mssubclass","mszoning","lotarea","street","lotshape","landcontour","utilities","lotconfig","neighborhood","condition1","condition2","bldgtype","overallqual","overallcond","yearbuilt","yearremodadd.x","alley_grvl","alley_pave","landslope_sev","landslope_mod","yearremodadd.y","roofstyle","roofmatl","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtfinsf2","bsmtunfsf","totalbsmtsf","heating.x","heating.y","x1stflrsf","x2ndflrsf","lowqualfinsf","grlivarea","bsmtfullbath","bsmthalfbath","fullbath","halfbath","bedroomabvgr","kitchenabvgr","totrmsabvgrd","fireplaces","garageyrblt","heatingqc_gd","heatingqc_ta","heatingqc_fa","heatingqc_po","centralair_n","electrical_fusef","electrical_fusea","electrical_fusep","electrical_mix","electrical_na","garagetype_detchd","garagetype_builtin","garagetype_carport","garagetype_na","garagetype_basment","garagetype_2types","kitchenqual_ta","kitchenqual_ex","kitchenqual_fa","functional_min1","functional_maj1","functional_min2","functional_mod","functional_maj2","functional_sev","fireplacequ_ta","fireplacequ_gd","fireplacequ_fa","fireplacequ_ex","fireplacequ_po","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","x3ssnporch","screenporch","poolarea","miscval","dtsold","paveddrive.fp","paveddrive.fy","saletype.fcon","saletype.fconld","saletype.fconli","saletype.fconlw","saletype.fcwd","saletype.fnew","saletype.foth","saletype.fwd","garagefinish.fnone","garagefinish.frfn","garagefinish.funf","garagecond.ffa","garagecond.fgd","garagecond.fnone","garagecond.fpo","garagecond.fta","garagequal.ffa","garagequal.fgd","garagequal.fnone","garagequal.fpo","garagequal.fta","poolqc.ffa","poolqc.fgd","poolqc.fnone","fence.fgdwo","fence.fmnprv","fence.fmnww","fence.fnone","miscfeature.fnone","miscfeature.fothr","miscfeature.fshed","miscfeature.ftenc"
"1044",1044,60,0,11925,1,0,0,1,0,"SawyerW",0,0,0,7,5,1990,1990,0,0,0,0,1990,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,"TA","TA","PConc","Gd","TA","No","GLQ",1085,"Unf",0,390,1475,"GasA","GasA",1532,797,0,2329,1,0,2,1,4,1,10,1,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,514,192,121,0,0,0,0,0,2008-05-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1045",1045,20,0,9680,1,0,0,1,0,"NWAmes",2,0,0,8,5,1981,1981,0,0,0,0,1981,"Hip","WdShngl","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","No","ALQ",1104,"Unf",0,1420,2524,"GasA","GasA",2524,0,0,2524,1,0,2,1,4,1,9,1,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,542,474,120,0,0,0,0,0,2009-07-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1046",1046,20,0,13680,1,1,0,1,3,"Edwards",0,0,0,3,5,1955,1955,0,0,0,0,1955,"Hip","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","GasA",1733,0,0,1733,0,0,2,0,4,1,8,1,1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,452,0,0,0,0,0,0,0,2009-06-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1047",1047,60,0,16141,1,1,0,1,0,"StoneBr",0,0,0,9,5,2005,2006,0,0,0,0,2006,"Hip","CompShg","CemntBd","CmentBd","Stone",208,"Gd","TA","PConc","Ex","TA","Av","GLQ",240,"Unf",0,1752,1992,"GasA","GasA",1992,876,0,2868,0,0,3,1,4,1,11,1,2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,716,214,108,0,0,0,0,0,2006-07-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1048",1048,20,0,9302,1,2,0,1,0,"CollgCr",0,0,0,5,5,1994,1995,0,0,0,0,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",686,"Unf",0,304,990,"GasA","GasA",990,0,0,990,0,1,1,0,3,1,5,0,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,672,0,0,0,0,0,0,0,2008-02-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1049",1049,20,0,21850,1,0,0,1,0,"Mitchel",0,0,0,5,4,1960,2006,0,0,0,0,2006,"Hip","CompShg","HdBoard","HdBoard","BrkFace",75,"TA","Fa","Slab","None","None","None","None",0,"None",0,0,0,"GasA","GasA",1771,0,0,1771,0,0,1,0,3,1,9,1,1960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,336,0,0,0,0,0,0,0,2009-11-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"1050",1050,20,0,11160,1,0,2,1,0,"Edwards",0,0,0,4,7,1946,2006,0,0,0,0,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","None","None","None","None",0,"None",0,0,0,"GasA","GasA",930,0,0,930,0,0,1,0,2,1,6,0,1946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308,0,0,0,0,0,0,0,2010-04-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1051",1051,20,0,9066,1,1,0,1,0,"Gilbert",0,0,0,7,5,2007,2007,0,0,0,0,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1302,1302,"GasA","GasA",1302,0,0,1302,0,0,2,0,3,1,6,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,436,0,22,0,0,0,0,0,2007-08-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1052",1052,20,0,11278,1,1,0,1,2,"CollgCr",0,0,0,7,5,2007,2007,0,0,0,0,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1316,1316,"GasA","GasA",1316,0,0,1316,0,0,2,0,3,1,6,1,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,440,0,20,0,0,0,0,0,2007-10-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1053",1053,60,0,9600,1,0,0,1,2,"NAmes",1,0,0,6,6,1964,1978,0,0,0,0,1978,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",272,"TA","TA","CBlock","TA","TA","No","Rec",442,"Unf",0,374,816,"GasA","GasA",1127,850,0,1977,0,1,1,1,4,1,9,1,1964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,540,0,52,0,0,0,0,0,2007-06-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"1054",1054,20,0,8630,1,0,0,1,0,"Edwards",0,0,0,5,6,1957,2002,0,0,0,1,2002,"Hip","CompShg","HdBoard","HdBoard","Stone",145,"TA","TA","CBlock","TA","TA","Av","Rec",383,"Unf",0,833,1216,"GasA","GasA",1526,0,0,1526,0,0,1,0,4,1,7,1,1957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,364,116,78,0,0,0,0,0,2010-05-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1055",1055,60,0,11457,1,0,0,1,2,"CollgCr",0,0,0,8,5,2002,2002,0,0,0,0,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",210,"Gd","TA","PConc","Gd","TA","Mn","GLQ",932,"Unf",0,133,1065,"GasA","GasA",1091,898,0,1989,1,0,2,1,3,1,7,1,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,586,199,60,0,0,0,0,0,2006-11-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1056",1056,20,0,11465,1,0,0,1,0,"NWAmes",0,0,0,6,5,1976,1976,0,0,0,0,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",160,"TA","TA","CBlock","Gd","TA","No","ALQ",644,"Unf",0,549,1193,"GasA","GasA",1523,0,0,1523,0,1,2,0,3,1,7,1,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,478,0,0,0,0,189,0,0,2008-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1057",1057,120,0,7095,1,1,0,1,0,"NridgHt",0,0,3,7,5,2005,2005,0,0,0,0,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",240,"Gd","TA","PConc","Gd","TA","Av","GLQ",659,"Unf",0,705,1364,"GasA","GasA",1364,0,0,1364,1,0,2,0,2,1,6,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,484,192,36,0,0,0,0,0,2006-06-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1058",1058,60,0,29959,1,2,0,1,1,"NoRidge",0,0,0,7,6,1994,1994,0,0,0,0,1994,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",595,"Unf",0,378,973,"GasA","GasA",979,871,0,1850,0,0,2,1,3,1,7,1,1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,467,168,98,0,0,0,0,0,2009-01-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1059",1059,60,0,11404,1,1,0,1,0,"NridgHt",0,0,0,9,5,2008,2008,0,0,0,0,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",154,"Ex","TA","PConc","Ex","TA","Av","GLQ",936,"Unf",0,168,1104,"GasA","GasA",1130,1054,0,2184,1,0,2,1,3,1,10,1,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,836,0,102,0,0,0,0,0,2009-07-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1060",1060,50,0,11275,1,1,3,1,2,"Crawfor",0,0,0,6,7,1932,1950,0,0,0,1,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",480,"TA","TA","CBlock","TA","TA","Mn","Rec",297,"LwQ",557,0,854,"GasA","GasA",1096,895,0,1991,0,0,1,1,3,1,7,1,1977,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,432,0,0,19,0,0,0,0,2007-03-01,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1061",1061,120,0,4961,1,0,0,1,0,"StoneBr",0,0,3,8,5,2001,2001,0,0,0,0,2001,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",616,"Unf",0,722,1338,"GasA","GasA",1338,0,0,1338,1,0,2,0,2,1,6,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,582,0,0,170,0,0,0,0,2010-04-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1062",1062,30,2,18120,0,0,2,1,0,"IDOTRR",0,0,0,3,4,1935,1950,0,0,0,0,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Fa","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,894,894,"GasA","GasA",894,0,0,894,0,0,1,0,2,1,6,0,1994,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1248,0,20,0,0,0,0,560,2008-08-01,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"1063",1063,190,1,13685,1,0,0,1,0,"OldTown",0,0,1,5,5,1900,1950,1,0,0,0,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,662,662,"GasA","GasA",1422,915,0,2337,0,0,2,0,5,2,10,0,1945,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,560,0,57,0,0,0,0,0,2007-09-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1064",1064,30,1,6050,1,0,0,1,0,"OldTown",1,0,0,6,6,1925,1980,0,0,0,0,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",397,"Unf",0,706,1103,"GasA","GasA",1103,0,0,1103,0,0,1,0,2,1,5,1,1976,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,440,166,120,0,0,0,0,0,2006-07-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1065",1065,20,0,11000,1,1,0,1,3,"NAmes",0,0,0,5,6,1966,1966,0,0,0,0,1966,"Gable","CompShg","Plywood","Plywood","BrkFace",200,"TA","TA","CBlock","TA","TA","Mn","BLQ",740,"Rec",230,184,1154,"GasA","GasA",1154,0,0,1154,0,0,1,1,3,1,6,1,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,480,0,58,0,0,0,0,0,2009-11-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1066",1066,60,0,14080,1,0,0,1,0,"ClearCr",0,0,0,7,5,1996,1997,0,0,0,1,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1201,"Unf",0,105,1306,"GasA","GasA",1306,954,0,2260,1,0,2,1,3,1,7,0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,533,296,44,0,0,0,0,0,2010-04-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1067",1067,60,0,7896,1,1,0,1,0,"Gilbert",0,0,0,6,7,1993,1994,0,0,0,0,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,799,799,"GasA","GasA",799,772,0,1571,0,0,2,1,3,1,7,1,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,380,0,40,0,0,0,0,0,2009-05-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1068",1068,60,0,9840,1,0,0,1,0,"NAmes",0,0,0,6,6,1964,1964,0,0,0,1,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",360,"TA","TA","CBlock","TA","TA","Gd","GLQ",674,"LwQ",106,0,780,"GasA","GasA",798,813,0,1611,1,0,1,1,4,1,7,0,1964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,442,328,128,0,0,189,0,0,2008-06-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1069",1069,160,1,4006,1,0,0,1,0,"MeadowV",0,0,3,6,4,1973,1973,0,0,0,0,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",837,"Unf",0,105,942,"GasA","GasA",1291,1230,0,2521,1,0,2,1,5,1,10,1,1973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,576,728,20,0,0,0,0,0,2006-06-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"1070",1070,45,0,9660,1,0,0,1,0,"NAmes",0,0,0,5,7,1949,2003,0,0,0,0,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",220,"Unf",0,625,845,"GasA","GasA",893,0,0,893,0,1,1,0,2,1,4,0,1985,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,576,0,0,0,0,0,0,0,2007-05-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1071",1071,20,0,10224,1,0,0,1,0,"NAmes",0,0,0,5,5,1956,1956,0,0,0,0,1956,"Hip","CompShg","MetalSd","MetalSd","BrkFace",120,"TA","TA","CBlock","TA","TA","No","BLQ",586,"Unf",0,462,1048,"GasA","GasA",1048,0,0,1048,1,0,1,0,3,1,6,0,1956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,286,0,20,0,0,192,0,0,2007-06-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1072",1072,60,0,11778,1,0,0,1,0,"NWAmes",3,0,0,6,6,1968,1968,0,0,0,0,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",298,"Unf",0,429,727,"GasA","GasA",829,727,0,1556,0,0,1,1,4,1,8,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,441,0,0,0,0,0,0,0,2009-05-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1073",1073,50,0,7635,1,0,0,1,0,"Edwards",1,0,0,5,3,1948,1950,0,0,0,0,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Fa","Fa","Mn","Unf",0,"Unf",0,810,810,"GasA","GasA",1002,454,0,1456,1,1,1,0,4,1,7,1,1954,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,280,0,0,0,0,0,0,0,2006-08-01,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1074",1074,60,0,8025,1,1,1,1,2,"Edwards",0,0,0,6,6,1977,1977,0,0,0,0,1977,"Hip","CompShg","HdBoard","Plywood","BrkFace",140,"TA","TA","CBlock","TA","TA","No","BLQ",535,"Unf",0,155,690,"GasA","GasA",698,728,0,1426,0,0,1,1,3,1,6,0,1977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,440,252,0,0,0,0,0,0,2009-07-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1075",1075,20,0,8630,1,0,0,1,0,"CollgCr",0,0,0,7,5,2006,2006,0,0,0,0,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1240,1240,"GasA","GasA",1240,0,0,1240,0,0,2,0,2,1,5,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,826,140,93,0,0,0,0,0,2007-05-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1076",1076,70,0,13200,1,0,0,1,0,"Crawfor",0,0,0,7,6,1940,1984,0,0,0,0,1984,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",410,"Unf",0,390,800,"GasA","GasA",960,780,0,1740,0,0,1,1,3,1,6,2,1940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,240,0,0,0,0,0,0,0,2007-07-01,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1077",1077,50,0,10860,1,0,0,1,0,"OldTown",0,0,0,5,8,1936,1989,1,0,0,0,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","ALQ",626,"Unf",0,170,796,"GasA","GasA",1096,370,0,1466,0,1,2,0,3,1,7,1,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,566,436,21,0,0,0,0,500,2006-04-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"1078",1078,20,0,15870,1,1,0,1,2,"NAmes",0,0,0,5,5,1969,1969,0,0,0,0,1969,"Gable","CompShg","VinylSd","Plywood","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",75,"Rec",791,230,1096,"GasA","GasA",1096,0,0,1096,1,0,1,0,3,1,6,0,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299,240,32,0,0,0,0,0,2006-03-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1079",1079,120,1,4472,1,0,0,1,0,"CollgCr",0,0,3,6,5,2004,2004,0,0,0,0,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Mn","GLQ",662,"Unf",0,186,848,"GasA","GasA",848,0,0,848,1,0,1,0,1,1,3,1,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,420,140,0,0,0,0,0,0,2006-05-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1080",1080,20,0,8840,1,0,0,1,0,"CollgCr",0,0,0,5,5,1994,1994,0,0,0,0,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",495,"Unf",0,495,990,"GasA","GasA",990,0,0,990,0,0,1,0,3,1,5,0,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299,0,64,0,0,0,0,0,2007-04-01,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1081",1081,20,0,11120,1,0,0,1,0,"NWAmes",0,0,0,6,7,1971,2004,0,0,0,0,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",144,"Gd","Gd","CBlock","TA","TA","No","ALQ",656,"Unf",0,602,1258,"GasA","GasA",1258,0,0,1258,0,1,2,0,3,1,5,0,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,528,55,0,0,216,0,0,0,2008-10-01,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1082",1082,20,0,7575,1,0,0,1,2,"Sawyer",1,0,0,5,5,1963,1963,0,0,0,0,1963,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",824,"Unf",0,216,1040,"GasA","GasA",1040,0,0,1040,1,0,1,1,3,1,5,0,1963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308,0,0,220,0,0,0,0,2010-06-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1083",1083,20,0,8819,1,0,0,1,0,"CollgCr",0,0,0,7,5,2002,2002,0,0,0,0,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",100,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1459,1459,"GasA","GasA",1459,0,0,1459,0,0,2,0,3,1,6,1,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,527,192,39,0,0,0,0,0,2007-09-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"1084",1084,20,0,8880,1,0,0,1,0,"NAmes",0,0,0,6,6,1964,1964,0,0,0,0,1964,"Hip","CompShg","HdBoard","HdBoard","BrkFace",425,"TA","TA","CBlock","TA","TA","No","BLQ",553,"Unf",0,698,1251,"GasA","GasA",1251,0,0,1251,1,0,1,0,3,1,6,2,1964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,461,0,116,0,0,0,0,700,2006-03-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
