"id","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","x3ssnporch","screenporch","poolarea","miscval","dtsold","paveddrive_fp","paveddrive_fy","saletype_fcon","saletype_fconld","saletype_fconli","saletype_fconlw","saletype_fcwd","saletype_fnew","saletype_foth","saletype_fwd","garagefinish_fnone","garagefinish_frfn","garagefinish_funf","garagecond_ffa","garagecond_fgd","garagecond_fnone","garagecond_fpo","garagecond_fta","garagequal_ffa","garagequal_fgd","garagequal_fnone","garagequal_fpo","garagequal_fta","poolqc_ffa","poolqc_fgd","poolqc_fnone","fence_fgdwo","fence_fmnprv","fence_fmnww","fence_fnone","miscfeature_fnone","miscfeature_fothr","miscfeature_fshed","miscfeature_ftenc","x1stflrsf","x2ndflrsf","lowqualfinsf","grlivarea","bsmtfullbath","bsmthalfbath","fullbath","halfbath","bedroomabvgr","kitchenabvgr","totrmsabvgrd","fireplaces","garageyrblt","heatingqc_ex","heatingqc_fa","heatingqc_gd","heatingqc_po","centralair_y","electrical_fusef","electrical_fusep","electrical_mix","electrical_sbrkr","garagetype_2types","garagetype_attchd","garagetype_basment","garagetype_builtin","garagetype_carport","garagetype_detchd","kitchenqual_ex","kitchenqual_fa","kitchenqual_gd","functional_maj1","functional_maj2","functional_min1","functional_min2","functional_mod","functional_sev","fireplacequ_ex","fireplacequ_fa","fireplacequ_gd","fireplacequ_po","fireplacequ_ta","yearremodadd","roofstyle","roofmatl","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtfinsf2","bsmtunfsf","totalbsmtsf","heating","mssubclass","mszoning","lotarea","street","lotshape","landcontour","utilities","lotconfig","neighborhood","condition1","condition2","bldgtype","overallqual","overallcond","yearbuilt","yearremodadd1","alley_grvl","alley_pave","landslope_sev","landslope_mod","saleprice"
"1029",1029,1,240,0,0,0,0,0,0,0,"2007-04-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,968,408,0,1376,1,0,1,0,3,1,6,1,1941,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",368,"BLQ",41,359,768,"GasA",50,1,9571,1,0,0,1,0,"NAmes",1,0,0,5,5,1941,1950,0,0,0,0,105000
"1030",1030,1,264,0,28,0,0,0,0,0,"2006-05-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,672,546,0,1218,0,1,1,1,3,1,7,0,1972,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",281,"TA","TA","CBlock","TA","TA","No","BLQ",317,"Unf",0,355,672,"GasA",160,2,1701,1,0,0,1,0,"BrDale",0,0,4,6,7,1972,1972,0,0,0,0,118000
"1031",1031,0,0,0,0,228,0,0,0,0,"2006-07-01",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,948,980,0,1928,0,0,2,0,5,2,10,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",0,686,686,"GasA",190,3,7082,1,0,0,1,0,"SWISU",0,0,1,5,8,1916,1995,0,0,0,0,160000
"1032",1032,2,672,136,63,0,0,0,0,0,"2009-08-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1687,998,397,3082,1,0,2,1,5,1,12,2,1970,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","TA","TA","No","GLQ",523,"Unf",0,301,824,"GasA",75,1,15965,1,0,0,1,2,"SWISU",0,0,0,7,3,1920,1970,0,0,0,0,197000
"1033",1033,3,796,209,55,0,0,0,0,0,"2006-11-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1352,1168,0,2520,1,0,2,1,5,1,10,1,1993,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1993,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","Gd","PConc","Gd","Gd","No","GLQ",1012,"Unf",0,326,1338,"GasA",60,1,14541,1,1,0,1,2,"NoRidge",0,0,0,8,7,1993,1993,0,0,0,0,310000
"1034",1034,3,900,0,136,0,0,0,0,0,"2006-02-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1654,0,0,1654,1,0,2,0,3,1,6,0,2002,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,"Gable","CompShg","VinylSd","VinylSd","Stone",295,"Gd","TA","PConc","Gd","TA","No","GLQ",986,"Unf",0,668,1654,"GasA",20,1,8125,1,0,0,1,0,"CollgCr",0,0,0,7,5,2002,2002,0,0,0,0,230000
"1035",1035,1,240,0,0,0,0,0,0,0,"2007-06-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,954,0,0,954,0,0,1,0,2,1,5,1,1938,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Fa","Fa","No","Unf",0,"Unf",0,920,920,"GasA",30,1,6355,1,0,1,1,0,"Crawfor",0,0,0,5,7,1938,1950,0,0,0,0,119750
"1036",1036,1,290,186,0,0,0,0,0,0,"2009-01-01",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,845,0,0,845,0,0,1,0,3,1,5,0,1957,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","Slab","None","None","None","None",0,"None",0,0,0,"GasA",20,1,11500,1,1,0,1,3,"Edwards",0,0,0,4,3,1957,1957,0,0,0,0,84000
"1037",1037,3,912,228,0,0,0,0,0,0,"2009-09-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1620,0,0,1620,1,0,2,0,2,1,6,1,2008,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",70,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1022,"Unf",0,598,1620,"GasA",20,1,12987,1,1,3,1,0,"Timber",0,0,0,9,5,2007,2008,0,0,0,0,315500
"1038",1038,2,905,0,45,0,0,189,0,0,"2008-09-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1055,1208,0,2263,0,0,2,1,3,1,7,1,2001,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",396,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1055,1055,"GasA",60,1,9240,1,0,0,1,0,"CollgCr",0,0,0,8,5,2001,2002,0,0,0,0,287000
"1039",1039,0,0,0,0,0,0,0,0,0,"2009-05-01",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,798,546,0,1344,0,0,1,1,3,1,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA",160,2,1554,1,0,0,1,0,"MeadowV",0,0,4,4,6,1970,2008,0,0,0,0,97000
"1040",1040,1,286,0,0,0,0,0,0,0,"2009-04-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,630,0,0,630,1,0,1,0,1,1,3,0,1970,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",509,"Unf",0,121,630,"GasA",180,2,1498,1,0,0,1,0,"MeadowV",0,0,3,4,4,1970,1970,0,0,0,0,80000
"1041",1041,2,484,0,0,0,0,0,0,0,"2006-01-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1803,0,0,1803,1,0,2,0,3,1,8,1,1957,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkCmn",67,"TA","TA","CBlock","TA","TA","No","Rec",168,"BLQ",682,284,1134,"GasA",20,1,13213,1,0,0,1,2,"Sawyer",0,0,0,5,4,1957,2000,0,0,0,0,155000
"1042",1042,2,484,0,40,0,0,0,0,0,"2008-07-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,800,832,0,1632,0,1,1,1,4,1,7,0,1966,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",252,"TA","TA","CBlock","TA","TA","No","GLQ",400,"Rec",64,336,800,"GasA",60,1,9130,1,0,0,1,0,"NWAmes",1,0,0,6,8,1966,2000,0,0,0,0,173000
"1043",1043,2,624,170,63,0,0,0,0,0,"2009-08-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1306,0,0,1306,1,0,2,0,1,1,5,1,2005,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",135,"Gd","TA","PConc","Gd","TA","Av","ALQ",900,"Unf",0,406,1306,"GasA",120,1,5415,1,1,0,1,0,"NridgHt",0,0,4,6,5,2005,2005,0,0,0,0,196000
"1044",1044,2,514,192,121,0,0,0,0,0,"2008-05-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1532,797,0,2329,1,0,2,1,4,1,10,1,1990,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1990,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,"TA","TA","PConc","Gd","TA","No","GLQ",1085,"Unf",0,390,1475,"GasA",60,1,11925,1,0,0,1,0,"SawyerW",0,0,0,7,5,1990,1990,0,0,0,0,262280
"1045",1045,2,542,474,120,0,0,0,0,0,"2009-07-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2524,0,0,2524,1,0,2,1,4,1,9,1,1981,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1981,"Hip","WdShngl","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","No","ALQ",1104,"Unf",0,1420,2524,"GasA",20,1,9680,1,0,0,1,0,"NWAmes",2,0,0,8,5,1981,1981,0,0,0,0,278000
"1046",1046,2,452,0,0,0,0,0,0,0,"2009-06-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1733,0,0,1733,0,0,2,0,4,1,8,1,1955,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1955,"Hip","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA",20,1,13680,1,1,0,1,3,"Edwards",0,0,0,3,5,1955,1955,0,0,0,0,139600
"1047",1047,3,716,214,108,0,0,0,0,0,"2006-07-01",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1992,876,0,2868,0,0,3,1,4,1,11,1,2005,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,"Hip","CompShg","CemntBd","CmentBd","Stone",208,"Gd","TA","PConc","Ex","TA","Av","GLQ",240,"Unf",0,1752,1992,"GasA",60,1,16141,1,1,0,1,0,"StoneBr",0,0,0,9,5,2005,2006,0,0,0,0,556581
"1048",1048,2,672,0,0,0,0,0,0,0,"2008-02-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,990,0,0,990,0,1,1,0,3,1,5,0,1996,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",686,"Unf",0,304,990,"GasA",20,1,9302,1,2,0,1,0,"CollgCr",0,0,0,5,5,1994,1995,0,0,0,0,145000
"1049",1049,2,336,0,0,0,0,0,0,0,"2009-11-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1771,0,0,1771,0,0,1,0,3,1,9,1,1960,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2006,"Hip","CompShg","HdBoard","HdBoard","BrkFace",75,"TA","Fa","Slab","None","None","None","None",0,"None",0,0,0,"GasA",20,1,21850,1,0,0,1,0,"Mitchel",0,0,0,5,4,1960,2006,0,0,0,0,115000
"1050",1050,1,308,0,0,0,0,0,0,0,"2010-04-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,930,0,0,930,0,0,1,0,2,1,6,0,1946,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","None","None","None","None",0,"None",0,0,0,"GasA",20,1,11160,1,0,2,1,0,"Edwards",0,0,0,4,7,1946,2006,0,0,0,0,84900
"1051",1051,2,436,0,22,0,0,0,0,0,"2007-08-01",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1302,0,0,1302,0,0,2,0,3,1,6,0,2007,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1302,1302,"GasA",20,1,9066,1,1,0,1,0,"Gilbert",0,0,0,7,5,2007,2007,0,0,0,0,176485
"1052",1052,2,440,0,20,0,0,0,0,0,"2007-10-01",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1316,0,0,1316,0,0,2,0,3,1,6,1,2007,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1316,1316,"GasA",20,1,11278,1,1,0,1,2,"CollgCr",0,0,0,7,5,2007,2007,0,0,0,0,200141
"1053",1053,2,540,0,52,0,0,0,0,0,"2007-06-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1127,850,0,1977,0,1,1,1,4,1,9,1,1964,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1978,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",272,"TA","TA","CBlock","TA","TA","No","Rec",442,"Unf",0,374,816,"GasA",60,1,9600,1,0,0,1,2,"NAmes",1,0,0,6,6,1964,1978,0,0,0,0,165000
"1054",1054,1,364,116,78,0,0,0,0,0,"2010-05-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1526,0,0,1526,0,0,1,0,4,1,7,1,1957,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2002,"Hip","CompShg","HdBoard","HdBoard","Stone",145,"TA","TA","CBlock","TA","TA","Av","Rec",383,"Unf",0,833,1216,"GasA",20,1,8630,1,0,0,1,0,"Edwards",0,0,0,5,6,1957,2002,0,0,0,1,144500
"1055",1055,2,586,199,60,0,0,0,0,0,"2006-11-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1091,898,0,1989,1,0,2,1,3,1,7,1,2002,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",210,"Gd","TA","PConc","Gd","TA","Mn","GLQ",932,"Unf",0,133,1065,"GasA",60,1,11457,1,0,0,1,2,"CollgCr",0,0,0,8,5,2002,2002,0,0,0,0,255000
"1056",1056,2,478,0,0,0,0,189,0,0,"2008-05-01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1523,0,0,1523,0,1,2,0,3,1,7,1,1976,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",160,"TA","TA","CBlock","Gd","TA","No","ALQ",644,"Unf",0,549,1193,"GasA",20,1,11465,1,0,0,1,0,"NWAmes",0,0,0,6,5,1976,1976,0,0,0,0,180000
"1057",1057,2,484,192,36,0,0,0,0,0,"2006-06-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1364,0,0,1364,1,0,2,0,2,1,6,1,2005,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",240,"Gd","TA","PConc","Gd","TA","Av","GLQ",659,"Unf",0,705,1364,"GasA",120,1,7095,1,1,0,1,0,"NridgHt",0,0,3,7,5,2005,2005,0,0,0,0,185850
"1058",1058,2,467,168,98,0,0,0,0,0,"2009-01-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,979,871,0,1850,0,0,2,1,3,1,7,1,1994,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1994,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",595,"Unf",0,378,973,"GasA",60,1,29959,1,2,0,1,1,"NoRidge",0,0,0,7,6,1994,1994,0,0,0,0,248000
"1059",1059,3,836,0,102,0,0,0,0,0,"2009-07-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1130,1054,0,2184,1,0,2,1,3,1,10,1,2008,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",154,"Ex","TA","PConc","Ex","TA","Av","GLQ",936,"Unf",0,168,1104,"GasA",60,1,11404,1,1,0,1,0,"NridgHt",0,0,0,9,5,2008,2008,0,0,0,0,335000
"1060",1060,2,432,0,0,19,0,0,0,0,"2007-03-01",0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1096,895,0,1991,0,0,1,1,3,1,7,1,1977,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",480,"TA","TA","CBlock","TA","TA","Mn","Rec",297,"LwQ",557,0,854,"GasA",50,1,11275,1,1,3,1,2,"Crawfor",0,0,0,6,7,1932,1950,0,0,0,1,220000
"1061",1061,2,582,0,0,170,0,0,0,0,"2010-04-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1338,0,0,1338,1,0,2,0,2,1,6,0,2001,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",616,"Unf",0,722,1338,"GasA",120,1,4961,1,0,0,1,0,"StoneBr",0,0,3,8,5,2001,2001,0,0,0,0,213500
"1062",1062,3,1248,0,20,0,0,0,0,560,"2008-08-01",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,894,0,0,894,0,0,1,0,2,1,6,0,1994,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Fa","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,894,894,"GasA",30,0,18120,0,0,2,1,0,"IDOTRR",0,0,0,3,4,1935,1950,0,0,0,0,81000
"1063",1063,2,560,0,57,0,0,0,0,0,"2007-09-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1422,915,0,2337,0,0,2,0,5,2,10,0,1945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,662,662,"GasA",190,2,13685,1,0,0,1,0,"OldTown",0,0,1,5,5,1900,1950,1,0,0,0,90000
"1064",1064,2,440,166,120,0,0,0,0,0,"2006-07-01",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1103,0,0,1103,0,0,1,0,2,1,5,1,1976,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",397,"Unf",0,706,1103,"GasA",30,2,6050,1,0,0,1,0,"OldTown",1,0,0,6,6,1925,1980,0,0,0,0,110500
"1065",1065,2,480,0,58,0,0,0,0,0,"2009-11-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1154,0,0,1154,0,0,1,1,3,1,6,1,1966,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1966,"Gable","CompShg","Plywood","Plywood","BrkFace",200,"TA","TA","CBlock","TA","TA","Mn","BLQ",740,"Rec",230,184,1154,"GasA",20,1,11000,1,1,0,1,3,"NAmes",0,0,0,5,6,1966,1966,0,0,0,0,154000
"1066",1066,2,533,296,44,0,0,0,0,0,"2010-04-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1306,954,0,2260,1,0,2,1,3,1,7,0,1996,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1201,"Unf",0,105,1306,"GasA",60,1,14080,1,0,0,1,0,"ClearCr",0,0,0,7,5,1996,1997,0,0,0,1,328000
"1067",1067,2,380,0,40,0,0,0,0,0,"2009-05-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,799,772,0,1571,0,0,2,1,3,1,7,1,1993,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,799,799,"GasA",60,1,7896,1,1,0,1,0,"Gilbert",0,0,0,6,7,1993,1994,0,0,0,0,178000
"1068",1068,2,442,328,128,0,0,189,0,0,"2008-06-01",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,798,813,0,1611,1,0,1,1,4,1,7,0,1964,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",360,"TA","TA","CBlock","TA","TA","Gd","GLQ",674,"LwQ",106,0,780,"GasA",60,1,9840,1,0,0,1,0,"NAmes",0,0,0,6,6,1964,1964,0,0,0,1,167900
"1069",1069,2,576,728,20,0,0,0,0,0,"2006-06-01",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1291,1230,0,2521,1,0,2,1,5,1,10,1,1973,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",837,"Unf",0,105,942,"GasA",160,2,4006,1,0,0,1,0,"MeadowV",0,0,3,6,4,1973,1973,0,0,0,0,151400
