"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1308,"20","RL",60,8072,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","5","5",1994,1995,"Low","Low","VinylSd","VinylSd","None",0,"TA","Gd","Other","Gd","High","No","Med",746,"Unf",0,244,990,"GasA","Ex","Y","High",990,0,0,990,1,0,1,0,3,1,"TA",5,"High",0,"Low","Med",2000,"Unf",2,480,"TA","TA","Y",0,64,0,0,0,0,"Low","None","None",0,5,2009,"Med","Med_High",138000
1309,"20","Othr",100,12000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","5","7",1948,2005,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","High",144,"ALQ",608,172,924,"GasA","Ex","Y","High",1122,0,0,1122,1,0,1,0,2,1,"Gd",6,"High",0,"Low","High",1948,"Unf",2,528,"TA","TA","Y",0,36,0,0,0,0,"Low","Med","None",0,5,2008,"Med","Med_High",147000
1310,"20","RL",62.5987458584223,7153,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","6","5",1991,1991,"Low","Low","High","Med","BrkFace",88,"TA","TA","Stone","Gd","High","No","High",1200,"Unf",0,78,1278,"GasA","Med","Y","High",1294,0,0,1294,1,0,2,0,3,1,"Gd",6,"High",0,"Low","High",1991,"RFn",2,496,"TA","TA","Y",112,51,0,0,0,0,"Low","Med","None",0,6,2008,"Med","Med_High",179200
1311,"20","RL",100,17500,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","High","Norm","Fam","Med","7","8",1959,2002,"Low","Low","Highest","Med","None",0,"Gd","Gd","Other","Gd","High","Med","High",1406,"Unf",0,496,1902,"GasA","Med","Y","High",1902,0,0,1902,1,0,2,0,3,1,"Ex",7,"High",2,"TA","High",1959,"Fin",2,567,"TA","TA","Y",0,207,162,0,0,0,"Low","None","None",0,5,2010,"Med","Med_High",335000
1312,"20","RL",68,8814,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",2005,2007,"Low","Low","VinylSd","VinylSd","BrkFace",80,"Gd","TA","Other","Gd","High","No","High",925,"Unf",0,349,1274,"GasA","Ex","Y","High",1274,0,0,1274,1,0,2,0,3,1,"Gd",6,"High",0,"Low","High",2005,"RFn",2,508,"TA","TA","Y",264,98,0,0,0,0,"Low","None","None",0,1,2007,"High","High",203000
1313,"60","RL",68.966736406493,9572,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","8","5",1990,1990,"Low","Low","Med","Low","BrkFace",336,"Gd","TA","Other","Ex","High","No","High",482,"Unf",0,971,1453,"GasA","Ex","Y","High",1453,1357,0,2810,0,0,2,1,4,1,"Gd",9,"High",1,"Ex","High",1990,"RFn",2,750,"Gd","Gd","Y",500,0,0,0,0,0,"Low","None","None",0,6,2007,"Med","Med_High",302000
1314,"60","RL",108,14774,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","9","5",1999,1999,"Low","Low","VinylSd","VinylSd","BrkFace",165,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,1393,1393,"GasA","Ex","Y","High",1422,1177,0,2599,0,0,2,1,4,1,"Gd",10,"High",1,"TA","Highest",1999,"Fin",3,779,"TA","TA","Y",668,30,0,0,0,0,"Low","None","None",0,5,2010,"Med","Med_High",333168
1315,"20","RL",60,8190,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","4","6",1954,1954,"Med","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",732,"Unf",0,216,948,"GasA","Ex","Y","High",948,0,0,948,1,0,1,0,3,1,"TA",5,"High",1,"TA","Med",1956,"Unf",1,280,"TA","TA","Y",0,36,0,0,0,0,"Low","None","None",0,10,2007,"Med","Med_High",119000
1316,"60","RL",85,11075,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","High","6","5",1969,1969,"Low","Low","High","Med","None",0,"TA","TA","Stone","None","High","Med","Med",500,"LwQ",276,176,952,"GasA","Med","Y","High",1092,1020,0,2112,0,0,2,1,4,1,"TA",9,"High",2,"TA","High",1969,"Unf",2,576,"TA","TA","Y",280,0,0,0,0,0,"Low","None","None",0,6,2008,"Med","Med_High",206900
1317,"20","RL",61,10226,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","8","5",2008,2008,"Low","Low","VinylSd","VinylSd","Stone",270,"Gd","TA","Other","Ex","High","Gd","Med",0,"Unf",0,1622,1622,"GasA","Ex","Y","High",1630,0,0,1630,1,0,2,0,3,1,"Ex",8,"High",1,"TA","High",2008,"RFn",3,860,"TA","TA","Y",172,42,0,0,0,0,"Low","None","None",0,1,2009,"Med","Med_High",295493
1318,"120","FV",47,4230,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","7","5",2006,2007,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Ex","High","No","Med",0,"Unf",0,1352,1352,"GasA","Ex","Y","High",1352,0,0,1352,0,0,2,0,2,1,"Gd",5,"High",1,"TA","High",2006,"RFn",2,466,"TA","TA","Y",0,241,0,0,0,0,"Low","None","None",0,4,2007,"High","High",208900
1319,"20","RL",82.6793708690397,14781,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_High","Med","Norm","Fam","Med","8","5",2001,2002,"Med","Low","VinylSd","VinylSd","BrkFace",178,"Gd","TA","Other","Gd","High","Gd","Med",0,"Unf",0,1753,1753,"GasA","Ex","Y","High",1787,0,0,1787,0,0,2,0,3,1,"Gd",7,"High",1,"TA","High",2001,"RFn",3,748,"TA","TA","Y",198,150,0,0,0,0,"Low","None","None",0,8,2006,"Med","Med_High",275000
1320,"20","RL",75,10215,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","4","5",1954,1954,"Med","Low","Med","Low","BrkFace",132,"TA","TA","Other","TA","High","No","Med",492,"Unf",0,372,864,"GasA","Ex","Y","High",948,0,0,948,0,0,1,0,3,1,"TA",5,"High",0,"Low","High",1954,"Unf",1,248,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,2,2007,"Med","Med_High",111000
1321,"20","RL",70,8400,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","Low",1957,1957,"Med","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","Med",189,"Rec",661,628,1478,"GasA","Med","Y","High",1478,0,0,1478,1,0,1,1,3,1,"TA",6,"High",2,"TA","High",1957,"RFn",2,442,"TA","TA","Y",114,0,0,0,216,0,"Low","None","None",0,6,2009,"Med","Med_High",156500
1322,"20","RL",61.2140567189906,6627,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam","Med","3","6",1949,1950,"Med","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","None","Med","None","None",0,"None",0,0,0,"Floor","Med","N","High",720,0,0,720,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1955,"Unf",1,287,"TA","Fa","Y",0,0,0,0,0,0,"Low","None","None",0,7,2008,"Med","Med_High",72500
1323,"60","RL",107,10186,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","7","5",1992,1992,"Low","Low","High","Med","None",0,"Gd","TA","Other","Gd","High","No","High",674,"Unf",0,76,750,"GasA","Ex","Y","High",1061,862,0,1923,1,0,2,1,3,1,"Gd",8,"High",1,"TA","High",1992,"RFn",2,564,"TA","TA","Y",240,39,0,0,0,0,"Low","None","None",0,6,2010,"Med","Med_High",190000
1324,"30","RL",50,5330,"Pave","None","Reg","HLS","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","4","7",1940,1950,"Med","Low","VinylSd","VinylSd","None",0,"Fa","TA","Stone","TA","High","No","Low",280,"Unf",0,140,420,"GasA","Med","Y","High",708,0,0,708,0,0,1,0,2,1,"Fa",5,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",164,0,0,0,0,0,"Low","None","None",0,12,2009,"Med","Med_High",82500
1325,"20","RL",75,9986,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","8","5",2006,2007,"Low","Low","VinylSd","VinylSd","BrkFace",428,"Gd","TA","Other","Ex","High","Med","Med",0,"Unf",0,1795,1795,"GasA","Ex","Y","High",1795,0,0,1795,0,0,2,0,2,1,"Gd",7,"High",1,"TA","High",2007,"RFn",3,895,"TA","TA","Y",0,49,0,0,0,0,"Low","None","None",0,2,2007,"High","High",147000
1326,"30","Othr",40,3636,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam","Med","4","4",1922,1950,"Low","Low","Low","Lowest","None",0,"TA","TA","BrkTil","TA","Med","No","Med",0,"Unf",0,796,796,"GasA","Med","N","High",796,0,0,796,0,0,1,0,2,1,"TA",5,"High",0,"Low","Low",9999,"None",0,0,"None","None","N",0,0,100,0,0,0,"Low","Med","None",0,1,2008,"Med","Med_High",55000
1327,"30","Othr",70,4270,"Pave","None","Reg","Bnk","AllPub","NotCulD","Othr","Low","Med","Norm","Fam","Med","3","6",1931,2006,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Low",544,"Unf",0,0,544,"GasA","Ex","Y","High",774,0,0,774,0,0,1,0,3,1,"Gd",6,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",0,0,286,0,0,0,"Low","None","None",0,5,2007,"Med","Med_High",79000
1328,"20","RL",60,6600,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Med","Norm","Fam","Med","5","9",1982,2008,"Low","Low","VinylSd","VinylSd","None",0,"Gd","Gd","Stone","TA","High","No","Med",641,"Unf",0,175,816,"GasA","Ex","Y","High",816,0,0,816,0,1,1,0,3,1,"Gd",5,"High",1,"Ex","High",1982,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,10,2008,"Med","Med_High",130500
1329,"50","Othr",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Low","6","7",1920,1950,"Low","Low","Highest","Low","None",0,"Gd","Gd","BrkTil","Gd","High","No","Low",493,"Unf",0,1017,1510,"GasW","Ex","Y","High",1584,1208,0,2792,0,0,2,0,5,1,"TA",8,"Med",2,"TA","Med",1920,"Unf",2,520,"Fa","TA","Y",0,547,0,0,480,0,"Low","Med","Shed",1150,6,2008,"Med","Med_High",256000
1330,"60","RL",63,9084,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","7","5",1998,1998,"Med","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",0,"Unf",0,935,935,"GasA","Med","Y","High",955,677,0,1632,0,0,2,1,3,1,"TA",8,"High",1,"TA","High",1998,"Fin",2,462,"TA","TA","Y",0,28,0,0,0,0,"Low","None","None",0,6,2006,"Med","Med_High",176500
1331,"20","RL",85,10000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","8","5",2006,2006,"Med","Low","VinylSd","VinylSd","Stone",410,"Gd","TA","Other","Gd","High","Med","Med",0,"Unf",0,1588,1588,"GasA","Ex","Y","High",1588,0,0,1588,0,0,2,0,3,1,"Gd",7,"High",1,"TA","High",2006,"RFn",3,825,"TA","TA","Y",144,45,0,0,0,0,"Low","None","None",0,12,2007,"Med","Med_High",227000
1332,"80","RL",55,10780,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","5","5",1976,1976,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","Med","Med",483,"Unf",0,428,911,"GasA","Med","Y","High",954,0,0,954,0,0,1,0,3,1,"TA",6,"High",0,"Low","Med",1976,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,7,2006,"Med","Med_High",132500
1333,"20","RL",67,8877,"Pave","None","Reg","Lvl","AllPub","NotCulD","Othr","Low","Med","Norm","Fam","Med","4","6",1938,1958,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","Med","Med",690,"Unf",0,126,816,"GasA","Ex","Y","High",816,0,0,816,1,0,1,0,2,1,"TA",3,"High",1,"TA","Med",1958,"Unf",1,288,"Fa","Fa","Y",0,0,0,0,0,0,"Low","None","None",0,5,2009,"Med","Med_High",100000
1334,"50","Othr",60,7200,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam","Low","5","6",1938,1995,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,803,803,"GasA","Ex","Y","High",803,557,0,1360,0,0,1,1,2,1,"Gd",6,"High",0,"Low","Med",1951,"Unf",1,297,"TA","TA","Y",0,65,190,0,0,0,"Low","Med","None",0,7,2006,"Med","Med_High",125500
1335,"160","Othr",24,2368,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam","High","5","6",1970,1970,"Low","Low","High","Med","None",312,"TA","TA","Stone","TA","High","No","Low",765,"Unf",0,0,765,"GasA","Med","Y","High",765,600,0,1365,0,0,1,1,3,1,"TA",7,"Med",0,"Low","High",1970,"Unf",2,440,"TA","TA","Y",0,36,0,0,0,0,"Low","None","None",0,5,2009,"Med","Med_High",125000
1336,"20","RL",80,9650,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","6","5",1977,1977,"Low","Low","Highest","Med","BrkFace",360,"TA","TA","Stone","Gd","High","No","Med",686,"Unf",0,664,1350,"GasA","Med","Y","High",1334,0,0,1334,0,1,2,0,2,1,"TA",6,"High",1,"TA","High",1977,"RFn",2,630,"TA","TA","Y",0,16,0,0,0,0,"Low","None","None",0,4,2009,"Med","Med_High",167900
1337,"90","RL",87,9246,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Low","Norm","fmCon","Med","5","5",1973,1973,"Low","Low","Highest","Med","BrkFace",564,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,1656,1656,"GasA","Med","Y","High",1656,0,0,1656,0,0,2,0,4,2,"TA",8,"High",0,"Low","Med",1973,"Unf",2,506,"TA","TA","Y",0,211,0,0,0,0,"Low","None","None",0,11,2008,"Med","Med_High",135000
1338,"30","Othr",153,4118,"Pave","Grvl","IRG","Bnk","AllPub","NotCulD","Othr","Low","Low","Norm","Fam","Med","4","4",1941,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,693,693,"Grav","Med","N","Med",693,0,0,693,0,0,1,0,2,1,"Fa",4,"High",0,"Low","Low",9999,"None",0,0,"None","None","N",0,20,0,0,0,0,"Low","None","None",0,3,2006,"Med","Med_High",52500
1339,"60","RL",95,13450,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","7","5",2002,2002,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High",700,"Unf",0,216,916,"GasA","Ex","Y","High",920,941,0,1861,1,0,2,1,3,1,"Gd",8,"High",0,"Low","Highest",2002,"RFn",2,492,"TA","TA","Y",146,91,0,0,0,0,"Low","None","None",0,6,2006,"Med","Med_High",200000
1340,"20","RL",120,9560,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","5","7",1972,1972,"Med","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","Med","Low",360,"Unf",0,504,864,"GasA","Ex","Y","High",864,0,0,864,0,0,1,0,3,1,"TA",5,"High",0,"Low","High",1972,"RFn",1,288,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,6,2006,"Med","Med_High",128500
1341,"20","RL",70,8294,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","4","5",1971,1971,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,858,858,"GasA","Med","Y","High",872,0,0,872,0,0,1,0,3,1,"TA",5,"High",0,"Low","Med",1974,"Unf",4,480,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,6,2007,"Med","Med_High",123000
1342,"20","RL",66,13695,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","RRAe","Norm","Fam","Med","6","5",2003,2004,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","High",814,"Unf",0,300,1114,"GasA","Ex","Y","High",1114,0,0,1114,1,0,1,0,3,1,"Gd",6,"High",0,"Low","Med",2004,"Unf",2,576,"TA","TA","Y",0,78,0,0,0,0,"Low","None","None",0,7,2008,"Med","Med_High",155000
1343,"60","RL",68.4481361014207,9375,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","8","5",2002,2002,"Low","Low","VinylSd","VinylSd","BrkFace",149,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,1284,1284,"GasA","Ex","Y","High",1284,885,0,2169,0,0,2,1,3,1,"Gd",7,"High",1,"TA","High",2002,"RFn",2,647,"TA","TA","Y",192,87,0,0,0,0,"Low","None","None",0,8,2007,"Med","Med_High",228500
1344,"50","RL",57,7558,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Low","6","6",1928,1950,"Low","Low","Highest","High","None",0,"TA","TA","BrkTil","TA","High","No","Med",0,"Unf",0,896,896,"GasA","Med","Y","High",1172,741,0,1913,0,0,1,1,3,1,"TA",9,"High",1,"TA","Med",1929,"Unf",2,342,"Fa","Fa","Y",0,0,0,0,0,0,"Low","None","None",0,3,2009,"Med","Med_High",177000
1345,"60","RL",85,11103,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","7","5",2006,2006,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,728,728,"GasA","Ex","Y","High",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"High",1,"TA","High",2006,"Fin",2,440,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,7,2007,"High","High",155835
1346,"30","Othr",50,6000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","4","4",1920,1950,"Med","Low","Med","Low","None",0,"TA","TA","Other","TA","High","No","Med",250,"Unf",0,710,960,"GasA","Med","Y","Med",960,0,0,960,0,0,1,0,2,1,"Fa",5,"High",0,"Low","Med",1997,"Unf",1,308,"TA","TA","Y",0,0,168,0,0,0,"Low","None","None",0,7,2007,"Med","Med_High",108500
1347,"20","RL",98.4743040184504,20781,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","True_Med","High","Norm","Fam","Med","7","7",1968,2003,"Med","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","Low",297,"Rec",68,1203,1568,"GasA","Med","Y","High",2156,0,0,2156,0,0,2,0,3,1,"TA",9,"High",1,"TA","High",1968,"RFn",2,508,"Gd","TA","Y",0,80,0,290,0,0,"Low","None","None",0,6,2006,"Med","Med_High",262500
1348,"20","RL",93,15306,"Pave","None","IRG","HLS","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","8","5",2006,2007,"Low","Low","VinylSd","VinylSd","Stone",100,"Gd","TA","Other","Ex","High","Gd","High",80,"Unf",0,1652,1732,"GasA","Ex","Y","High",1776,0,0,1776,1,0,2,0,3,1,"Gd",7,"High",1,"TA","High",2006,"Fin",3,712,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,5,2007,"High","High",283463
1349,"20","RL",86.4043426034424,16196,"Pave","None","IRG","Low","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","7","5",1998,1998,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Gd","High",1443,"Unf",0,39,1482,"GasA","Ex","Y","High",1494,0,0,1494,1,0,2,0,3,1,"Gd",5,"High",1,"Fa","High",1998,"RFn",2,514,"TA","TA","Y",402,25,0,0,0,0,"Low","None","None",0,8,2007,"Med","Med_High",215000
1350,"70","Othr",50,5250,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","High","8","5",1872,1987,"Low","Low","Med","Low","None",0,"TA","Gd","BrkTil","TA","Med","No","Low",259,"Unf",0,425,684,"OthW","Med","N","High",938,1215,205,2358,0,0,2,0,4,1,"TA",8,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",0,54,20,0,0,0,"Low","None","None",0,12,2008,"Med","Med_High",122000
1351,"90","RL",91,11643,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","fmCon","High","5","5",1969,1969,"Low","Low","Med","Low","BrkFace",368,"TA","TA","Stone","TA","High","No","Low",500,"Unf",0,748,1248,"GasA","Med","Y","High",1338,1296,0,2634,1,1,2,2,6,2,"TA",12,"High",0,"Low","Med",1969,"Unf",4,968,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,8,2009,"Med","Med_High",200000
1352,"60","RL",70,9247,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","High","6","6",1962,1962,"Low","Low","High","Med","BrkFace",318,"TA","TA","Stone","TA","High","No","Low",319,"Unf",0,539,858,"GasA","Ex","Y","High",858,858,0,1716,0,0,1,1,4,1,"TA",8,"High",1,"TA","High",1962,"Fin",2,490,"TA","TA","Y",0,84,0,0,120,0,"Low","None","None",0,3,2008,"Med","Med_High",171000
1353,"50","Othr",50,6000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Low","6","9",1937,2000,"Low","Low","Med","Low","None",0,"Gd","TA","BrkTil","TA","High","No","Med",0,"Unf",0,698,698,"GasA","Med","Y","High",786,390,0,1176,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1999,"Unf",2,624,"TA","TA","N",210,0,0,0,0,0,"Low","None","None",0,7,2009,"Med","Med_High",134900
1354,"50","RL",56,14720,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Lux","Med","Norm","Fam","Low","8","5",1995,1996,"Med","Low","VinylSd","VinylSd","BrkFace",579,"Gd","TA","Other","Gd","High","Med","High",816,"Unf",0,1217,2033,"GasA","Ex","Y","High",2053,1185,0,3238,1,0,2,1,4,1,"Gd",9,"High",1,"Ex","High",1996,"Fin",3,666,"TA","TA","Y",283,86,0,0,0,0,"Low","None","None",0,3,2010,"Med","Med_High",410000
1355,"60","RL",70.92530811702,10316,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","7","5",2000,2000,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High",735,"Unf",0,257,992,"GasA","Ex","Y","High",992,873,0,1865,1,0,2,1,3,1,"Gd",7,"High",1,"TA","High",2000,"RFn",3,839,"TA","TA","Y",0,184,0,0,0,0,"Low","None","None",0,6,2008,"Med","Med_High",235000
1356,"80","RL",102,10192,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","7","6",1968,1992,"Low","Low","Med","Low","BrkFace",143,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,570,570,"GasA","Med","Y","High",1222,698,0,1920,0,0,3,0,4,1,"Gd",8,"High",1,"TA","High",1968,"RFn",2,487,"TA","TA","Y",0,98,0,0,0,0,"Low","High","None",0,9,2006,"Med","Med_High",170000
1357,"20","RL",68.7166499649607,9477,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","5",1966,1966,"Low","Low","High","Med","BrkFace",65,"TA","TA","Stone","TA","High","No","Low",340,"Unf",0,524,864,"GasA","Med","Y","High",892,0,0,892,0,0,1,0,3,1,"TA",5,"High",0,"Low","High",1966,"RFn",1,264,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,10,2008,"Med","Med_High",110000
1358,"20","RL",76.7720658711601,12537,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","6",1971,2008,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","TA","High","No","High",734,"Unf",0,344,1078,"GasA","Ex","Y","High",1078,0,0,1078,1,0,1,1,3,1,"TA",6,"High",1,"Fa","High",1971,"Fin",2,500,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,4,2010,"Med","Med_High",149900
1359,"160","FV",49.3415319683503,2117,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","fmCon","High","6","5",2000,2000,"Low","Low","Med","Low","BrkFace",216,"Gd","TA","Other","Gd","High","No","High",378,"Unf",0,378,756,"GasA","Ex","Y","High",769,804,0,1573,0,0,2,1,3,1,"Gd",5,"High",0,"Low","Med",2000,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,"Low","None","None",0,6,2010,"Med","Med_High",177500
1360,"20","RL",129,16737,"Pave","None","Reg","Lvl","AllPub","CulD","Gtl","Lux","Med","Norm","Fam","Med","9","5",2004,2005,"Med","Low","VinylSd","VinylSd","BrkFace",66,"Gd","TA","Other","Ex","High","Med","High",1447,"Unf",0,533,1980,"GasA","Ex","Y","High",1980,0,0,1980,1,0,2,0,3,1,"Ex",8,"High",1,"TA","High",2004,"Fin",3,770,"TA","TA","Y",194,45,0,0,0,0,"Low","None","None",0,9,2006,"Med","Med_High",315000
1361,"70","RL",51,9842,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam","High","5","6",1921,1998,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","Med","No","Med",0,"Unf",0,612,612,"GasA","Ex","Y","High",990,1611,0,2601,0,0,3,1,4,1,"TA",8,"High",0,"Low","Highest",1998,"RFn",2,621,"TA","TA","Y",183,0,301,0,0,0,"Low","None","None",0,5,2008,"Med","Med_High",189000
