"Id","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1294,60,"RL",100.697567001393,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",7,"5",1976,1976,"Low","Low","High","None",0,"TA","TA","Other","Gd","High","No","High","Unf",25.2586618806302,28.8444102037119,"GasA","Med","Y","High",0,40.7921561087423,0,0,2,1,4,1,"TA",8,"High",1,"TA","High",1976,22.9782505861521,"Y",0,5.29150262212918,0,0,259,0,"Med","None",3,2006,"Med","Med_High",12.0008917945901
1295,20,"RL",90.3991150399162,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",5,"7",1955,1990,"Med","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Low","Unf",26.4007575648882,29.3938769133981,"GasA","Med","Y","High",0,29.3938769133981,1,0,1,0,2,1,"TA",5,"High",0,"Low","Med",1957,23.9165214862028,"N",0,0,0,0,0,0,"None","None",4,2006,"Med","Med_High",11.6526874073454
1296,20,"RL",91.6515138991168,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Low","Norm","Fam",5,"5",1968,1968,"Med","Low","High","BrkFace",168,"TA","TA","Stone","TA","High","Med","Low","Unf",6,32.4345494804537,"GasA","Med","Y","High",0,32.4345494804537,1,0,1,1,3,1,"TA",5,"High",0,"Low","High",1968,16.9705627484771,"Y",18.8679622641132,0,0,0,0,0,"Med","None",11,2006,"Med","Med_High",11.8386256046095
1297,20,"RL",93.2737905308881,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"6",1963,1963,"Med","Low","Med","BrkFace",148,"TA","Gd","Stone","TA","High","Med","Med","Unf",18.5472369909914,33.466401061363,"GasA","Med","Y","High",0,33.5857112474933,1,0,2,0,3,1,"TA",6,"High",0,"Low","High",1963,22.9128784747792,"Y",13.856406460551,4.47213595499958,123,0,0,0,"Med","None",12,2008,"Med","Med_High",11.9511803959014
1298,180,"Othr",60.6217782649107,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",6,"5",2005,2006,"Low","Low","VinylSd","BrkFace",82,"TA","TA","Other","Gd","High","Gd","High","Unf",0,23.388031127053,"GasA","Med","Y","High",0,32.7414110874898,1,0,2,0,2,1,"TA",5,"High",0,"Low","Med",2005,22.9128784747792,"Y",0,6.6332495807108,0,0,0,0,"None","None",6,2006,"High","High",11.8493977015914
1300,20,"RL",86.6025403784439,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",5,"7",1959,1994,"Med","Low","Highest","None",0,"TA","TA","Stone","TA","High","No","Low","Rec",0,35.2987251894456,"GasA","Ex","Y","High",0,35.2987251894456,1,0,1,1,3,1,"Gd",6,"High",0,"Low","High",1959,17.464249196573,"Y",14.7648230602334,0,0,0,0,0,"High","None",5,2010,"Med","Med_High",11.9447078813958
1301,60,"RL",103.740059764779,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","True_Med","Med","Norm","Fam",7,"5",1999,1999,"Low","Low","VinylSd","None",344,"Gd","TA","Other","Gd","High","No","High","Unf",16.8522995463527,31.2729915422238,"GasA","Ex","Y","High",0,44.5308881564246,0,0,2,1,3,1,"Gd",9,"High",1,"TA","High",1999,22.1359436211787,"Y",0,0,0,0,0,0,"None","None",5,2009,"Med","Med_High",12.3238556811866
1302,70,"RL",86.6025403784439,"Pave","None","IRG","Bnk","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",6,"7",1942,1950,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Low","Unf",14.9666295470958,27.7668867538296,"GasA","Med","Y","High",0,38.6522961801754,0,0,1,0,3,1,"Gd",7,"High",2,"TA","High",1942,14.5945195193264,"P",0,0,0,0,224,0,"None","None",11,2009,"Med","Med_High",12.0867258878976
1303,60,"RL",100.598210719674,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",8,"5",1994,1994,"Med","Low","VinylSd","BrkFace",391,"Gd","TA","Other","Gd","High","No","High","Unf",20.6155281280883,34.132096331752,"GasA","Ex","Y","High",0,50.2593274925162,1,0,2,1,4,1,"Gd",8,"High",1,"TA","High",1994,29.0516780926679,"Y",17.5783958312469,8.83176086632785,0,0,0,0,"None","None",12,2006,"Med","Med_High",12.5776362019627
1304,20,"RL",93.2094415818484,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",7,"5",2005,2005,"Low","Low","VinylSd","BrkFace",228,"Gd","TA","Other","Gd","High","Med","Med","Unf",40.1995024844836,40.1995024844836,"GasA","Ex","Y","High",0,40.1995024844836,0,0,2,0,3,1,"Gd",7,"High",0,"Low","High",2005,28.8790581563873,"Y",14.422205101856,7.68114574786861,0,0,0,0,"None","None",4,2006,"Med","Med_High",12.3544926506484
1305,160,"Othr",57.9913786695919,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",7,"5",2004,2004,"Low","Low","VinylSd","Stone",117,"Gd","TA","Other","Gd","High","No","Med","Unf",31.2409987036266,31.2409987036266,"GasA","Ex","Y","High",0,41.3279566395437,0,0,2,0,3,1,"Gd",7,"Med",0,"Low","Med",2004,19.4935886896179,"Y",0,6.32455532033676,0,0,0,0,"None","None",4,2006,"Med","Med_High",11.7752897294377
1306,20,"RL",114.773690364996,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",9,"5",2006,2007,"Med","Low","VinylSd","Stone",300,"Gd","TA","Other","Ex","High","No","High","Unf",8.94427190999916,40.6448028658032,"GasA","Ex","Y","High",0,40.6448028658032,1,0,2,0,2,1,"Ex",6,"High",2,"Ex","High",2006,28.9827534923789,"Y",20.0997512422418,10.0995049383621,0,0,0,0,"None","None",11,2009,"Med","Med_High",12.6915804613119
1307,120,"RL",83.3966426182733,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",7,"5",2005,2006,"Low","Low","VinylSd","Stone",94,"Gd","TA","Other","Gd","High","No","Med","Unf",36.9864840178139,36.9864840178139,"GasA","Ex","Y","High",0,36.9864840178139,0,0,2,0,2,1,"Gd",6,"High",1,"TA","High",2005,21.7715410570772,"Y",11.4891252930761,5.91607978309962,0,0,0,0,"None","None",9,2006,"High","High",12.2184951655287
1308,20,"RL",89.8443097808648,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",5,"5",1994,1995,"Low","Low","VinylSd","None",0,"TA","Gd","Other","Gd","High","No","Med","Unf",15.6204993518133,31.4642654451045,"GasA","Ex","Y","High",0,31.4642654451045,1,0,1,0,3,1,"TA",5,"High",0,"Low","Med",2000,21.9089023002066,"Y",0,8,0,0,0,0,"None","None",5,2009,"Med","Med_High",11.8350089641393
1309,20,"Othr",109.544511501033,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",5,"7",1948,2005,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","High","ALQ",13.114877048604,30.3973683071413,"GasA","Ex","Y","High",0,33.4962684488885,1,0,1,0,2,1,"Gd",6,"High",0,"Low","High",1948,22.9782505861521,"Y",0,6,0,0,0,0,"Med","None",5,2008,"Med","Med_High",11.8981878657609
1310,20,"RL",84.5754101379355,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"5",1991,1991,"Low","Low","High","BrkFace",88,"TA","TA","Stone","Gd","High","No","High","Unf",8.83176086632785,35.749125863439,"GasA","Med","Y","High",0,35.9722114972099,1,0,2,0,3,1,"Gd",6,"High",0,"Low","High",1991,22.2710574513201,"Y",10.5830052442584,7.14142842854285,0,0,0,0,"Med","None",6,2008,"Med","Med_High",12.096257779523
1311,20,"RL",132.28756555323,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","High","Norm","Fam",7,"8",1959,2002,"Low","Low","Highest","None",0,"Gd","Gd","Other","Gd","High","Med","High","Unf",22.2710574513201,43.611924974713,"GasA","Med","Y","High",0,43.611924974713,1,0,2,0,3,1,"Ex",7,"High",2,"TA","High",1959,23.8117617995813,"Y",0,14.3874945699382,162,0,0,0,"None","None",5,2010,"Med","Med_High",12.7218858108072
1312,20,"RL",93.8829057922687,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",7,"5",2005,2007,"Low","Low","VinylSd","BrkFace",80,"Gd","TA","Other","Gd","High","No","High","Unf",18.6815416922694,35.6931365951495,"GasA","Ex","Y","High",0,35.6931365951495,1,0,2,0,3,1,"Gd",6,"High",0,"Low","High",2005,22.5388553391693,"Y",16.2480768092719,9.89949493661167,0,0,0,0,"None","None",1,2007,"High","High",12.2209612580239
1313,60,"RL",97.8365984690801,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",8,"5",1990,1990,"Low","Low","Med","BrkFace",336,"Gd","TA","Other","Ex","High","No","High","Unf",31.1608729017658,38.1182371050918,"GasA","Ex","Y","High",0,53.0094331227943,0,0,2,1,4,1,"Gd",9,"High",1,"Ex","High",1990,27.3861278752583,"Y",22.3606797749979,0,0,0,0,0,"None","None",6,2007,"Med","Med_High",12.618182296357
1314,60,"RL",121.548344291479,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",9,"5",1999,1999,"Low","Low","VinylSd","BrkFace",165,"Gd","TA","Other","Gd","High","No","Med","Unf",37.322915213043,37.322915213043,"GasA","Ex","Y","High",0,50.9803883861235,0,0,2,1,4,1,"Gd",10,"High",1,"TA","Highest",1999,27.9105714739057,"Y",25.8456959666402,5.47722557505166,0,0,0,0,"None","None",5,2010,"Med","Med_High",12.7164021462475
1315,20,"RL",90.4986187739901,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",4,"6",1954,1954,"Med","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Low","Unf",14.6969384566991,30.7896086366813,"GasA","Ex","Y","High",0,30.7896086366813,1,0,1,0,3,1,"TA",5,"High",1,"TA","Med",1956,16.7332005306815,"Y",0,6,0,0,0,0,"None","None",10,2007,"Med","Med_High",11.6868787720937
1316,60,"RL",105.237825899246,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",6,"5",1969,1969,"Low","Low","High","None",0,"TA","TA","Stone","None","High","Med","Med","LwQ",13.2664991614216,30.854497241083,"GasA","Med","Y","High",0,45.9565011723042,0,0,2,1,4,1,"TA",9,"High",2,"TA","High",1969,24,"Y",16.7332005306815,0,0,0,0,0,"None","None",6,2008,"Med","Med_High",12.2399908637336
1317,20,"RL",101.123686641657,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",8,"5",2008,2008,"Low","Low","VinylSd","Stone",270,"Gd","TA","Other","Ex","High","Gd","Med","Unf",40.2740611312045,40.2740611312045,"GasA","Ex","Y","High",0,40.3732584763727,1,0,2,0,3,1,"Ex",8,"High",1,"TA","High",2008,29.3257565972304,"Y",13.114877048604,6.48074069840786,0,0,0,0,"None","None",1,2009,"Med","Med_High",12.5964004268844
1318,120,"FV",65.0384501660364,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",7,"5",2006,2007,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Ex","High","No","Med","Unf",36.7695526217005,36.7695526217005,"GasA","Ex","Y","High",0,36.7695526217005,0,0,2,0,2,1,"Gd",5,"High",1,"TA","High",2006,21.5870331449229,"Y",0,15.52417469626,0,0,0,0,"None","None",4,2007,"High","High",12.2496109475447
1319,20,"RL",121.577136008379,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Med_High","Med","Norm","Fam",8,"5",2001,2002,"Med","Low","VinylSd","BrkFace",178,"Gd","TA","Other","Gd","High","Gd","Med","Unf",41.8688428309166,41.8688428309166,"GasA","Ex","Y","High",0,42.2729227756965,0,0,2,0,3,1,"Gd",7,"High",1,"TA","High",2001,27.3495886623547,"Y",14.0712472794703,12.2474487139159,0,0,0,0,"None","None",8,2006,"Med","Med_High",12.5245263766487
1320,20,"RL",101.069283167538,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",4,"5",1954,1954,"Med","Low","Med","BrkFace",132,"TA","TA","Other","TA","High","No","Med","Unf",19.2873015219859,29.3938769133981,"GasA","Ex","Y","High",0,30.7896086366813,0,0,1,0,3,1,"TA",5,"High",0,"Low","High",1954,15.7480157480236,"Y",0,0,0,0,0,0,"None","None",2,2007,"Med","Med_High",11.6172854802945
1321,20,"RL",91.6515138991168,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",6,"Low",1957,1957,"Med","Low","Highest","None",0,"TA","TA","Stone","TA","High","No","Med","Rec",25.0599281722833,38.4447655734822,"GasA","Med","Y","High",0,38.4447655734822,1,0,1,1,3,1,"TA",6,"High",2,"TA","High",1957,21.0237960416286,"Y",10.6770782520313,0,0,0,216,0,"None","None",6,2009,"Med","Med_High",11.9608112889623
1322,20,"RL",81.4063879557372,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam",3,"6",1949,1950,"Med","Low","VinylSd","None",0,"TA","TA","Stone","None","Med","None","None","None",0,0,"Floor","Med","N","High",0,26.8328157299975,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1955,16.9410743460974,"Y",0,0,0,0,0,0,"None","None",7,2008,"Med","Med_High",11.1913418408428
1323,60,"RL",100.925715256321,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam",7,"5",1992,1992,"Low","Low","High","None",0,"Gd","TA","Other","Gd","High","No","High","Unf",8.71779788708135,27.3861278752583,"GasA","Ex","Y","High",0,43.8520238985614,1,0,2,1,3,1,"Gd",8,"High",1,"TA","High",1992,23.7486841740758,"Y",15.4919333848297,6.2449979983984,0,0,0,0,"None","None",6,2010,"Med","Med_High",12.1547793511426
1324,30,"RL",73.0068489937759,"Pave","None","Reg","HLS","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",4,"7",1940,1950,"Med","Low","VinylSd","None",0,"Fa","TA","Stone","TA","High","No","Low","Unf",11.8321595661992,20.4939015319192,"GasA","Med","Y","High",0,26.6082693913001,0,0,1,0,2,1,"Fa",5,"High",0,"Low","Low",1918,0,"Y",12.8062484748657,0,0,0,0,0,"None","None",12,2009,"Med","Med_High",11.3205535723228
1325,20,"RL",99.929975482835,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",8,"5",2006,2007,"Low","Low","VinylSd","BrkFace",428,"Gd","TA","Other","Ex","High","Med","Med","Unf",42.3674403286297,42.3674403286297,"GasA","Ex","Y","High",0,42.3674403286297,0,0,2,0,2,1,"Gd",7,"High",1,"TA","High",2007,29.9165506033032,"Y",0,7,0,0,0,0,"None","None",2,2007,"High","High",11.8981878657609
1326,30,"Othr",60.2992537267253,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam",4,"4",1922,1950,"Low","Low","Low","None",0,"TA","TA","BrkTil","TA","Med","No","Med","Unf",28.2134719593318,28.2134719593318,"GasA","Med","N","High",0,28.2134719593318,0,0,1,0,2,1,"TA",5,"High",0,"Low","Low",1987,0,"N",0,0,100,0,0,0,"Med","None",1,2008,"Med","Med_High",10.9150884642146
1327,30,"Othr",65.3452370108182,"Pave","None","Reg","Bnk","AllPub","NotCulD","Othr","Low","Med","Norm","Fam",3,"6",1931,2006,"Low","Low","Med","None",0,"TA","TA","BrkTil","TA","High","No","Low","Unf",0,23.3238075793812,"GasA","Ex","Y","High",0,27.8208554864871,0,0,1,0,3,1,"Gd",6,"High",0,"Low","Low",1971,0,"Y",0,0,286,0,0,0,"None","None",5,2007,"Med","Med_High",11.2772031314492
1328,20,"RL",81.2403840463596,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Med","Norm","Fam",5,"9",1982,2008,"Low","Low","VinylSd","None",0,"Gd","Gd","Stone","TA","High","No","Med","Unf",13.228756555323,28.5657137141714,"GasA","Ex","Y","High",0,28.5657137141714,0,1,1,0,3,1,"Gd",5,"High",1,"Ex","High",1982,16.2480768092719,"Y",0,0,0,0,0,0,"Med","None",10,2008,"Med","Med_High",11.7791285057449
1329,50,"Othr",102.176318195558,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",6,"7",1920,1950,"Low","Low","Highest","None",0,"Gd","Gd","BrkTil","Gd","High","No","Low","Unf",31.8904374382039,38.8587184554509,"GasW","Ex","Y","High",0,52.8393792544916,0,0,2,0,5,1,"TA",8,"Med",2,"TA","Med",1920,22.8035085019828,"Y",0,23.388031127053,0,0,480,0,"Med","Shed",6,2008,"Med","Med_High",12.4529327234617
1330,60,"RL",95.3100204595508,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",7,"5",1998,1998,"Med","Low","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med","Unf",30.5777697028413,30.5777697028413,"GasA","Med","Y","High",0,40.3980197534483,0,0,2,1,3,1,"TA",8,"High",1,"TA","High",1998,21.4941852602047,"Y",0,5.29150262212918,0,0,0,0,"None","None",6,2006,"Med","Med_High",12.0810761553555
1331,20,"RL",100,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",8,"5",2006,2006,"Med","Low","VinylSd","Stone",410,"Gd","TA","Other","Gd","High","Med","Med","Unf",39.8497176903426,39.8497176903426,"GasA","Ex","Y","High",0,39.8497176903426,0,0,2,0,3,1,"Gd",7,"High",1,"TA","High",2006,28.7228132326901,"Y",12,6.70820393249937,0,0,0,0,"None","None",12,2007,"Med","Med_High",12.3327052964635
1332,80,"RL",103.826778819339,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",5,"5",1976,1976,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","Med","Med","Unf",20.6881608655772,30.1827765455731,"GasA","Med","Y","High",0,30.886890422961,0,0,1,0,3,1,"TA",6,"High",0,"Low","Med",1976,24,"Y",0,0,0,0,0,0,"None","None",7,2006,"Med","Med_High",11.7943379244084
1333,20,"RL",94.2178327069775,"Pave","None","Reg","Lvl","AllPub","NotCulD","Othr","Low","Med","Norm","Fam",4,"6",1938,1958,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","Med","Med","Unf",11.2249721603218,28.5657137141714,"GasA","Ex","Y","High",0,28.5657137141714,1,0,1,0,2,1,"TA",3,"High",1,"TA","Med",1958,16.9705627484771,"Y",0,0,0,0,0,0,"None","None",5,2009,"Med","Med_High",11.5129254649702
1334,50,"Othr",84.8528137423857,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam",5,"6",1938,1995,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Med","Unf",28.3372546306095,28.3372546306095,"GasA","Ex","Y","High",0,36.8781778291715,0,0,1,1,2,1,"Gd",6,"High",0,"Low","Med",1951,17.2336879396141,"Y",0,8.06225774829855,190,0,0,0,"Med","None",7,2006,"Med","Med_High",11.740061037554
1335,160,"Othr",48.6621002423858,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam",5,"6",1970,1970,"Low","Low","High","None",312,"TA","TA","Stone","TA","High","No","Low","Unf",0,27.6586333718787,"GasA","Med","Y","High",0,36.9459064038223,0,0,1,1,3,1,"TA",7,"Med",0,"Low","High",1970,20.976176963403,"Y",0,6,0,0,0,0,"None","None",5,2009,"Med","Med_High",11.7360690162844
1336,20,"RL",98.2344135219425,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",6,"5",1977,1977,"Low","Low","Highest","BrkFace",360,"TA","TA","Stone","Gd","High","No","Med","Unf",25.7681974534503,36.7423461417477,"GasA","Med","Y","High",0,36.5239647354993,0,1,2,0,2,1,"TA",6,"High",1,"TA","High",1977,25.0998007960223,"Y",0,4,0,0,0,0,"None","None",4,2009,"Med","Med_High",12.0311238430656
1337,90,"RL",96.1561230499649,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Low","Norm","fmCon",5,"5",1973,1973,"Low","Low","Highest","BrkFace",564,"TA","TA","Stone","TA","High","No","Med","Unf",40.6939798987516,40.6939798987516,"GasA","Med","Y","High",0,40.6939798987516,0,0,2,0,4,2,"TA",8,"High",0,"Low","Med",1973,22.494443758404,"Y",0,14.5258390463339,0,0,0,0,"None","None",11,2008,"Med","Med_High",11.8130300574206
1338,30,"Othr",64.1716448285378,"Pave","Grvl","IRG","Bnk","AllPub","NotCulD","Othr","Low","Low","Norm","Fam",4,"4",1941,1950,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Med","Unf",26.3248931621764,26.3248931621764,"Grav","Med","N","Med",0,26.3248931621764,0,0,1,0,2,1,"Fa",4,"High",0,"Low","Low",1955,0,"N",0,4.47213595499958,0,0,0,0,"None","None",3,2006,"Med","Med_High",10.8685684485797
1339,60,"RL",115.974135047432,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",7,"5",2002,2002,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High","Unf",14.6969384566991,30.2654919008431,"GasA","Ex","Y","High",0,43.139309220246,1,0,2,1,3,1,"Gd",8,"High",0,"Low","Highest",2002,22.1810730128188,"Y",12.0830459735946,9.53939201416946,0,0,0,0,"None","None",6,2006,"Med","Med_High",12.2060726455302
1340,20,"RL",97.7752524926425,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",5,"7",1972,1972,"Med","Low","Med","None",0,"TA","Gd","Stone","TA","High","Med","Low","Unf",22.4499443206436,29.3938769133981,"GasA","Ex","Y","High",0,29.3938769133981,0,0,1,0,3,1,"TA",5,"High",0,"Low","High",1972,16.9705627484771,"Y",0,0,0,0,0,0,"None","None",6,2006,"Med","Med_High",11.7636841833174
1341,20,"RL",91.0714005602198,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam",4,"5",1971,1971,"Low","Low","Med","None",0,"TA","TA","Stone","TA","High","No","Med","Unf",29.2916370317536,29.2916370317536,"GasA","Med","Y","High",0,29.5296461204668,0,0,1,0,3,1,"TA",5,"High",0,"Low","Med",1974,21.9089023002066,"Y",0,0,0,0,0,0,"Med","None",6,2007,"Med","Med_High",11.7199396343546
1342,20,"RL",117.025638216589,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","RRAe","Norm","Fam",6,"5",2003,2004,"Low","Low","VinylSd","None",0,"TA","TA","Other","Gd","High","No","High","Unf",17.3205080756888,33.3766385365573,"GasA","Ex","Y","High",0,33.3766385365573,1,0,1,0,3,1,"Gd",6,"High",0,"Low","Med",2004,24,"Y",0,8.83176086632785,0,0,0,0,"None","None",7,2008,"Med","Med_High",11.9511803959014
1343,60,"RL",96.8245836551854,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",8,"5",2002,2002,"Low","Low","VinylSd","BrkFace",149,"Gd","TA","Other","Gd","High","No","Med","Unf",35.8329457343378,35.8329457343378,"GasA","Ex","Y","High",0,46.5725240887801,0,0,2,1,3,1,"Gd",7,"High",1,"TA","High",2002,25.4361946839538,"Y",13.856406460551,9.32737905308882,0,0,0,0,"None","None",8,2007,"Med","Med_High",12.3392914893164
1344,50,"RL",86.936758623726,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",6,"6",1928,1950,"Low","Low","Highest","None",0,"TA","TA","BrkTil","TA","High","No","Med","Unf",29.9332590941915,29.9332590941915,"GasA","Med","Y","High",0,43.7378554572581,0,0,1,1,3,1,"TA",9,"High",1,"TA","Med",1929,18.4932420089069,"Y",0,0,0,0,0,0,"None","None",3,2009,"Med","Med_High",12.083905011556
1345,60,"RL",105.370773936609,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam",7,"5",2006,2006,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med","Unf",26.9814751264641,26.9814751264641,"GasA","Ex","Y","High",0,38.1575680566778,0,0,2,1,3,1,"Gd",8,"High",1,"TA","High",2006,20.976176963403,"Y",0,0,0,0,0,0,"None","None",7,2007,"High","High",11.9565530341727
1346,30,"Othr",77.4596669241483,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam",4,"4",1920,1950,"Med","Low","Med","None",0,"TA","TA","Other","TA","High","No","Med","Unf",26.6458251889485,30.9838667696593,"GasA","Med","Y","Med",0,30.9838667696593,0,0,1,0,2,1,"Fa",5,"High",0,"Low","Med",1997,17.5499287747842,"Y",0,0,168,0,0,0,"None","None",7,2007,"Med","Med_High",11.5945054519627
1347,20,"RL",144.156165320808,"Pave","None","IRG","Lvl","AllPub","CulD","Gtl","True_Med","High","Norm","Fam",7,"7",1968,2003,"Med","Low","Highest","None",0,"TA","TA","Stone","TA","High","No","Low","Rec",34.6842903920492,39.5979797464467,"GasA","Med","Y","High",0,46.4327470649756,0,0,2,0,3,1,"TA",9,"High",1,"TA","High",1968,22.5388553391693,"Y",0,8.94427190999916,0,290,0,0,"None","None",6,2006,"Med","Med_High",12.4780063610138
1348,20,"RL",123.717419953699,"Pave","None","IRG","HLS","AllPub","NotCulD","Gtl","High","Med","Norm","Fam",8,"5",2006,2007,"Low","Low","VinylSd","Stone",100,"Gd","TA","Other","Ex","High","Gd","High","Unf",40.6448028658032,41.6173040933696,"GasA","Ex","Y","High",0,42.142615011411,1,0,2,0,3,1,"Gd",7,"High",1,"TA","High",2006,26.6833281282527,"Y",0,0,0,0,0,0,"None","None",5,2007,"High","High",12.5548368821687
1349,20,"RL",127.263506159464,"Pave","None","IRG","Low","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam",7,"5",1998,1998,"Low","Low","VinylSd","None",0,"Gd","TA","Other","Gd","High","Gd","High","Unf",6.2449979983984,38.4967531098403,"GasA","Ex","Y","High",0,38.6522961801754,1,0,2,0,3,1,"Gd",5,"High",1,"Fa","High",1998,22.6715680975093,"Y",20.0499376557634,5,0,0,0,0,"None","None",8,2007,"Med","Med_High",12.2783933071098
