"","id","mssubclass","mszoning","lotarea","street","lotshape","landcontour","utilities","lotconfig","neighborhood","condition1","condition2","bldgtype","overallqual","overallcond","yearbuilt","yearremodadd.x","alley_grvl","alley_pave","landslope_sev","landslope_mod","yearremodadd.y","roofstyle","roofmatl","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtfinsf2","bsmtunfsf","totalbsmtsf","heating.x","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","x3ssnporch","screenporch","poolarea","miscval","paveddrive.fp","paveddrive.fy","saletype.fcon","saletype.fconld","saletype.fconli","saletype.fconlw","saletype.fcwd","saletype.fnew","saletype.foth","saletype.fwd","garagefinish.fnone","garagefinish.frfn","garagefinish.funf","garagecond.ffa","garagecond.fgd","garagecond.fnone","garagecond.fpo","garagecond.fta","garagequal.ffa","garagequal.fgd","garagequal.fnone","garagequal.fpo","garagequal.fta","poolqc.ffa","poolqc.fgd","poolqc.fnone","fence.fgdwo","fence.fmnprv","fence.fmnww","fence.fnone","miscfeature.fnone","miscfeature.fothr","miscfeature.fshed","miscfeature.ftenc","heating.y","heatingqc","centralair","electrical","x1stflrsf","x2ndflrsf","lowqualfinsf","grlivarea","bsmtfullbath","bsmthalfbath","fullbath","halfbath","bedroomabvgr","kitchenabvgr","kitchenqual","totrmsabvgrd","functional","fireplaces","fireplacequ","garagetype","garageyrblt","heatingqc_gd","heatingqc_ta","heatingqc_fa","heatingqc_po","centralair_n","electrical_fusef","electrical_fusea","electrical_fusep","electrical_mix","electrical_na","garagetype_detchd","garagetype_builtin","garagetype_carport","garagetype_na","garagetype_basment","garagetype_2types","kitchenqual_ta","kitchenqual_ex","kitchenqual_fa","functional_min1","functional_maj1","functional_min2","functional_mod","functional_maj2","functional_sev","fireplacequ_ta","fireplacequ_gd","fireplacequ_fa","fireplacequ_ex","fireplacequ_po","yrsold","monthsold"
"1016",1016,60,0,8470,1,0,0,1,0,"NWAmes",0,0,0,8,6,2001,2001,0,0,0,0,2001,0,"CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",643,"Unf",0,167,810,"GasA",2,528,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",182,311,0,501,1,0,0,0,0,0,0,1,"Typ",0,NA,"Attchd",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,11
"1017",1017,20,0,11956,1,0,0,1,0,"CollgCr",0,0,0,7,5,1996,1996,0,0,0,0,1996,1,"CompShg","VinylSd","VinylSd","BrkFace",196,"Gd","TA","PConc","Gd","TA","Gd","GLQ",690,"Unf",0,814,1504,"GasA",2,478,115,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",612,1,0,678,1,0,0,1,0,0,0,1,"Typ",1,"TA","Attchd",1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,6
"1018",1018,120,0,5814,1,1,0,1,3,"StoneBr",0,0,3,8,5,1984,1984,0,0,0,0,1984,0,"CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Av","GLQ",1036,"Unf",0,184,1220,"GasA",2,565,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",51,1,0,52,1,0,1,1,2,0,0,6,"Typ",1,"Ex","Attchd",1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,8
"1019",1019,80,0,10784,1,1,0,1,1,"Gilbert",0,0,0,7,5,1991,1992,0,0,0,0,1992,0,"CompShg","HdBoard","HdBoard","BrkFace",76,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA",2,402,164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",219,27,0,267,0,0,0,0,0,0,0,2,"Typ",1,"TA","Attchd",1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,5
"1020",1020,120,0,3056,1,0,0,1,0,"Blmngtn",0,0,3,7,5,2005,2005,0,0,0,0,2005,0,"CompShg","VinylSd","VinylSd","BrkFace",145,"Gd","TA","PConc","Gd","TA","Gd","GLQ",16,"Unf",0,1346,1362,"GasA",2,440,142,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",513,1,0,558,0,0,0,1,3,0,0,1,"Typ",1,"Gd","Attchd",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,4
"1021",1021,20,0,7084,1,0,0,1,0,"Edwards",0,0,0,4,5,2005,2005,0,0,0,0,2005,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",1024,"Unf",0,108,1132,"GasA",2,451,252,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",33,1,0,685,1,0,1,0,3,0,0,4,"Typ",0,NA,"Attchd",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,6
"1022",1022,20,0,7470,1,0,0,1,0,"CollgCr",0,0,0,7,5,2006,2006,0,0,0,0,2006,0,"CompShg","VinylSd","VinylSd","Stone",84,"Gd","TA","PConc","Gd","TA","Av","GLQ",684,"Unf",0,515,1199,"GasA",2,632,105,54,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",516,1,0,562,1,0,0,1,3,0,0,1,"Typ",0,NA,"Attchd",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,7
"1023",1023,50,1,9491,1,0,0,1,0,"OldTown",0,0,0,5,5,1930,1950,0,0,0,0,1950,0,"CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",324,"Unf",0,588,912,"GasA",1,160,0,0,192,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","FuseA",12,312,0,193,0,0,1,1,3,0,1,1,"Typ",0,NA,"Detchd",1957,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,3
"1024",1024,120,0,3225,1,0,0,1,0,"Blmngtn",0,0,3,7,5,2005,2006,0,0,0,0,2006,0,"CompShg","VinylSd","VinylSd","BrkFace",14,"Gd","TA","PConc","Gd","Gd","No","GLQ",16,"Unf",0,1330,1346,"GasA",2,437,156,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",612,1,0,678,0,0,0,1,3,0,0,2,"Typ",1,"Gd","Attchd",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,5
"1025",1025,20,0,15498,1,1,0,1,2,"Timber",0,0,0,8,6,1976,1976,0,0,0,0,1976,1,"WdShake","Stone","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Av","ALQ",1165,"LwQ",400,0,1565,"GasA",2,665,0,72,174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",617,1,0,686,1,0,0,1,3,0,0,7,"Typ",1,"Gd","Attchd",1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,5
"1026",1026,20,0,7770,1,0,0,1,2,"CollgCr",0,0,0,5,5,1972,1972,0,0,0,0,1972,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",138,"Rec",468,276,882,"GasA",2,461,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",143,1,0,152,1,0,1,1,0,0,1,4,"Typ",0,NA,"Detchd",1980,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,3
"1027",1027,20,0,9373,1,0,0,1,0,"NAmes",1,0,0,5,5,1960,1960,0,0,0,0,1960,0,"CompShg","MetalSd","HdBoard","BrkFace",324,"TA","TA","CBlock","TA","TA","No","Rec",697,"Unf",0,571,1268,"GasA",2,461,0,0,0,0,143,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",494,1,0,687,1,0,1,1,0,0,1,1,"Typ",2,"Gd","Attchd",1960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,4
"1028",1028,20,0,9591,1,1,3,1,0,"Timber",0,0,0,8,5,2007,2008,0,0,0,0,2008,0,"CompShg","VinylSd","VinylSd","Stone",338,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1513,"Unf",0,125,1638,"GasA",3,800,192,44,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",556,1,0,607,1,0,0,1,0,0,0,2,"Typ",1,"Gd","Attchd",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,4
"1029",1029,50,0,9571,1,0,0,1,0,"NAmes",1,0,0,5,5,1941,1950,0,0,0,0,1950,0,"CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",368,"BLQ",41,359,768,"GasA",1,240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",154,313,0,362,1,0,1,1,0,0,1,1,"Typ",1,"Gd","Attchd",1941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,4
"1030",1030,160,1,1701,1,0,0,1,0,"BrDale",0,0,4,6,7,1972,1972,0,0,0,0,1972,0,"CompShg","HdBoard","HdBoard","BrkFace",281,"TA","TA","CBlock","TA","TA","No","BLQ",317,"Unf",0,355,672,"GasA",1,264,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",294,183,0,399,0,1,1,0,0,0,1,2,"Typ",0,NA,"Detchd",1972,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,5
"1031",1031,190,4,7082,1,0,0,1,0,"SWISU",0,0,1,5,8,1916,1995,0,0,0,0,1995,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",0,686,686,"GasA",0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",506,314,0,214,0,0,0,1,5,1,1,7,"Typ",0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,7
"1032",1032,75,0,15965,1,0,0,1,2,"SWISU",0,0,0,7,3,1920,1970,0,0,0,0,1970,0,"CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","TA","TA","No","GLQ",523,"Unf",0,301,824,"GasA",2,672,136,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",618,315,20,688,1,0,0,0,5,0,1,8,"Typ",2,"TA","Basment",1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,8
"1033",1033,60,0,14541,1,1,0,1,2,"NoRidge",0,0,0,8,7,1993,1993,0,0,0,0,1993,0,"CompShg","MetalSd","MetalSd","None",0,"Gd","Gd","PConc","Gd","Gd","No","GLQ",1012,"Unf",0,326,1338,"GasA",3,796,209,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",291,316,0,199,1,0,0,0,5,0,0,7,"Typ",1,"TA","Attchd",1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,11
"1034",1034,20,0,8125,1,0,0,1,0,"CollgCr",0,0,0,7,5,2002,2002,0,0,0,0,2002,0,"CompShg","VinylSd","VinylSd","Stone",295,"Gd","TA","PConc","Gd","TA","No","GLQ",986,"Unf",0,668,1654,"GasA",3,900,0,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",619,1,0,689,1,0,0,1,0,0,0,1,"Typ",0,NA,"Attchd",2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2
"1035",1035,30,0,6355,1,0,1,1,0,"Crawfor",0,0,0,5,7,1938,1950,0,0,0,0,1950,0,"CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Fa","Fa","No","Unf",0,"Unf",0,920,920,"GasA",1,240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"GasA","Ex","Y","SBrkr",565,1,0,690,0,0,1,1,3,0,3,4,"Typ",1,"Gd","Basment",1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2007,6
"1036",1036,20,0,11500,1,1,0,1,3,"Edwards",0,0,0,4,3,1957,1957,0,0,0,0,1957,0,"CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","Slab","None","None","None","None",0,"None",0,0,0,"GasA",1,290,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","N","SBrkr",66,1,0,68,0,0,1,1,0,0,1,4,"Typ",0,NA,"Detchd",1957,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1
"1037",1037,20,0,12987,1,1,3,1,0,"Timber",0,0,0,9,5,2007,2008,0,0,0,0,2008,1,"CompShg","VinylSd","VinylSd","Stone",70,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1022,"Unf",0,598,1620,"GasA",3,912,228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",323,1,0,333,1,0,0,1,3,0,2,1,"Typ",1,"Ex","Attchd",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2009,9
"1038",1038,60,0,9240,1,0,0,1,0,"CollgCr",0,0,0,8,5,2001,2002,0,0,0,0,2002,0,"CompShg","VinylSd","VinylSd","BrkFace",396,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1055,1055,"GasA",2,905,0,45,0,0,189,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",620,317,0,247,0,0,0,0,0,0,0,2,"Typ",1,"TA","BuiltIn",2001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,9
"1039",1039,160,1,1554,1,0,0,1,0,"MeadowV",0,0,4,4,6,1970,2008,0,0,0,0,2008,0,"CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",197,183,0,140,0,0,1,0,0,0,1,1,"Typ",1,"TA",NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,5
"1040",1040,180,1,1498,1,0,0,1,0,"MeadowV",0,0,3,4,4,1970,1970,0,0,0,0,1970,0,"CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",509,"Unf",0,121,630,"GasA",1,286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","TA","Y","SBrkr",189,1,0,353,1,0,1,1,2,0,1,9,"Typ",0,NA,"Attchd",1970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4
"1041",1041,20,0,13213,1,0,0,1,2,"Sawyer",0,0,0,5,4,1957,2000,0,0,0,0,2000,0,"CompShg","Wd Sdng","Wd Sdng","BrkCmn",67,"TA","TA","CBlock","TA","TA","No","Rec",168,"BLQ",682,284,1134,"GasA",2,484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"GasA","Ex","Y","SBrkr",621,1,0,691,1,0,0,1,0,0,1,0,"Maj1",1,"TA","Attchd",1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2006,1
"1042",1042,60,0,9130,1,0,0,1,0,"NWAmes",1,0,0,6,8,1966,2000,0,0,0,0,2000,1,"CompShg","HdBoard","HdBoard","BrkFace",252,"TA","TA","CBlock","TA","TA","No","GLQ",400,"Rec",64,336,800,"GasA",2,484,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Gd","Y","SBrkr",458,197,0,235,0,1,1,0,1,0,0,2,"Typ",0,NA,"Attchd",1966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,7
"1043",1043,120,0,5415,1,1,0,1,0,"NridgHt",0,0,4,6,5,2005,2005,0,0,0,0,2005,0,"CompShg","VinylSd","VinylSd","Stone",135,"Gd","TA","PConc","Gd","TA","Av","ALQ",900,"Unf",0,406,1306,"GasA",2,624,170,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",207,1,0,218,1,0,0,1,2,0,0,4,"Typ",1,"Gd","Attchd",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,8
"1044",1044,60,0,11925,1,0,0,1,0,"SawyerW",0,0,0,7,5,1990,1990,0,0,0,0,1990,1,"CompShg","HdBoard","HdBoard","BrkFace",99,"TA","TA","PConc","Gd","TA","No","GLQ",1085,"Unf",0,390,1475,"GasA",2,514,192,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",622,318,0,692,1,0,0,0,1,0,0,7,"Typ",1,"Ex","Attchd",1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2008,5
"1045",1045,20,0,9680,1,0,0,1,0,"NWAmes",2,0,0,8,5,1981,1981,0,0,0,0,1981,1,"WdShngl","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","No","ALQ",1104,"Unf",0,1420,2524,"GasA",2,542,474,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",623,1,0,693,1,0,0,0,1,0,0,3,"Typ",1,"Gd","Attchd",1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,7
"1046",1046,20,0,13680,1,1,0,1,3,"Edwards",0,0,0,3,5,1955,1955,0,0,0,0,1955,1,"CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA",2,452,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","FuseA",624,1,0,591,0,0,0,1,1,0,1,0,"Min2",1,"Gd","Attchd",1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,6
"1047",1047,60,0,16141,1,1,0,1,0,"StoneBr",0,0,0,9,5,2005,2006,0,0,0,0,2006,1,"CompShg","CemntBd","CmentBd","Stone",208,"Gd","TA","PConc","Ex","TA","Av","GLQ",240,"Unf",0,1752,1992,"GasA",3,716,214,108,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",625,29,0,694,0,0,2,0,1,0,2,5,"Typ",1,"Gd","BuiltIn",2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2006,7
"1048",1048,20,0,9302,1,2,0,1,0,"CollgCr",0,0,0,5,5,1994,1995,0,0,0,0,1995,0,"CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",686,"Unf",0,304,990,"GasA",2,672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",83,1,0,86,0,1,1,1,0,0,1,4,"Typ",0,NA,"Detchd",1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2
"1049",1049,20,0,21850,1,0,0,1,0,"Mitchel",0,0,0,5,4,1960,2006,0,0,0,0,2006,1,"CompShg","HdBoard","HdBoard","BrkFace",75,"TA","Fa","Slab","None","None","None","None",0,"None",0,0,0,"GasA",2,336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",626,1,0,695,0,0,1,1,0,0,1,3,"Min1",1,"TA","Attchd",1960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2009,11
"1050",1050,20,0,11160,1,0,2,1,0,"Edwards",0,0,0,4,7,1946,2006,0,0,0,0,2006,0,"CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","None","None","None","None",0,"None",0,0,0,"GasA",1,308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",627,1,0,696,0,0,1,1,3,0,0,1,"Typ",0,NA,"Detchd",1946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,4
"1051",1051,20,0,9066,1,1,0,1,0,"Gilbert",0,0,0,7,5,2007,2007,0,0,0,0,2007,0,"CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1302,1302,"GasA",2,436,0,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",209,1,0,198,0,0,0,1,0,0,0,1,"Typ",0,NA,"Attchd",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8
"1052",1052,20,0,11278,1,1,0,1,2,"CollgCr",0,0,0,7,5,2007,2007,0,0,0,0,2007,0,"CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1316,1316,"GasA",2,440,0,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"GasA","Ex","Y","SBrkr",586,1,0,225,0,0,0,1,0,0,0,1,"Typ",1,"Gd","Attchd",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,10
"1053",1053,60,0,9600,1,0,0,1,2,"NAmes",1,0,0,6,6,1964,1978,0,0,0,0,1978,0,"CompShg","VinylSd","VinylSd","BrkCmn",272,"TA","TA","CBlock","TA","TA","No","Rec",442,"Unf",0,374,816,"GasA",2,540,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"GasA","TA","Y","SBrkr",527,319,0,697,0,1,1,0,1,0,1,3,"Typ",1,"TA","Attchd",1964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,6
